fumForcedId,playId,teamId,playerId,fumForcedPosition,fumForcedTurnover,fumForcedNull
2610576,2043574,4600,19990464.0,CB,1.0,0
2610577,2043587,4600,19980006.0,DE,0.0,0
2610578,2043652,4600,20030616.0,FS,0.0,0
2610579,2043720,1200,20040543.0,LB,0.0,0
2610580,2043786,4600,20040053.0,SS,1.0,0
2610581,2043836,4600,19990248.0,DE,0.0,0
2610582,2043890,4600,20060031.0,CB,0.0,0
2610583,2043936,1800,20050051.0,S,0.0,0
2610584,2043989,1800,20000149.0,DE,1.0,0
2610585,2044095,4600,20060063.0,DE,1.0,0
2610586,2044147,4600,20050098.0,LB,0.0,0
2610587,2044219,4600,20020146.0,DT,0.0,0
2610588,2044233,3000,20020071.0,LB,1.0,0
2610589,2044334,4600,20030011.0,CB,1.0,0
2610590,2044493,4600,20060063.0,DE,0.0,0
2610591,2044804,4600,20050487.0,RB,0.0,0
2610592,2044942,4500,20000230.0,TE,0.0,0
2610593,2044970,4500,19960013.0,CB,0.0,0
2610594,2045119,2510,19980065.0,DE,1.0,0
2610595,2045158,2510,20050066.0,S,0.0,0
2610596,2045211,2510,20050066.0,S,1.0,0
2610597,2045349,4500,20020427.0,LB,1.0,0
2610598,2045379,3800,20050008.0,CB,1.0,0
2610599,2045408,4500,20030030.0,CB,1.0,0
2610600,2045433,4500,19990430.0,DE,1.0,0
2610601,2045753,4500,19990430.0,DE,1.0,0
2610602,2045825,4500,20020427.0,LB,1.0,0
2610603,2046046,4500,19960013.0,CB,1.0,0
2610604,2046110,3700,19960061.0,FS,1.0,0
2610605,2046143,3700,20000033.0,DE,1.0,0
2610606,2046153,3700,20020058.0,SS,0.0,0
2610607,2046201,4400,20050512.0,DE,1.0,0
2610608,2046286,4500,20050726.0,FB,1.0,0
2610609,2046374,4400,20040098.0,LB,0.0,0
2610610,2046432,4500,20040104.0,DT,0.0,0
2610611,2046452,4400,20030062.0,SS,1.0,0
2610612,2046543,4500,20000034.0,S,1.0,0
2610613,2046619,4600,20050045.0,LB,1.0,0
2610614,2046630,4500,20060192.0,S,1.0,0
2610615,2046669,2510,20020073.0,LB,1.0,0
2610616,2046767,4500,19990430.0,DE,1.0,0
2610617,2046823,3800,20010064.0,SS,0.0,0
2610618,2047061,810,20060042.0,S,0.0,0
2610619,2047175,2510,19980065.0,DE,1.0,0
2610620,2047181,2510,20020073.0,LB,1.0,0
2610621,2047503,2120,20020017.0,CB,0.0,0
2610622,2047572,2120,20030067.0,LB,1.0,0
2610623,2047675,2510,19990421.0,CB,0.0,0
2610624,2047797,2200,20050206.0,DE,0.0,0
2610625,2047854,2310,20040126.0,DE,1.0,0
2610626,2047860,2310,20040093.0,LB,1.0,0
2610627,2047924,2310,19970419.0,S,0.0,0
2610628,2048104,4600,20020595.0,LB,1.0,0
2610629,2048138,2510,19980065.0,DE,1.0,0
2610630,2048216,2510,20020073.0,LB,1.0,0
2610631,2048460,5110,20000042.0,DT,1.0,0
2610632,2048472,2510,20050066.0,S,1.0,0
2610633,2048498,4900,20010047.0,LB,0.0,0
2610634,2048581,200,20000013.0,DE,1.0,0
2610635,2048629,200,20020220.0,DE,1.0,0
2610636,2048676,4900,20030064.0,DE,0.0,0
2610637,2048755,4900,19960003.0,DE,0.0,0
2610638,2048879,4900,19960003.0,DE,1.0,0
2610639,2048886,4900,19960003.0,DE,1.0,0
2610640,2048922,4900,20030064.0,DE,1.0,0
2610641,2048974,4900,19940405.0,LB,0.0,0
2610642,2049143,4900,20050036.0,LB,0.0,0
2610643,2049217,2700,20040222.0,LB,1.0,0
2610644,2049290,3300,20040018.0,DE,0.0,0
2610645,2049354,3300,19960047.0,CB,0.0,0
2610646,2049422,3300,20020025.0,DE,1.0,0
2610647,2049461,4900,20030064.0,DE,0.0,0
2610648,2049467,4900,20020420.0,DB,1.0,0
2610649,2049468,3430,20040234.0,DE,0.0,0
2610650,2049575,4900,19970066.0,CB,1.0,0
2610651,2049763,4900,20030064.0,DE,1.0,0
2610652,2049772,4600,20050045.0,LB,1.0,0
2610653,2049809,4600,20020101.0,LB,1.0,0
2610654,2049886,5110,20050009.0,CB,0.0,0
2610655,2049980,4900,20020157.0,S,1.0,0
2610656,2050134,2100,20060245.0,LB,1.0,0
2610657,2050155,200,20040481.0,DE,0.0,0
2610658,2050381,1200,20030103.0,LB,0.0,0
2610659,2050403,1200,19980008.0,LB,0.0,0
2610660,2050466,1200,20060679.0,WR,0.0,0
2610661,2050485,1200,19970128.0,LB,1.0,0
2610662,2050572,2100,20010034.0,DE,1.0,0
2610663,2050582,2100,20040042.0,DE,1.0,0
2610664,2050718,2200,20020133.0,LB,0.0,0
2610665,2050765,2200,20040044.0,DB,0.0,0
2610666,2050882,2250,20040249.0,DE,0.0,0
2610667,2050905,2100,20020106.0,LB,1.0,0
2610668,2050993,3200,20020126.0,DL,1.0,0
2610669,2051078,3200,19970091.0,LB,0.0,0
2610670,2051281,3300,20000122.0,DT,0.0,0
2610671,2051302,3410,20040097.0,LB,1.0,0
2610672,2051516,2100,20000030.0,LB,1.0,0
2610673,2051581,3430,20000102.0,CB,0.0,0
2610674,2051597,2100,20060215.0,CB,1.0,0
2610675,2051863,325,20060146.0,S,0.0,0
2610676,2051984,750,19980157.0,LB,0.0,0
2610677,2051987,750,20060058.0,CB,0.0,0
2610678,2052355,5110,20020583.0,LB,1.0,0
2610679,2052409,2250,20020105.0,CB,1.0,0
2610680,2052477,5110,20000059.0,LB,0.0,0
2610681,2052496,3000,19970060.0,S,0.0,0
2610682,2052500,5110,20010505.0,DL,0.0,0
2610683,2052614,3410,20000105.0,LB,1.0,0
2610684,2052780,5110,20040005.0,S,0.0,0
2610685,2052886,3430,20060220.0,DL,1.0,0
2610686,2052983,5110,20020583.0,LB,1.0,0
2610687,2053156,2100,20050006.0,CB,,0
2610688,2053189,5110,19960099.0,DL,0.0,0
2610689,2053227,5110,19940404.0,LS,0.0,0
3610001,3000196,750,20050181.0,S,1.0,0
3610002,3000213,750,20020002.0,DE,1.0,0
3610003,3000225,750,20020002.0,DE,0.0,0
3610004,3000556,3800,20040135.0,DE,0.0,0
3610005,3000613,3800,20040033.0,OLB,1.0,0
3610006,3000650,1540,20060009.0,LB,1.0,0
3610007,3000656,3800,20030018.0,OLB,1.0,0
3610008,3000792,3800,20010184.0,DE,0.0,0
3610009,3000855,3900,20030016.0,S,0.0,0
3610010,3000906,3900,20030125.0,CB,1.0,0
3610011,3000909,3800,20040064.0,DT,0.0,0
3610012,3001050,3800,20040033.0,OLB,1.0,0
3610013,3001069,3800,20030070.0,LB,1.0,0
3610014,3001084,4400,20020005.0,CB,1.0,0
3610015,3001112,4400,20050028.0,DE,1.0,0
3610016,3001335,3800,20030070.0,LB,1.0,0
3610017,3001341,3800,20050095.0,OLB,0.0,0
3610018,3001390,4500,20010021.0,CB,1.0,0
3610019,3001421,3800,20000140.0,CB,0.0,0
3610020,3001438,4500,20020058.0,S,0.0,0
3610021,3001528,4500,20050137.0,DT,1.0,0
3610022,3001541,2510,20070426.0,LB,0.0,0
3610023,3001688,3800,20000140.0,CB,0.0,0
3610024,3001840,200,20040440.0,LB,1.0,0
3610025,3001866,750,20050181.0,S,1.0,0
3610026,3002117,920,19990418.0,LB,0.0,0
3610027,3002229,200,20050160.0,LB,1.0,0
3610028,3002313,200,20000013.0,DE,1.0,0
3610029,3002424,200,20050160.0,LB,0.0,0
3610030,3002628,3300,20040018.0,DE,0.0,0
3610031,3002631,200,20050160.0,LB,1.0,0
3610032,3002702,200,20000013.0,DE,1.0,0
3610033,3002893,200,20000013.0,DE,1.0,0
3610034,3002961,200,20050059.0,DT,1.0,0
3610035,3003020,200,20050160.0,LB,0.0,0
3610036,3003123,200,20000013.0,DE,1.0,0
3610037,3003185,200,20070041.0,CB,1.0,0
3610038,3003222,4900,20020229.0,DL,1.0,0
3610039,3003227,4900,20030198.0,LB,1.0,0
3610040,3003248,4900,20020229.0,DL,0.0,0
3610041,3003276,4900,20070004.0,DE,1.0,0
3610042,3003425,3800,20040064.0,DT,1.0,0
3610043,3003434,325,19990506.0,CB,1.0,0
3610044,3003512,325,19960026.0,LB,0.0,0
3610045,3003575,920,20070253.0,S,1.0,0
3610046,3003604,920,20060091.0,DE,1.0,0
3610047,3003652,325,20030010.0,LB,1.0,0
3610048,3003675,1050,20060013.0,LB,1.0,0
3610049,3003855,2200,20030138.0,DE,1.0,0
3610050,3003921,2200,20060669.0,DE,1.0,0
3610051,3004066,3200,19990046.0,RB,1.0,0
3610052,3004216,325,20030109.0,DE,0.0,0
3610053,3004444,325,20030109.0,DE,0.0,0
3610054,3004622,3700,20070711.0,LB,0.0,0
3610055,3004629,325,20070549.0,LB,1.0,0
3610056,3004653,325,20060737.0,CB,0.0,0
3610057,3004662,325,20070134.0,LB,1.0,0
3610058,3004712,3900,20050423.0,LB,0.0,0
3610059,3004727,3900,20050430.0,WR,0.0,0
3610060,3004748,3900,20000118.0,S,1.0,0
3610061,3004867,2510,19980065.0,DE,1.0,0
3610062,3004926,2510,20070154.0,DT,0.0,0
3610063,3004932,325,20020139.0,DT,1.0,0
3610064,3005021,610,20020097.0,S,1.0,0
3610065,3005072,610,20040091.0,DE,0.0,0
3610066,3005182,610,20030094.0,LB,1.0,0
3610067,3005331,610,20040663.0,CB,0.0,0
3610068,3005422,920,20070253.0,S,0.0,0
3610069,3005580,1200,20050011.0,LB,0.0,0
3610070,3005585,610,20010046.0,DE,1.0,0
3610071,3005593,610,20040013.0,WR,0.0,0
3610072,3005867,2700,19970073.0,DE,1.0,0
3610073,3005939,610,20010046.0,DE,1.0,0
3610074,3005972,3200,20020126.0,DE,0.0,0
3610075,3005999,610,20060008.0,S,0.0,0
3610076,3006064,3200,20050133.0,S,1.0,0
3610077,3006136,3410,20070250.0,RB,1.0,0
3610078,3006171,3410,20030056.0,DE,0.0,0
3610079,3006181,610,20010046.0,DE,1.0,0
3610080,3006231,3410,20030047.0,LB,0.0,0
3610081,3006282,3430,20070014.0,DB/PR,1.0,0
3610082,3006406,2100,20070019.0,DB,0.0,0
3610083,3006523,2100,20060102.0,S,1.0,0
3610084,3006607,200,20040008.0,CB,1.0,0
3610085,3006632,750,20050181.0,S,1.0,0
3610086,3006725,200,19990153.0,DT,0.0,0
3610087,3006747,750,20050014.0,LB,0.0,0
3610088,3006908,750,20050181.0,S,1.0,0
3610089,3006959,2120,20070010.0,DT,0.0,0
3610090,3006976,2120,20020173.0,CB,1.0,0
3610091,3007007,2120,20020536.0,FS,1.0,0
3610092,3007100,750,20000098.0,LB,1.0,0
3610093,3007200,2200,20060062.0,DB,1.0,0
3610094,3007495,3300,20060043.0,S,1.0,0
3610095,3007641,3900,20070015.0,LB,1.0,0
3610096,3007647,3900,20060498.0,CB,0.0,0
3610097,3007658,3900,20060460.0,S,1.0,0
3610098,3007796,750,20050181.0,S,0.0,0
3610099,3007839,750,20050014.0,LB,1.0,0
3610100,3007873,750,19990038.0,DE,1.0,0
3610101,3008064,750,20040028.0,CB,1.0,0
3610102,3008080,4900,20050036.0,LB,0.0,0
3610103,3008115,4900,20070106.0,S,1.0,0
3610104,3008218,1050,20040453.0,RB,0.0,0
3610105,3008449,1200,20060726.0,NT,1.0,0
3610106,3008459,1200,20020586.0,SS,0.0,0
3610107,3008498,810,20000479.0,DE,0.0,0
3610108,3008544,810,20030068.0,LB,1.0,0
3610109,3008583,810,20050220.0,LB,0.0,0
3610110,3008587,1400,20050231.0,S,1.0,0
3610111,3008632,1400,20070056.0,DE,1.0,0
3610112,3008809,810,20030035.0,CB,1.0,0
3610113,3008990,810,20030068.0,LB,0.0,0
3610114,3008996,2310,20060054.0,S,1.0,0
3610115,3009087,2310,20020023.0,LB,0.0,0
3610116,3009143,810,20030035.0,CB,1.0,0
3610117,3009226,3000,20060127.0,DE,1.0,0
3610118,3009228,810,20000479.0,DE,0.0,0
3610119,3009238,3000,20030040.0,LB,1.0,0
3610120,3009424,3300,20030251.0,LB,1.0,0
3610121,3009427,3300,20070622.0,RB,1.0,0
3610122,3009431,810,20020104.0,DE,0.0,0
3610123,3009459,3300,20060043.0,S,0.0,0
3610124,3009466,810,20040014.0,DT,1.0,0
3610126,3009598,810,20000479.0,DE,1.0,0
3610127,3009615,810,20000479.0,DE,0.0,0
3610128,3009666,810,20040014.0,DT,0.0,0
3610129,3009763,810,20000009.0,LB,1.0,0
3610130,3009831,810,20060042.0,S,1.0,0
3610131,3010041,920,20060772.0,LB,1.0,0
3610132,3010047,920,19990418.0,LB,1.0,0
3610133,3010106,325,19990075.0,LB,1.0,0
3610134,3010120,920,20040117.0,DE,1.0,0
3610135,3010138,920,20040056.0,S,0.0,0
3610136,3010172,325,20060012.0,DT,1.0,0
3610137,3010187,1050,20050215.0,DB,0.0,0
3610138,3010312,920,20070253.0,S,0.0,0
3610139,3010331,1050,20020141.0,LB,1.0,0
3610140,3010376,2200,20060238.0,DB,0.0,0
3610141,3010415,2200,20030117.0,DT,0.0,0
3610142,3010416,2200,20070095.0,DB,1.0,0
3610143,3010448,920,20050522.0,S,1.0,0
3610144,3010476,920,20050522.0,S,0.0,0
3610145,3010702,3300,20020025.0,DE,1.0,0
3610146,3010714,920,20010004.0,DE,1.0,0
3610147,3010725,920,20060123.0,DT,0.0,0
3610148,3010726,920,20060442.0,LB,1.0,0
3610149,3010736,920,19970459.0,DE,0.0,0
3610150,3011031,3900,20000118.0,S,0.0,0
3610151,3011125,3900,20020452.0,LB,1.0,0
3610152,3011180,920,20050807.0,LB,0.0,0
3610153,3011190,920,19990113.0,S,1.0,0
3610154,3011205,2510,20050050.0,CB,0.0,0
3610155,3011322,920,20000177.0,LB,1.0,0
3610156,3011403,2100,20010034.0,DE,0.0,0
3610157,3011457,325,20010533.0,TE,0.0,0
3610158,3011488,1050,20010615.0,TE,1.0,0
3610159,3011768,920,20070018.0,CB,0.0,0
3610160,3011787,1050,20030067.0,LB,1.0,0
3610161,3011931,1540,19990070.0,DE,1.0,0
3610162,3012047,1540,20070255.0,CB,0.0,0
3610163,3012128,2120,20000245.0,LB,0.0,0
3610164,3012205,1050,20060013.0,LB,1.0,0
3610165,3012208,2120,20060001.0,DE,0.0,0
3610166,3012270,1050,20030067.0,LB,0.0,0
3610167,3012386,2310,20050778.0,DT,0.0,0
3610168,3012549,2700,20010202.0,S,0.0,0
3610169,3012586,2700,19970073.0,DE,1.0,0
3610170,3012631,3900,19970008.0,LB,1.0,0
3610171,3012643,1050,20030243.0,DL,0.0,0
3610172,3012675,3900,20020525.0,S,1.0,0
3610173,3012742,3900,20060083.0,S,1.0,0
3610174,3013162,1400,20000090.0,LB,1.0,0
3610175,3013198,1400,20060126.0,DE,0.0,0
3610176,3013618,3000,20040020.0,DE,1.0,0
3610177,3013627,3000,19990023.0,CB,1.0,0
3610178,3013685,1200,20060092.0,DE,1.0,0
3610179,3013688,3000,20060127.0,DE,0.0,0
3610180,3013733,1200,20030005.0,CB,0.0,0
3610181,3013744,1200,20040205.0,CB,0.0,0
3610182,3013776,1200,19980008.0,LB,1.0,0
3610183,3013853,3200,19940145.0,S,0.0,0
3610184,3013969,3410,20070224.0,S,1.0,0
3610185,3014066,3410,19930040.0,DE,0.0,0
3610186,3014214,1200,20050042.0,LB,1.0,0
3610187,3014231,3430,20050191.0,DT,0.0,0
3610188,3014404,1200,20050579.0,WR,1.0,0
3610189,3014441,1200,20070026.0,LB,0.0,0
3610190,3014444,1200,20070026.0,LB,0.0,0
3610191,3014490,3700,20050146.0,LB/DE,0.0,0
3610192,3014531,1200,20040223.0,CB,0.0,0
3610193,3014744,1200,20050011.0,LB,1.0,0
3610194,3015100,1050,20050139.0,LB,1.0,0
3610195,3015361,2250,20030039.0,CB,1.0,0
3610196,3015372,2250,20060480.0,RB,1.0,0
3610197,3015388,1400,20060126.0,DE,1.0,0
3610198,3015423,1400,19960406.0,S,1.0,0
3610199,3015446,1400,20020643.0,LB,0.0,0
3610200,3015550,1400,20060126.0,DE,1.0,0
3610201,3015588,1400,20020220.0,DT,1.0,0
3610202,3015648,1400,20000035.0,DE,1.0,0
3610203,3015649,3000,20060017.0,LB,0.0,0
3610204,3015750,1400,20000120.0,DT,1.0,0
3610205,3015792,1400,20050442.0,OT,0.0,0
3610206,3015867,1400,20070017.0,DE,0.0,0
3610207,3015950,3900,20020128.0,LB,0.0,0
3610208,3015987,1400,20060126.0,DE,1.0,0
3610209,3016022,3900,20070046.0,LB,0.0,0
3610210,3016087,4400,20010112.0,LB,1.0,0
3610211,3016095,4400,20010233.0,FS,1.0,0
3610212,3016267,1400,20070121.0,DT,1.0,0
3610213,3016279,1400,20040017.0,LB,0.0,0
3610214,3016316,1400,20040539.0,S,0.0,0
3610215,3016323,1400,20000040.0,LB,0.0,0
3610216,3016339,2100,20040042.0,DE,0.0,0
3610217,3016475,610,20030701.0,DE,0.0,0
3610218,3016520,610,20020185.0,RB,1.0,0
3610219,3016528,1540,20020469.0,DE,0.0,0
3610220,3016571,1540,20060009.0,LB,0.0,0
3610221,3016615,810,20060159.0,DE,1.0,0
3610222,3016670,1540,20040554.0,WR,0.0,0
3610223,3016682,810,20070221.0,CB,0.0,0
3610224,3016695,1540,19990070.0,DE,0.0,0
3610225,3016708,1540,19990070.0,DE,0.0,0
3610226,3016768,1540,20020469.0,DE,0.0,0
3610227,3016812,920,20050421.0,LB,1.0,0
3610228,3016926,1540,20030064.0,DE,0.0,0
3610229,3017026,1540,20060009.0,LB,1.0,0
3610230,3017043,1540,19990070.0,DE,0.0,0
3610231,3017054,1200,19980008.0,LB,0.0,0
3610232,3017148,1540,20020469.0,DE,1.0,0
3610233,3017197,1540,20040140.0,LB,1.0,0
3610234,3017221,1400,20040017.0,LB,1.0,0
3610235,3017224,1540,20050072.0,CB,1.0,0
3610236,3017306,1540,20000045.0,S,0.0,0
3610237,3017502,2310,20040126.0,DE,0.0,0
3610238,3017508,1540,20030034.0,LB,0.0,0
3610239,3017636,3000,20060048.0,CB,0.0,0
3610240,3017679,3000,20030009.0,DT,1.0,0
3610241,3017712,3000,19970060.0,S,1.0,0
3610242,3017796,1540,20000045.0,S,1.0,0
3610243,3017831,3410,20010483.0,LB,1.0,0
3610244,3017843,3410,20060753.0,CB,0.0,0
3610245,3017847,1540,20000443.0,LB,1.0,0
3610246,3017867,1540,20040007.0,WR,0.0,0
3610247,3017903,3410,19970044.0,CB,0.0,0
3610248,3017939,4900,19940500.0,QB,,0
3610249,3018104,750,20020002.0,DE,0.0,0
3610250,3018147,1800,20040179.0,DT,0.0,0
3610251,3018153,1800,20040179.0,DT,1.0,0
3610252,3018256,810,20030035.0,CB,1.0,0
3610253,3018263,810,20030035.0,CB,1.0,0
3610254,3018352,810,19990441.0,LB,1.0,0
3610255,3018575,2250,19990036.0,LB,0.0,0
3610256,3018591,2250,20030039.0,CB,1.0,0
3610257,3018700,1800,20060185.0,S,1.0,0
3610258,3018797,1800,20050742.0,S,0.0,0
3610259,3018896,1800,19970169.0,CB,0.0,0
3610260,3018983,1800,20050412.0,RB,1.0,0
3610261,3019016,1800,20030655.0,LB,0.0,0
3610262,3019137,1800,20060529.0,DE,1.0,0
3610263,3019329,3700,20050146.0,LB/DE,1.0,0
3610264,3019467,1800,20000149.0,DE,0.0,0
3610265,3019565,1800,20000149.0,DE,1.0,0
3610266,3019596,1800,20050742.0,S,1.0,0
3610267,3019605,4600,20060063.0,DE,1.0,0
3610268,3019635,1800,20070525.0,DE,0.0,0
3610269,3019687,1800,20060115.0,CB,1.0,0
3610270,3019697,4600,20050098.0,LB,1.0,0
3610271,3019702,4600,20010563.0,FS,1.0,0
3610272,3019738,1800,20050742.0,S,1.0,0
3610273,3019855,1800,20060005.0,LB,0.0,0
3610274,3019887,5110,19960099.0,DE,0.0,0
3610275,3019922,5110,20040005.0,S,0.0,0
3610276,3019958,1800,20040179.0,DT,1.0,0
3610277,3019976,5110,20060035.0,LB,0.0,0
3610278,3019980,1800,20050742.0,S,1.0,0
3610279,3020171,2120,20060801.0,DT,0.0,0
3610280,3020562,2200,20030481.0,LB,0.0,0
3610281,3020586,2120,20010088.0,LB,0.0,0
3610282,3020599,2200,20040686.0,DE,0.0,0
3610283,3020601,2200,20070242.0,DE,0.0,0
3610284,3020806,2120,20040173.0,DB,1.0,0
3610285,3020845,2120,20010026.0,CB,1.0,0
3610286,3020861,2310,20070624.0,CB,1.0,0
3610287,3020960,2700,19970073.0,DE,1.0,0
3610288,3021060,3300,20040125.0,CB,0.0,0
3610289,3021062,3300,20030251.0,LB,1.0,0
3610290,3021084,2120,20030780.0,DE,1.0,0
3610291,3021112,3300,20040716.0,DE,1.0,0
3610292,3021113,2120,20050188.0,SS,0.0,0
3610293,3021130,2120,20060001.0,DE,0.0,0
3610294,3021251,4900,20020229.0,DL,1.0,0
3610295,3021268,2120,20020536.0,FS,1.0,0
3610296,3021320,4900,20020229.0,DL,1.0,0
3610297,3021380,2100,20020106.0,LB,1.0,0
3610298,3021383,2120,20020173.0,CB,1.0,0
3610299,3021388,2120,20060033.0,LB,1.0,0
3610300,3021398,2100,20060215.0,CB,0.0,0
3610301,3021526,2120,20060251.0,WR,0.0,0
3610302,3021569,2200,20030138.0,DE,1.0,0
3610303,3021614,810,20030082.0,CB,1.0,0
3610304,3021752,2200,20020011.0,DE,0.0,0
3610305,3021874,2200,20020011.0,DE,1.0,0
3610306,3021884,1540,20000443.0,LB,1.0,0
3610307,3022002,2200,20050103.0,DB,1.0,0
3610308,3022011,1540,20040037.0,LB,0.0,0
3610309,3022120,2120,20070123.0,CB,1.0,0
3610310,3022211,2200,20030138.0,DE,1.0,0
3610311,3022371,2200,20000465.0,TE,1.0,0
3610312,3022413,2200,20030138.0,DE,1.0,0
3610313,3022483,2310,20060020.0,DE,0.0,0
3610314,3022637,3200,19990111.0,LB,0.0,0
3610315,3022648,3200,20020126.0,DE,1.0,0
3610316,3022694,3300,20040125.0,CB,1.0,0
3610317,3022720,2200,20050029.0,DB,0.0,0
3610318,3022795,2200,20030138.0,DE,1.0,0
3610319,3022847,4400,20060019.0,CB,1.0,0
3610320,3022859,2200,20050029.0,DB,0.0,0
3610321,3023142,2100,20070019.0,DB,1.0,0
3610322,3023167,2200,20070588.0,DT,1.0,0
3610323,3023204,2200,20070136.0,LB,1.0,0
3610324,3023327,200,20050059.0,DT,0.0,0
3610325,3023488,2250,20060469.0,DB,1.0,0
3610326,3023655,750,20050181.0,S,1.0,0
3610327,3023666,2250,20020009.0,DT,1.0,0
3610328,3023731,750,20050181.0,S,0.0,0
3610329,3023773,2250,19970419.0,S,1.0,0
3610330,3023779,2120,20070123.0,CB,1.0,0
3610331,3023790,2120,20050188.0,SS,1.0,0
3610332,3023880,2250,19980482.0,DE,1.0,0
3610333,3023996,2200,20020011.0,DE,0.0,0
3610334,3024009,2250,19980482.0,DE,0.0,0
3610335,3024071,2200,20020011.0,DE,1.0,0
3610336,3024108,2520,20070038.0,TE,1.0,0
3610337,3024158,2250,20040249.0,DE,0.0,0
3610338,3024412,2250,20010087.0,DE,0.0,0
3610339,3024440,2250,20070048.0,LB,1.0,0
3610340,3024450,4900,20070004.0,DE,0.0,0
3610341,3024491,2250,20030210.0,LB,1.0,0
3610342,3024516,4900,20030690.0,WR,0.0,0
3610343,3024520,4900,20020468.0,LB,1.0,0
3610344,3024540,2250,19970411.0,CB,0.0,0
3610345,3024578,2250,20060477.0,LB,1.0,0
3610346,3024651,2100,20000547.0,CB,1.0,0
3610347,3024670,2250,20070021.0,S,0.0,0
3610348,3024869,2310,20040126.0,DE,1.0,0
3610349,3024875,920,20000015.0,CB,1.0,0
3610350,3024945,920,20000177.0,LB,1.0,0
3610351,3025097,1400,20060126.0,DE,1.0,0
3610352,3025120,1400,20050231.0,S,0.0,0
3610353,3025135,2310,20050015.0,LB,0.0,0
3610354,3025155,2310,20000085.0,S,0.0,0
3610355,3025222,2310,20060020.0,DE,0.0,0
3610356,3025563,2310,20060020.0,DE,1.0,0
3610357,3025631,2700,20070481.0,LB,1.0,0
3610358,3025686,3000,20040734.0,DT,1.0,0
3610359,3025699,2310,20040126.0,DE,1.0,0
3610360,3025815,2310,20020023.0,LB,0.0,0
3610361,3026004,2520,20050023.0,CB,0.0,0
3610362,3026010,2310,19960098.0,LB,1.0,0
3610363,3026221,4400,20040098.0,LB,1.0,0
3610364,3026235,2310,20050015.0,LB,0.0,0
3610365,3026447,325,19960026.0,LB,0.0,0
3610366,3026638,2700,20060082.0,WR,0.0,0
3610367,3026739,2700,19980019.0,DT,0.0,0
3610368,3027143,2250,20060213.0,DE,1.0,0
3610369,3027161,2700,20060016.0,CB,1.0,0
3610370,3027232,2250,20050698.0,DL,0.0,0
3610371,3027270,3200,19970091.0,LB,1.0,0
3610372,3027419,3410,20030047.0,LB,0.0,0
3610373,3027496,2700,20060016.0,CB,0.0,0
3610374,3027510,2700,20050046.0,DE,1.0,0
3610375,3027621,2700,20010022.0,CB,1.0,0
3610376,3027662,3430,20050191.0,DT,0.0,0
3610377,3027668,3430,20020022.0,LB,1.0,0
3610378,3027678,3430,20070047.0,LB,1.0,0
3610379,3027827,2700,20070481.0,LB,1.0,0
3610380,3027936,4900,20060156.0,DE,1.0,0
3610381,3028036,4900,20070756.0,DE,0.0,0
3610382,3028091,3000,20060017.0,LB,0.0,0
3610383,3028218,3000,20020071.0,LB,0.0,0
3610384,3028382,3000,20050611.0,LB,1.0,0
3610385,3028473,3000,20050521.0,S,1.0,0
3610386,3028490,3000,20070102.0,DE,1.0,0
3610387,3028580,3000,20060127.0,DE,1.0,0
3610388,3028626,3000,20030040.0,LB,0.0,0
3610389,3028671,1800,20050742.0,S,1.0,0
3610390,3028704,3000,20010084.0,S,1.0,0
3610391,3028760,1800,20000149.0,DE,0.0,0
3610392,3028787,3000,20030040.0,LB,0.0,0
3610393,3028841,2520,20020031.0,LB,1.0,0
3610394,3028866,2520,19950012.0,DT,1.0,0
3610395,3028903,2520,20030589.0,DE,1.0,0
3610396,3028920,2520,20060077.0,LB,0.0,0
3610397,3028939,3000,20070102.0,DE,1.0,0
3610398,3028982,2520,19990513.0,OT,1.0,0
3610399,3029258,4400,20010112.0,LB,1.0,0
3610400,3029276,3000,20060127.0,DE,0.0,0
3610401,3029293,4400,20040035.0,DE,1.0,0
3610402,3029499,5110,20060596.0,WR,0.0,0
3610403,3029524,5110,19960049.0,LB,1.0,0
3610404,3029647,3200,20050084.0,CB,1.0,0
3610405,3029693,610,20060026.0,DT,1.0,0
3610406,3029959,3200,20040502.0,CB,1.0,0
3610407,3029995,3200,20030013.0,DL,1.0,0
3610408,3030006,3200,20040502.0,CB,0.0,0
3610409,3030236,3200,20070024.0,S,0.0,0
3610410,3030247,2700,19990073.0,LB,1.0,0
3610411,3030337,3200,20060585.0,LB,0.0,0
3610412,3030375,3200,20060585.0,LB,0.0,0
3610413,3030400,3410,20050763.0,LB,1.0,0
3610414,3030509,3200,20000186.0,LB,0.0,0
3610415,3030520,3410,20050074.0,DE,1.0,0
3610416,3030697,3200,20000186.0,LB,1.0,0
3610417,3030766,3200,20000186.0,LB,0.0,0
3610418,3030936,3200,20050639.0,FB,0.0,0
3610419,3031037,3900,20000118.0,S,0.0,0
3610420,3031135,3200,19990111.0,LB,1.0,0
3610421,3031140,4400,20050012.0,LB,0.0,0
3610422,3031214,4400,20030584.0,WR,1.0,0
3610423,3031216,3200,19990111.0,LB,0.0,0
3610424,3031323,4400,20050061.0,WR,0.0,0
3610425,3031436,2100,20010034.0,DE,0.0,0
3610426,3031643,3200,19970091.0,LB,1.0,0
3610427,3031652,5110,19960099.0,DE,1.0,0
3610428,3031659,3200,19970091.0,LB,1.0,0
3610429,3031691,3200,19970091.0,LB,1.0,0
