kickRetId,playId,teamId,playerId,kickRetPosition,kickRetOutcome,kickRetPrimary,kickRetYds,kickRetTd,kickRetEnd,kickRetNull
2320945,2010144,810,20020795.0,WR,returned,1,28,,in bounds,0
2320946,2010152,4500,20060084.0,WR,returned,1,10,,ran out of bounds,0
2320947,2010158,810,20060057.0,CB,returned,1,28,,ran out of bounds,0
2320948,2010162,4900,20040206.0,WR,returned,1,11,,ran out of bounds,0
2320949,2010166,810,20060057.0,CB,returned,1,19,,in bounds,0
2320950,2010175,4900,19980095.0,RB,returned,1,18,,in bounds,0
2320951,2010179,810,20040078.0,WR,returned,1,0,,in bounds,0
2320952,2010183,4900,20040206.0,WR,returned,1,0,,pushed out of bounds,0
2320953,2010187,810,20060057.0,CB,returned,1,0,,in bounds,0
2320954,2010195,4900,20040206.0,WR,fair catch,1,0,,in bounds,0
2320955,2010208,4900,20040206.0,WR,returned,1,12,,in bounds,0
2320956,2010213,810,20040213.0,LB,returned,1,9,,in bounds,0
2320957,2010223,4900,19980095.0,RB,returned,1,25,,in bounds,0
2320958,2010228,810,20060057.0,CB,returned,1,0,,in bounds,0
2320959,2010233,4900,20040206.0,WR,returned,1,6,,in bounds,0
2320960,2010245,4900,20030205.0,CB,returned,1,20,,in bounds,0
2320961,2010248,4900,20030205.0,CB,returned,1,12,,in bounds,0
2320962,2010252,810,20060057.0,CB,returned,1,32,,ran out of bounds,0
2320963,2010256,4900,20040206.0,WR,fair catch,1,0,,in bounds,0
2320964,2010274,4900,20030205.0,CB,returned,1,31,,in bounds,0
2320965,2010287,810,20060057.0,CB,returned,1,8,,in bounds,0
2320966,2010292,810,20060057.0,CB,returned,1,16,,in bounds,0
2320967,2010302,4900,20030205.0,CB,returned,1,11,,in bounds,0
2320968,2010307,4900,20040206.0,WR,returned,1,2,,in bounds,0
2320969,2010314,810,20060057.0,CB,returned,1,2,,in bounds,0
2320970,2010318,4900,20040206.0,WR,returned,1,11,,in bounds,0
2320971,2010322,810,20060057.0,CB,returned,1,22,,in bounds,0
2320972,2010326,4900,20040206.0,WR,returned,1,4,,in bounds,0
2320973,2010342,810,20060057.0,CB,returned,1,8,,in bounds,0
2320974,2010353,810,20060057.0,CB,returned,1,4,,ran out of bounds,0
2320975,2010360,200,19980085.0,CB,returned,1,9,,in bounds,0
2320976,2010369,920,20040026.0,HB,returned,1,22,,in bounds,0
2320977,2010382,200,19980085.0,CB,returned,1,23,,in bounds,0
2320978,2010400,200,19980085.0,CB,returned,1,2,,in bounds,0
2320979,2010417,200,19980085.0,CB,returned,1,16,,in bounds,0
2320980,2010444,200,19950208.0,FB,returned,1,7,,in bounds,0
2320981,2010447,920,20040026.0,HB,returned,1,25,,in bounds,0
2320982,2010452,200,19980085.0,CB,returned,1,-2,,in bounds,0
2320983,2010462,920,20040026.0,HB,returned,1,15,,in bounds,0
2320984,2010481,920,20040026.0,HB,returned,1,26,,in bounds,0
2320985,2010486,200,19980085.0,CB,returned,1,0,,ran out of bounds,0
2320986,2010507,200,19980085.0,CB,returned,1,-3,,in bounds,0
2320987,2010511,920,20040049.0,CB,returned,1,7,,in bounds,0
2320988,2010514,200,19980085.0,CB,returned,1,24,,in bounds,0
2320989,2010521,920,20040049.0,CB,returned,1,7,,in bounds,0
2320990,2010525,920,20060752.0,WR,returned,1,24,,in bounds,0
2320991,2010540,325,20040594.0,DB,returned,1,0,,in bounds,0
2320992,2010545,920,20040049.0,CB,returned,1,3,,pushed out of bounds,0
2320993,2010561,325,20040594.0,DB,returned,1,21,,in bounds,0
2320994,2010567,920,20040049.0,CB,returned,1,4,,in bounds,0
2320995,2010581,325,20040594.0,DB,returned,1,20,,in bounds,0
2320996,2010596,325,20030077.0,RB,returned,1,27,,in bounds,0
2320997,2010600,920,20040049.0,CB,returned,1,9,,in bounds,0
2320998,2010609,325,19990506.0,CB,returned,1,14,,ran out of bounds,0
2320999,2010615,920,20040049.0,CB,returned,1,-3,,in bounds,0
2321000,2010625,920,20040049.0,CB,returned,1,38,,in bounds,0
2321001,2010644,325,19990506.0,CB,returned,1,7,,in bounds,0
2321002,2010661,325,19990506.0,CB,returned,1,0,,in bounds,0
2321003,2010678,920,20040049.0,CB,fair catch,1,0,,in bounds,0
2321004,2010681,750,20060058.0,CB,returned,1,25,,in bounds,0
2321005,2010688,920,20010478.0,WR,fair catch,1,0,,in bounds,0
2321006,2010692,750,20040028.0,CB,returned,1,8,,in bounds,0
2321007,2010700,750,20040028.0,CB,returned,1,7,,in bounds,0
2321008,2010711,920,20010411.0,HB,returned,1,0,,in bounds,0
2321009,2010719,920,20010478.0,WR,returned,1,8,,in bounds,0
2321010,2010723,750,20040028.0,CB,fair catch,1,0,,in bounds,0
2321011,2010747,750,20060058.0,CB,returned,1,25,,in bounds,0
2321012,2010755,920,20010478.0,WR,returned,1,24,,in bounds,0
2321013,2010758,920,20010478.0,WR,returned,1,19,,pushed out of bounds,0
2321014,2010767,750,20040028.0,CB,fair catch,1,0,,in bounds,0
2321015,2010771,920,20010478.0,WR,returned,1,6,,in bounds,0
2321016,2010780,750,20060058.0,CB,returned,1,24,,in bounds,0
2321017,2010784,920,20010478.0,WR,returned,1,12,,in bounds,0
2321018,2010798,920,20010478.0,WR,fair catch,1,0,,in bounds,0
2321019,2010813,750,20060058.0,CB,returned,1,16,,in bounds,0
2321020,2010817,920,20010478.0,WR,returned,1,-2,,in bounds,0
2321021,2010839,920,20050190.0,WR,returned,1,19,,in bounds,0
2321022,2010846,1050,19990069.0,TE,returned,1,11,,in bounds,0
2321023,2010850,920,20040049.0,CB,returned,1,8,,in bounds,0
2321024,2010856,920,20010411.0,HB,returned,1,19,,in bounds,0
2321025,2010873,1050,20050576.0,WR,returned,1,26,,in bounds,0
2321026,2010887,1050,20000032.0,WR,returned,1,9,,ran out of bounds,0
2321027,2010891,920,20040049.0,CB,returned,1,7,,in bounds,0
2321028,2010910,1050,20000032.0,WR,returned,1,-1,,in bounds,0
2321029,2010924,1050,20050576.0,WR,returned,1,21,,in bounds,0
2321030,2010935,1050,20000032.0,WR,fair catch,1,0,,in bounds,0
2321031,2010951,920,20040049.0,CB,fair catch,1,0,,in bounds,0
2321032,2010963,1050,20050576.0,WR,returned,1,24,,in bounds,0
2321033,2010978,1050,20050576.0,WR,returned,1,16,,in bounds,0
2321034,2010986,1050,20050576.0,WR,returned,1,22,,in bounds,0
2321035,2011002,920,20050190.0,WR,returned,1,2,,in bounds,0
2321036,2011011,1800,20050244.0,LB,returned,1,16,,in bounds,0
2321037,2011039,1800,20050244.0,LB,returned,1,29,,in bounds,0
2321038,2011047,920,20010478.0,WR,fair catch,1,0,,in bounds,0
2321039,2011062,1800,20060567.0,RB,returned,1,17,,in bounds,0
2321040,2011067,920,20010478.0,WR,returned,1,5,,in bounds,0
2321041,2011076,1800,20060567.0,RB,returned,1,25,,in bounds,0
2321042,2011094,1800,20060565.0,S,returned,1,0,,in bounds,0
2321043,2011096,920,20060441.0,HB,returned,1,26,,in bounds,0
2321044,2011104,1800,20060052.0,WR,fair catch,1,0,,in bounds,0
2321045,2011120,920,20060441.0,HB,returned,1,15,,in bounds,0
2321046,2011124,1800,20060052.0,WR,returned,1,27,,ran out of bounds,0
2321047,2011137,1800,20060104.0,WR,returned,1,23,,in bounds,0
2321048,2011145,920,20050190.0,WR,returned,1,14,,in bounds,0
2321049,2011149,1800,20060104.0,WR,returned,1,0,,in bounds,0
2321050,2011160,920,20060193.0,WR,returned,1,18,,in bounds,0
2321051,2011171,1800,20060104.0,WR,returned,1,21,,in bounds,0
2321052,2011191,3200,19990046.0,RB,returned,1,19,,in bounds,0
2321053,2011198,920,20040049.0,CB,fair catch,1,0,,in bounds,0
2321054,2011208,3200,20030239.0,LB,returned,1,16,,in bounds,0
2321055,2011217,3200,19990046.0,RB,fair catch,1,0,,in bounds,0
2321056,2011228,920,20010411.0,HB,returned,1,21,,in bounds,0
2321057,2011232,3200,19990046.0,RB,returned,1,4,,in bounds,0
2321058,2011241,3200,19990046.0,RB,returned,1,43,,in bounds,0
2321059,2011257,3200,19990046.0,RB,returned,1,21,,in bounds,0
2321060,2011275,3200,19990046.0,RB,returned,1,22,,in bounds,0
2321061,2011283,920,20010411.0,HB,returned,1,23,,in bounds,0
2321062,2011310,920,20010411.0,HB,returned,1,29,,in bounds,0
2321063,2011328,3200,19990046.0,RB,returned,1,8,,in bounds,0
2321064,2011335,920,20010478.0,WR,returned,1,7,,in bounds,0
2321065,2011339,920,20060752.0,WR,returned,1,32,,in bounds,0
2321066,2011355,2520,20050435.0,CB,returned,1,32,,in bounds,0
2321067,2011372,2520,20050435.0,CB,returned,1,30,,in bounds,0
2321068,2011395,920,20040049.0,CB,returned,1,6,,in bounds,0
2321069,2011415,920,20010147.0,TE,returned,1,10,,in bounds,0
2321070,2011417,2520,20050435.0,CB,returned,1,23,,ran out of bounds,0
2321071,2011421,920,20040049.0,CB,returned,1,4,,in bounds,0
2321072,2011437,2520,20050435.0,CB,returned,1,27,,in bounds,0
2321073,2011452,2520,20050435.0,CB,returned,1,20,,in bounds,0
2321074,2011465,920,20060752.0,WR,returned,1,28,,in bounds,0
2321075,2011490,3900,20010169.0,WR,returned,1,11,,in bounds,0
2321076,2011531,920,20060752.0,WR,returned,1,26,,in bounds,0
2321077,2011535,3900,20060025.0,WR,returned,1,6,,in bounds,0
2321078,2011542,920,20040049.0,CB,returned,1,0,,in bounds,0
2321079,2011559,3900,19990241.0,WR,returned,1,19,,in bounds,0
2321080,2011560,920,20060752.0,WR,returned,1,7,,in bounds,0
2321081,2011572,920,20040049.0,CB,returned,1,2,,in bounds,0
2321082,2011580,920,20040049.0,CB,returned,1,3,,in bounds,0
2321083,2011606,3900,20020135.0,RB,returned,1,18,,in bounds,0
2321084,2011617,920,20060752.0,WR,returned,1,22,,in bounds,0
2321085,2011630,3900,20020135.0,RB,returned,1,17,,in bounds,0
2321086,2011639,920,20060752.0,WR,returned,1,33,,in bounds,0
2321087,2011647,3900,20060025.0,WR,returned,1,24,,in bounds,0
2321088,2011651,4400,20040154.0,RB,returned,1,26,,in bounds,0
2321089,2011663,4400,20040154.0,RB,returned,1,20,,in bounds,0
2321090,2011672,920,20000015.0,CB,fair catch,1,0,,in bounds,0
2321091,2011684,4400,20040154.0,RB,returned,1,20,,in bounds,0
2321092,2011688,920,20000015.0,CB,returned,1,10,,in bounds,0
2321093,2011691,4400,20040154.0,RB,returned,1,49,,ran out of bounds,0
2321094,2011695,920,20000015.0,CB,fair catch,1,0,,in bounds,0
2321095,2011714,920,20040026.0,HB,returned,1,20,,in bounds,0
2321096,2011730,4400,19980492.0,OC,returned,1,0,,in bounds,0
2321097,2011732,920,20040026.0,HB,returned,1,24,,in bounds,0
2321098,2011737,4400,19910326.0,WR,fair catch,1,0,,in bounds,0
2321099,2011746,920,20040026.0,HB,returned,1,14,,in bounds,0
2321100,2011753,920,20040026.0,HB,returned,1,36,,in bounds,0
2321101,2011771,920,20040026.0,HB,returned,1,18,,in bounds,0
2321102,2011774,4400,20040154.0,RB,returned,1,49,,ran out of bounds,0
2321103,2011787,920,20040026.0,HB,returned,1,14,,in bounds,0
2321104,2011795,4400,19910326.0,WR,fair catch,1,0,,in bounds,0
2321105,2011799,920,20040049.0,CB,returned,1,0,,in bounds,0
2321106,2011805,4400,20040154.0,RB,returned,1,24,,in bounds,0
2321107,2011820,920,20040026.0,HB,returned,1,27,,ran out of bounds,0
2321108,2011843,5110,20020545.0,WR,fair catch,1,0,,in bounds,0
2321109,2011849,920,20050190.0,WR,fair catch,1,0,,in bounds,0
2321110,2011853,5110,20020545.0,WR,returned,1,6,,in bounds,0
2321111,2011864,920,20040049.0,CB,returned,1,9,,in bounds,0
2321112,2011883,5110,20020545.0,WR,returned,1,26,,in bounds,0
2321113,2011894,5110,20020545.0,WR,returned,1,1,,in bounds,0
2321114,2011905,920,20050190.0,WR,returned,1,27,,in bounds,0
2321115,2011912,5110,20020545.0,WR,returned,1,11,,in bounds,0
2321116,2011916,920,20060441.0,HB,returned,1,12,,in bounds,0
2321117,2011927,5110,20020257.0,RB,fair catch,1,0,,in bounds,0
2321118,2011934,920,20040049.0,CB,returned,1,14,,in bounds,0
2321119,2011938,5110,20020257.0,RB,returned,1,21,,in bounds,0
2321120,2011984,1050,20050576.0,WR,returned,1,27,,in bounds,0
2321121,2011994,1050,20000032.0,WR,fair catch,1,0,,in bounds,0
2321122,2011998,325,20040594.0,DB,returned,1,14,,in bounds,0
2321123,2012012,325,20040594.0,DB,returned,1,1,,in bounds,0
2321124,2012017,1050,20000032.0,WR,fair catch,1,0,,in bounds,0
2321125,2012030,1050,20000032.0,WR,returned,1,9,,ran out of bounds,0
2321126,2012037,1050,20000032.0,WR,fair catch,1,0,,in bounds,0
2321127,2012044,325,20040594.0,DB,returned,1,9,,pushed out of bounds,0
2321128,2012048,1050,20000032.0,WR,returned,1,5,,in bounds,0
2321129,2012072,1050,20030611.0,LB,returned,1,0,,in bounds,0
2321130,2012078,325,20040594.0,DB,returned,1,6,,in bounds,0
2321131,2012107,325,20040594.0,DB,returned,1,-1,,in bounds,0
2321132,2012143,1050,20050576.0,WR,returned,1,21,,in bounds,0
2321133,2012146,1050,20050576.0,WR,returned,1,23,,in bounds,0
2321134,2012150,810,20060057.0,CB,returned,1,54,,in bounds,0
2321135,2012156,1050,20060145.0,RB,returned,1,22,,in bounds,0
2321136,2012160,810,20060057.0,CB,returned,1,-1,,in bounds,0
2321137,2012172,1050,20060145.0,RB,returned,1,26,,in bounds,0
2321138,2012178,810,20060057.0,CB,fair catch,1,0,,in bounds,0
2321139,2012183,1050,20050576.0,WR,returned,1,15,,in bounds,0
2321140,2012191,1050,20050576.0,WR,returned,1,24,,in bounds,0
2321141,2012198,810,20050195.0,WR,fair catch,1,0,,in bounds,0
2321142,2012206,1050,20040624.0,WR,returned,1,17,,in bounds,0
2321143,2012221,810,20050195.0,WR,returned,1,31,,in bounds,0
2321144,2012234,810,20030131.0,DE,returned,1,9,,in bounds,0
2321145,2012235,810,20020199.0,RB,returned,1,16,,in bounds,0
2321146,2012249,810,20050195.0,WR,fair catch,1,0,,in bounds,0
2321147,2012291,1050,20040453.0,RB,returned,1,27,,in bounds,0
2321148,2012295,810,20050195.0,WR,returned,1,-1,,in bounds,0
2321149,2012305,1050,20050576.0,WR,returned,1,29,,in bounds,0
2321150,2012312,920,20040049.0,CB,returned,1,7,,pushed out of bounds,0
2321151,2012335,920,20040049.0,CB,fair catch,1,0,,in bounds,0
2321152,2012348,1050,20050576.0,WR,returned,1,25,,in bounds,0
2321153,2012376,1050,20050576.0,WR,returned,1,14,,in bounds,0
2321154,2012382,920,20060752.0,WR,returned,1,28,,in bounds,0
2321155,2012395,1050,20050576.0,WR,returned,1,27,,in bounds,0
2321156,2012407,1050,20000032.0,WR,returned,1,1,,in bounds,0
2321157,2012422,1050,20050576.0,WR,returned,1,13,,in bounds,0
2321158,2012440,920,20040049.0,CB,fair catch,1,0,,in bounds,0
2321159,2012456,1400,20010033.0,WR,returned,1,12,,in bounds,0
2321160,2012463,1050,20050576.0,WR,returned,1,0,,in bounds,0
2321161,2012496,1050,20050576.0,WR,returned,1,44,,in bounds,0
2321162,2012500,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321163,2012531,1050,20050576.0,WR,returned,1,25,,in bounds,0
2321164,2012536,1400,20050056.0,CB,returned,1,6,,in bounds,0
2321165,2012547,1050,20050576.0,WR,returned,1,25,,in bounds,0
2321166,2012551,1400,20050056.0,CB,returned,1,1,,in bounds,0
2321167,2012592,1050,20050576.0,WR,returned,1,2,,in bounds,0
2321168,2012596,1400,20050056.0,CB,returned,1,3,,in bounds,0
2321169,2012613,1050,20050576.0,WR,returned,1,30,,in bounds,0
2321170,2012626,1050,20000032.0,WR,returned,1,6,,in bounds,0
2321171,2012638,1540,20060712.0,WR,returned,1,22,,in bounds,0
2321172,2012645,1050,20000032.0,WR,returned,1,-5,,in bounds,0
2321173,2012651,1050,20050576.0,WR,returned,1,19,,ran out of bounds,0
2321174,2012659,1540,20020444.0,WR,returned,1,1,,in bounds,0
2321175,2012664,1050,20050576.0,WR,returned,1,0,,in bounds,0
2321176,2012671,1540,20020444.0,WR,returned,1,6,,in bounds,0
2321177,2012679,1050,20060078.0,WR,returned,1,11,,in bounds,0
2321178,2012693,1540,20060712.0,WR,returned,1,39,,in bounds,0
2321179,2012695,1540,20060712.0,WR,returned,1,34,,in bounds,0
2321180,2012702,1050,20060078.0,WR,returned,1,18,,in bounds,0
2321181,2012722,1050,20060078.0,WR,returned,1,19,,in bounds,0
2321182,2012726,1540,20060712.0,WR,returned,1,7,,in bounds,0
2321183,2012730,1050,20040624.0,WR,returned,1,0,,in bounds,0
2321184,2012741,1540,20060712.0,WR,returned,1,18,,in bounds,0
2321185,2012755,1540,20060712.0,WR,returned,1,22,,in bounds,0
2321186,2012762,1050,20040624.0,WR,returned,1,44,,pushed out of bounds,0
2321187,2012784,1050,20050576.0,WR,returned,1,30,,in bounds,0
2321188,2012795,2310,20000153.0,WR,returned,1,19,,in bounds,0
2321189,2012799,1050,20000032.0,WR,returned,1,3,,in bounds,0
2321190,2012807,2310,20000153.0,WR,fair catch,1,0,,in bounds,0
2321191,2012819,1050,20050576.0,WR,returned,1,15,,in bounds,0
2321192,2012838,1050,20050576.0,WR,returned,1,20,,in bounds,0
2321193,2012852,2310,20000153.0,WR,returned,1,3,,in bounds,0
2321194,2012854,2310,20000153.0,WR,returned,1,17,,in bounds,0
2321195,2012865,1050,20010615.0,TE,returned,1,20,,in bounds,0
2321196,2012892,1050,20050576.0,WR,returned,1,22,,in bounds,0
2321197,2012902,2310,20000153.0,WR,returned,1,9,,in bounds,0
2321198,2012909,1050,20000032.0,WR,returned,1,2,,in bounds,0
2321199,2012920,2310,20060054.0,S,returned,1,0,,in bounds,0
2321200,2012926,2310,20000153.0,WR,returned,1,21,,in bounds,0
2321201,2012933,1050,20000032.0,WR,returned,1,5,,pushed out of bounds,0
2321202,2012943,1050,20050576.0,WR,returned,1,20,,in bounds,0
2321203,2012948,3300,20060002.0,RB,returned,1,10,,pushed out of bounds,0
2321204,2012959,1050,20050576.0,WR,returned,1,17,,in bounds,0
2321205,2012964,3300,20060002.0,RB,returned,1,13,,in bounds,0
2321206,2012985,1050,20050576.0,WR,returned,1,40,,in bounds,0
2321207,2013002,3300,20060002.0,RB,returned,1,-1,,in bounds,0
2321208,2013010,1050,20000032.0,WR,returned,1,31,,in bounds,0
2321209,2013024,1050,20000032.0,WR,fair catch,1,0,,in bounds,0
2321210,2013055,1050,20050576.0,WR,returned,1,11,,in bounds,0
2321211,2013071,3300,20040471.0,WR,returned,1,27,,in bounds,0
2321212,2013083,1050,20050576.0,WR,returned,1,26,,in bounds,0
2321213,2013091,1050,20000032.0,WR,returned,1,10,,in bounds,0
2321214,2013101,3430,20050057.0,CB,returned,1,11,,in bounds,0
2321215,2013126,3430,20050057.0,CB,returned,1,37,,ran out of bounds,0
2321216,2013147,3430,20050057.0,CB,returned,1,14,,in bounds,0
2321217,2013174,1050,20050576.0,WR,returned,1,30,,in bounds,0
2321218,2013183,3430,20060117.0,RB,returned,1,15,,in bounds,0
2321219,2013196,3430,19980114.0,WR,fair catch,1,0,,in bounds,0
2321220,2013202,3430,20050057.0,CB,returned,1,99,1.0,in bounds,0
2321221,2013204,1050,20050576.0,WR,returned,1,13,,in bounds,0
2321222,2013208,3430,19980114.0,WR,returned,1,14,,in bounds,0
2321223,2013218,1050,20050576.0,WR,returned,1,19,,ran out of bounds,0
2321224,2013225,3430,19980114.0,WR,returned,1,18,,in bounds,0
2321225,2013232,3430,19980114.0,WR,returned,1,6,,pushed out of bounds,0
2321226,2013236,1050,20050576.0,WR,returned,1,1,,in bounds,0
2321227,2013240,3430,19980114.0,WR,returned,1,17,,in bounds,0
2321228,2013250,1050,20050576.0,WR,returned,1,17,,in bounds,0
2321229,2013265,1050,,,fair catch,1,0,,in bounds,0
2321230,2013282,3900,20060025.0,WR,returned,1,5,,in bounds,0
2321231,2013288,3900,19990241.0,WR,returned,1,76,,ran out of bounds,0
2321232,2013307,3900,20020135.0,RB,returned,1,20,,in bounds,0
2321233,2013319,3900,19990241.0,WR,returned,1,24,,in bounds,0
2321234,2013334,1050,20000032.0,WR,returned,1,6,,in bounds,0
2321235,2013341,1050,20050576.0,WR,returned,1,30,,in bounds,0
2321236,2013352,3900,20020135.0,RB,returned,1,20,,ran out of bounds,0
2321237,2013364,1050,20050576.0,WR,returned,1,92,1.0,in bounds,0
2321238,2013366,3900,20030125.0,CB,returned,1,18,,in bounds,0
2321239,2013385,1050,20060180.0,FB,returned,1,12,,in bounds,0
2321240,2013389,3900,20060025.0,WR,returned,1,8,,in bounds,0
2321241,2013402,1050,20050576.0,WR,returned,1,11,,in bounds,0
2321242,2013430,1050,20050576.0,WR,returned,1,22,,in bounds,0
2321243,2013445,1050,20000032.0,WR,returned,1,13,,in bounds,0
2321244,2013468,1050,20050576.0,WR,returned,1,17,,in bounds,0
2321245,2013485,4900,20030205.0,CB,returned,1,22,,in bounds,0
2321246,2013496,1050,19990061.0,OL,returned,1,2,,in bounds,0
2321247,2013519,1050,20050576.0,WR,returned,1,19,,in bounds,0
2321248,2013527,4900,19970231.0,FB,returned,1,11,,in bounds,0
2321249,2013537,1050,20050576.0,WR,returned,1,21,,in bounds,0
2321250,2013554,1540,20020444.0,WR,returned,1,27,,in bounds,0
2321251,2013568,1540,20020444.0,WR,returned,1,40,,in bounds,0
2321252,2013583,1540,20020444.0,WR,returned,1,32,,in bounds,0
2321253,2013589,1200,20060580.0,WR,returned,1,24,,in bounds,0
2321254,2013602,1540,20020444.0,WR,returned,1,16,,in bounds,0
2321255,2013621,1540,20020444.0,WR,returned,1,25,,in bounds,0
2321256,2013625,1200,20030005.0,CB,returned,1,0,,in bounds,0
2321257,2013634,1200,19940012.0,CB,returned,1,2,,in bounds,0
2321258,2013635,1200,20060580.0,WR,returned,1,35,,pushed out of bounds,0
2321259,2013642,1200,20030005.0,CB,returned,1,56,1.0,in bounds,0
2321260,2013644,1540,20020444.0,WR,returned,1,19,,in bounds,0
2321261,2013659,1200,20060580.0,WR,returned,1,22,,in bounds,0
2321262,2013667,1200,20060580.0,WR,returned,1,35,,in bounds,0
2321263,2013677,1540,20020444.0,WR,returned,1,10,,in bounds,0
2321264,2013693,1540,20020444.0,WR,returned,1,24,,in bounds,0
2321265,2013703,1200,20040205.0,CB,returned,1,13,,in bounds,0
2321266,2013709,1200,20060580.0,WR,returned,1,29,,in bounds,0
2321267,2013723,2120,20020496.0,WR,returned,1,18,,in bounds,0
2321268,2013737,1200,20050589.0,RB,returned,1,19,,in bounds,0
2321269,2013742,2120,20020017.0,CB,returned,1,-2,,in bounds,0
2321270,2013746,1200,20060125.0,WR,returned,1,0,,in bounds,0
2321271,2013754,1200,20060125.0,WR,fair catch,1,0,,in bounds,0
2321272,2013763,1200,20060125.0,WR,returned,1,2,,in bounds,0
2321273,2013780,2120,20020496.0,WR,returned,1,24,,in bounds,0
2321274,2013792,2120,20020017.0,CB,returned,1,45,,in bounds,0
2321275,2013797,1200,20050589.0,RB,returned,1,31,,pushed out of bounds,0
2321276,2013809,2120,20020496.0,WR,returned,1,22,,in bounds,0
2321277,2013817,1200,20060125.0,WR,returned,1,3,,in bounds,0
2321278,2013822,2120,20020017.0,CB,fair catch,1,0,,in bounds,0
2321279,2013831,2120,20020496.0,WR,returned,1,18,,in bounds,0
2321280,2013843,2120,20020496.0,WR,returned,1,11,,in bounds,0
2321281,2013856,1200,20060125.0,WR,fair catch,1,0,,in bounds,0
2321282,2013870,2120,20020496.0,WR,returned,1,16,,in bounds,0
2321283,2013882,1200,20060580.0,WR,returned,1,31,,ran out of bounds,0
2321284,2013893,2200,19990480.0,WR,fair catch,1,0,,in bounds,0
2321285,2013911,1200,20030005.0,CB,returned,1,0,,in bounds,0
2321286,2013937,2200,19990480.0,WR,fair catch,1,0,,in bounds,0
2321287,2013955,1200,20060138.0,S,returned,1,0,,in bounds,0
2321288,2013958,2200,19990480.0,WR,returned,1,20,,in bounds,0
2321289,2013963,2200,19990480.0,WR,returned,1,23,,in bounds,0
2321290,2013987,1200,20060580.0,WR,returned,1,28,,in bounds,0
2321291,2014005,2200,19990480.0,WR,returned,1,25,,in bounds,0
2321292,2014018,2200,19990480.0,WR,returned,1,22,,in bounds,0
2321293,2014034,1200,20050589.0,RB,returned,1,33,,in bounds,0
2321294,2014042,3000,20060546.0,WR,returned,1,3,,in bounds,0
2321295,2014067,1200,20050589.0,RB,returned,1,46,,ran out of bounds,0
2321296,2014101,3000,20050007.0,WR,returned,1,18,,in bounds,0
2321297,2014105,1200,20060125.0,WR,returned,1,14,,in bounds,0
2321298,2014109,1200,20060125.0,WR,fair catch,1,0,,in bounds,0
2321299,2014119,3000,20060546.0,WR,returned,1,3,,in bounds,0
2321300,2014126,1200,20060125.0,WR,returned,1,4,,in bounds,0
2321301,2014165,3000,20030457.0,CB,returned,1,16,,in bounds,0
2321302,2014171,1200,20060125.0,WR,returned,1,7,,ran out of bounds,0
2321303,2014198,1200,20060125.0,WR,returned,1,6,,in bounds,0
2321304,2014209,3300,20000540.0,WR,returned,1,17,,in bounds,0
2321305,2014214,1200,20030005.0,CB,fair catch,1,0,,in bounds,0
2321306,2014218,3300,20000540.0,WR,returned,1,16,,in bounds,0
2321307,2014225,1200,20040216.0,WR,returned,1,3,,in bounds,0
2321308,2014230,3300,20000540.0,WR,fair catch,1,0,,in bounds,0
2321309,2014248,1200,20060580.0,WR,returned,1,24,,in bounds,0
2321310,2014265,3300,20000540.0,WR,fair catch,1,0,,in bounds,0
2321311,2014269,1200,20030005.0,CB,returned,1,4,,in bounds,0
2321312,2014274,3300,20060002.0,RB,returned,1,-2,,in bounds,0
2321313,2014286,1200,20060580.0,WR,returned,1,37,,ran out of bounds,0
2321314,2014295,1200,20060580.0,WR,returned,1,26,,in bounds,0
2321315,2014304,3300,20000540.0,WR,returned,1,22,,in bounds,0
2321316,2014309,1200,20060580.0,WR,returned,1,35,,in bounds,0
2321317,2014316,3300,20000540.0,WR,returned,1,29,,in bounds,0
2321318,2014330,1200,20060580.0,WR,returned,1,26,,in bounds,0
2321319,2014345,1200,20030005.0,CB,returned,1,14,,ran out of bounds,0
2321320,2014354,3300,20000540.0,WR,fair catch,1,0,,in bounds,0
2321321,2014373,3410,20000166.0,RB,returned,1,19,,in bounds,0
2321322,2014380,1200,20050589.0,RB,returned,1,19,,in bounds,0
2321323,2014387,3410,20000166.0,RB,returned,1,-4,,in bounds,0
2321324,2014399,3410,20000166.0,RB,returned,1,21,,in bounds,0
2321325,2014419,1200,20050589.0,RB,returned,1,22,,in bounds,0
2321326,2014423,3410,20000166.0,RB,returned,1,17,,in bounds,0
2321327,2014439,3410,20000166.0,RB,returned,1,4,,in bounds,0
2321328,2014461,1200,20050589.0,RB,returned,1,19,,in bounds,0
2321329,2014486,1200,20050589.0,RB,returned,1,26,,in bounds,0
2321330,2014495,3410,20000166.0,RB,returned,1,22,,in bounds,0
2321331,2014499,1200,20030005.0,CB,returned,1,7,,in bounds,0
2321332,2014515,1200,20050589.0,RB,returned,1,26,,in bounds,0
2321333,2014524,1200,20050589.0,RB,returned,1,24,,in bounds,0
2321334,2014542,3700,20030535.0,RB,fair catch,1,0,,in bounds,0
2321335,2014557,1200,20060580.0,WR,returned,1,26,,in bounds,0
2321336,2014582,1200,20060580.0,WR,returned,1,17,,in bounds,0
2321337,2014596,3700,20030535.0,RB,returned,1,25,,in bounds,0
2321338,2014611,1200,20060580.0,WR,returned,1,20,,in bounds,0
2321339,2014619,3700,20020091.0,RB,returned,1,13,,in bounds,0
