sackId,playId,teamId,playerId,sackPosition,sackType,sackYards,sackEnd,sackNull
1501286,1045504,3000,20050191,DT,1.0,-6,in bounds,0
1501287,1045528,3000,20040734,DT,1.0,-1,in bounds,0
1501288,1045591,4600,20010234,DE,1.0,-9,in bounds,0
1501289,1045682,3410,20030056,DE,1.0,-8,in bounds,0
1501290,1045698,3410,20030056,DE,1.0,-4,in bounds,0
1501291,1045739,4600,20020146,DT,1.0,-10,in bounds,0
1501292,1045795,3410,20010483,LB,1.0,-9,in bounds,0
1501293,1045802,4600,19980006,DE,1.0,0,in bounds,0
1501294,1045843,4600,20040023,DT,1.0,-4,in bounds,0
1501295,1045882,4500,20000016,LB,0.5,-6,in bounds,0
1501296,1045967,4600,20050045,LB,1.0,-7,in bounds,0
1501297,1045978,4600,20040023,DT,1.0,-11,in bounds,0
1501298,1046070,4600,20020146,DT,1.0,-6,in bounds,0
1501299,1046082,4600,20050098,LB,1.0,-9,in bounds,0
1501300,1046100,4600,20050045,LB,1.0,-11,in bounds,0
1501301,1046265,4600,19990248,DE,1.0,-4,in bounds,0
1501302,1046301,4600,19980483,DT,1.0,-8,in bounds,0
1501303,1046321,3800,20010230,DT,1.0,0,in bounds,0
1501304,1046345,3800,20040033,OLB,1.0,-5,in bounds,0
1501305,1046351,4500,20020427,LB,1.0,-6,in bounds,0
1501306,1046418,4500,20020427,LB,1.0,-9,in bounds,0
1501307,1046431,3800,20010064,SS,1.0,-11,in bounds,0
1501308,1046474,4500,19940007,DE,1.0,-8,in bounds,0
1501309,1046494,1200,20050011,LB,1.0,-2,in bounds,0
1501310,1046610,1200,19980008,DE,1.0,-1,in bounds,0
1501311,1046614,4500,20020427,LB,1.0,-7,in bounds,0
1501312,1046651,2120,20040027,LB,1.0,-6,in bounds,0
1501313,1046662,2120,20040027,LB,1.0,-4,in bounds,0
1501314,1046754,2120,20030067,LB,1.0,-7,in bounds,0
1501315,1046871,2200,20030138,DE,1.0,-8,in bounds,0
1501316,1046888,4500,20010007,LB,1.0,-10,in bounds,0
1501317,1046893,2200,20020011,DE,1.0,-6,in bounds,0
1501318,1046918,2200,20020106,LB,1.0,-7,in bounds,0
1501319,1046963,2200,20020238,DE,1.0,-3,in bounds,0
1501320,1046966,2200,20030138,DE,1.0,-6,in bounds,0
1501321,1046999,3410,20010483,LB,1.0,-4,in bounds,0
1501322,1047020,3410,20040136,S,1.0,-5,in bounds,0
1501323,1047117,3410,20030056,DE,1.0,-7,in bounds,0
1501324,1047169,2520,19950012,DT,1.0,-5,in bounds,0
1501325,1047193,4500,20010184,DE,1.0,-7,in bounds,0
1501326,1047214,4500,20010184,DE,1.0,-1,in bounds,0
1501327,1047239,2520,19970198,DT,1.0,-4,in bounds,0
1501328,1047279,2520,20020189,S,1.0,-1,in bounds,0
1501329,1047284,4500,20020469,DE,1.0,-11,in bounds,0
1501330,1047291,4500,20020469,DE,1.0,-6,in bounds,0
1501331,1047322,4500,20010007,LB,1.0,-5,in bounds,0
1501332,1047329,4600,20050098,LB,1.0,-4,in bounds,0
1501333,1047383,4600,20020146,DT,1.0,-5,in bounds,0
1501334,1047436,4600,20020146,DT,1.0,-8,in bounds,0
1501335,1047437,4600,19990248,DE,1.0,-6,in bounds,0
1501336,1047474,4500,20040420,WR,1.0,-5,in bounds,0
1501337,1047477,2510,19980065,DE,1.0,-1,in bounds,0
1501338,1047497,4500,19940007,DE,1.0,-6,in bounds,0
1501339,1047515,4500,19940007,DE,1.0,-8,in bounds,0
1501340,1047541,4500,19940007,DE,1.0,-6,in bounds,0
1501341,1047561,4500,20000016,LB,1.0,-4,in bounds,0
1501342,1047572,4500,20000016,LB,0.5,-9,in bounds,0
1501343,1047611,4500,20000016,LB,1.0,-8,in bounds,0
1501344,1047624,2510,19980065,DE,1.0,-8,in bounds,0
1501345,1047654,4500,20030057,DT,1.0,-9,in bounds,0
1501346,1047708,4500,20050205,CB,1.0,-12,in bounds,0
1501347,1047750,4500,20010007,LB,1.0,-8,in bounds,0
1501348,1047781,4500,19940007,DE,1.0,-1,in bounds,0
1501349,1047788,4500,19940007,DE,1.0,-2,in bounds,0
1501350,1047845,2100,20040057,DE,1.0,-5,in bounds,0
1501351,1047910,2100,20040103,DE,1.0,-7,in bounds,0
1501352,1047914,2100,20040103,DE,1.0,-6,in bounds,0
1501353,1047950,2100,20040528,DE,1.0,-5,in bounds,0
1501354,1048003,2510,20030176,DE,1.0,-7,in bounds,0
1501355,1048029,3800,20010064,SS,1.0,-3,in bounds,0
1501356,1048090,3800,19990089,DE,1.0,-7,in bounds,0
1501357,1048103,3800,20010064,SS,1.0,-11,in bounds,0
1501358,1048133,3800,20010064,SS,1.0,-4,in bounds,0
1501359,1048147,3800,20050095,OLB,1.0,-9,in bounds,0
1501360,1048195,810,20000479,DE,1.0,-8,in bounds,0
1501361,1048196,810,20000479,DE,1.0,-5,in bounds,0
1501362,1048229,810,20030014,DL,1.0,-8,in bounds,0
1501363,1048245,2510,19940427,DT,1.0,-9,in bounds,0
1501364,1048303,2510,20030176,DE,1.0,-6,in bounds,0
1501365,1048345,2250,19980482,DE,1.0,-7,in bounds,0
1501366,1048428,2250,19990036,LB,1.0,-7,in bounds,0
1501367,1048432,2510,19990009,LB,0.5,-3,in bounds,0
1501368,1048476,2510,20030176,DE,1.0,-4,in bounds,0
1501369,1048514,2310,20040126,DE,1.0,-6,in bounds,0
1501370,1048553,2310,20040093,LB,1.0,-6,in bounds,0
1501371,1048601,2310,20050499,DT,1.0,-2,in bounds,0
1501372,1048663,2510,20030012,DT,1.0,-6,in bounds,0
1501373,1048667,2510,20010020,S,1.0,-6,in bounds,0
1501374,1048698,2510,19970065,LB,1.0,-4,in bounds,0
1501375,1048734,3300,19950432,DE,0.5,-9,in bounds,0
1501376,1048739,2510,20010020,S,1.0,-1,in bounds,0
1501377,1048852,2510,19980065,DE,1.0,0,in bounds,0
1501378,1048872,2510,19990506,CB,1.0,-11,in bounds,0
1501379,1048890,2510,20040091,DL,1.0,-5,in bounds,0
1501380,1048980,2510,19980065,DE,1.0,-5,in bounds,0
1501381,1049029,2510,20010020,S,0.5,-8,in bounds,0
1501382,1049074,4600,20050098,LB,1.0,-5,in bounds,0
1501383,1049092,2510,19940427,DT,1.0,-5,in bounds,0
1501384,1049104,4600,20020146,DT,0.5,-7,in bounds,0
1501385,1049112,4600,20020146,DT,1.0,-7,in bounds,0
1501386,1049137,2510,19990506,CB,1.0,-3,in bounds,0
1501387,1049162,4600,19980483,DT,1.0,-8,in bounds,0
1501388,1049170,2510,19940427,DT,1.0,-1,in bounds,0
1501389,1049195,4500,20010007,LB,1.0,-9,in bounds,0
1501390,1049200,2510,20010012,DT,1.0,-4,in bounds,0
1501391,1049227,2510,20040091,DL,1.0,-3,in bounds,0
1501392,1049240,2510,20040091,DL,0.5,-4,in bounds,0
1501393,1049294,2510,19980065,DE,1.0,-7,in bounds,0
1501394,1049335,2100,20010034,DE,1.0,-6,in bounds,0
1501395,1049337,2100,20040071,DT,1.0,-6,in bounds,0
1501396,1049359,2100,20040042,DE,1.0,-12,in bounds,0
1501397,1049396,2510,20030176,DE,1.0,-8,in bounds,0
1501398,1049437,2100,20010034,DE,1.0,-9,in bounds,0
1501399,1049467,2510,19980065,DE,1.0,-5,in bounds,0
1501400,1049500,5110,20000059,LB,1.0,-10,in bounds,0
1501401,1049511,5110,19990110,DB,1.0,-3,in bounds,0
1501402,1049570,5110,20040005,S,1.0,-8,in bounds,0
1501403,1049694,4900,19960003,DE,1.0,-7,in bounds,0
1501404,1049724,200,19990030,DE,1.0,-4,in bounds,0
1501405,1049733,4900,19950028,LB,1.0,-1,in bounds,0
1501406,1049757,200,19990153,DT,1.0,-11,in bounds,0
1501407,1049761,4900,19990113,S,1.0,-16,in bounds,0
1501408,1049814,4900,19960003,DE,1.0,-10,in bounds,0
1501409,1049863,610,19960036,S,1.0,-9,in bounds,0
1501410,1049888,4900,19940405,LB,1.0,-4,in bounds,0
1501411,1049968,4900,19960003,DE,1.0,-8,in bounds,0
1501412,1049994,750,20020002,DE,1.0,0,in bounds,0
1501413,1050018,4900,20030064,DE,1.0,-6,in bounds,0
1501414,1050044,750,20020002,DE,1.0,-4,in bounds,0
1501415,1050052,750,20020002,DE,1.0,-8,in bounds,0
1501416,1050073,750,19990038,DE,1.0,-9,in bounds,0
1501417,1050080,750,19990038,DE,1.0,-2,in bounds,0
1501418,1050082,750,19970401,DE,1.0,-10,in bounds,0
1501419,1050144,810,20020104,DE,1.0,-8,in bounds,0
1501420,1050158,4900,20010183,DT,1.0,-10,in bounds,0
1501421,1050186,4900,19960003,DE,1.0,-3,in bounds,0
1501422,1050222,810,20020104,DE,1.0,-8,in bounds,0
1501423,1050251,810,20000479,DE,1.0,-9,in bounds,0
1501424,1050288,810,20000479,DE,1.0,-9,in bounds,0
1501425,1050305,1540,20020035,DE,1.0,-3,in bounds,0
1501426,1050306,1540,19990070,DE,1.0,-12,in bounds,0
1501427,1050329,1540,20020035,DE,1.0,-3,in bounds,0
1501428,1050380,4900,19970066,CB,1.0,0,in bounds,0
1501429,1050396,4900,19960003,DE,1.0,-2,in bounds,0
1501430,1050557,2120,20050016,DE,1.0,-5,in bounds,0
1501431,1050565,2120,20030482,LB,1.0,-3,in bounds,0
1501432,1050580,2120,20050227,LB,1.0,-7,in bounds,0
1501433,1050593,4900,20040685,DT,0.5,-6,in bounds,0
1501434,1050668,2250,20000241,DT,1.0,-7,in bounds,0
1501435,1050669,2250,20000241,DT,1.0,-4,in bounds,0
1501436,1050734,2250,20050194,LB,1.0,-5,in bounds,0
1501437,1050804,2700,19950006,DE,1.0,-3,in bounds,0
1501438,1050838,2700,19960154,LB,1.0,-10,in bounds,0
1501439,1050883,4900,19980083,DE,1.0,-7,in bounds,0
1501440,1050909,4900,19960003,DE,1.0,-8,in bounds,0
1501441,1050912,2700,20030213,S,1.0,-14,in bounds,0
1501442,1050916,4900,19950028,LB,1.0,-3,in bounds,0
1501443,1050917,4900,20030064,DE,1.0,-6,in bounds,0
1501444,1051021,3300,19960047,CB,1.0,-7,in bounds,0
1501445,1051038,4900,19960003,DE,1.0,-1,in bounds,0
1501446,1051074,4900,19960003,DE,1.0,-12,in bounds,0
1501447,1051084,4900,20030064,DE,1.0,-12,in bounds,0
1501448,1051089,4900,19980083,DE,1.0,-5,in bounds,0
1501449,1051119,4900,19960003,DE,1.0,-6,in bounds,0
1501450,1051142,4900,19960003,DE,1.0,-16,in bounds,0
1501451,1051255,5110,20010505,DL,1.0,-8,in bounds,0
1501452,1051297,5110,19960099,DL,1.0,-13,in bounds,0
1501453,1051320,5110,19970224,S,1.0,-9,in bounds,0
1501454,1051326,4900,20010183,DT,1.0,-5,in bounds,0
1501455,1051357,4900,19960003,DE,1.0,-11,in bounds,0
1501456,1051449,2100,20010034,DE,1.0,-8,in bounds,0
1501457,1051450,2100,20000030,LB,1.0,-8,in bounds,0
1501458,1051461,2100,20000128,LB,1.0,-4,in bounds,0
1501459,1051522,2100,20040071,DT,0.5,-9,in bounds,0
1501460,1051530,325,20040153,LB,1.0,-2,in bounds,0
1501461,1051558,2100,20010034,DE,1.0,-4,in bounds,0
1501462,1051561,2100,20010034,DE,1.0,-11,in bounds,0
1501463,1051647,2100,20020015,DT,1.0,-4,in bounds,0
1501464,1051734,2100,20040057,DE,1.0,-8,in bounds,0
1501465,1051788,1800,20030686,DT,1.0,-10,in bounds,0
1501466,1051792,2100,20040057,DE,1.0,-10,in bounds,0
1501467,1051817,2100,20050108,S,1.0,-9,in bounds,0
1501468,1051900,2100,20000030,LB,1.0,-9,in bounds,0
1501469,1051909,2100,20000128,LB,0.5,0,in bounds,0
1501470,1051922,2100,20020015,DT,1.0,-7,in bounds,0
1501471,1051944,2100,20040042,DE,0.5,-4,in bounds,0
1501472,1051948,2100,20010034,DE,1.0,-6,in bounds,0
1501473,1052000,2100,20010034,DE,1.0,-8,in bounds,0
1501474,1052128,2200,20030138,DE,1.0,-6,in bounds,0
1501475,1052167,2200,20040686,DE,1.0,-10,in bounds,0
1501476,1052216,2250,20040039,LB,1.0,-6,in bounds,0
1501477,1052234,2250,20000241,DT,1.0,-3,in bounds,0
1501478,1052237,2250,19980482,DE,1.0,-8,in bounds,0
1501479,1052259,2100,20040042,DE,0.5,-1,in bounds,0
1501480,1052290,2100,20010034,DE,1.0,-11,in bounds,0
1501481,1052413,2100,20040042,DE,0.5,-1,in bounds,0
1501482,1052415,2520,20000245,LB,1.0,-4,in bounds,0
1501483,1052425,2520,19950012,DT,1.0,-7,in bounds,0
1501484,1052438,2520,19950012,DT,1.0,-5,in bounds,0
1501485,1052465,2520,20030032,LB,1.0,-11,in bounds,0
1501486,1052471,2100,20030126,DT,1.0,-5,in bounds,0
1501487,1052508,2520,19950012,DT,1.0,-10,in bounds,0
1501488,1052516,2520,19970198,DT,1.0,-6,in bounds,0
1501489,1052620,2100,20040042,DE,1.0,-9,in bounds,0
1501490,1052685,2100,20010034,DE,1.0,-4,in bounds,0
1501491,1052859,2100,20010034,DE,1.0,-1,in bounds,0
1501492,1052920,4900,20030128,DE,1.0,-11,in bounds,0
1501493,1052927,2100,20010034,DE,1.0,0,in bounds,0
1501494,1052950,4900,20050178,DT,1.0,0,in bounds,0
1501495,1052972,2100,20020133,LB,1.0,-8,in bounds,0
1501496,1053013,4900,20040481,DE,1.0,0,in bounds,0
1501497,1053054,810,20000479,DE,1.0,-5,in bounds,0
1501498,1053074,810,20030068,LB,1.0,-3,in bounds,0
1501499,1053144,810,20000009,LB,1.0,-8,in bounds,0
1501500,1053159,5110,20010505,DL,1.0,-10,in bounds,0
1501501,1053172,5110,20000042,DT,1.0,-5,in bounds,0
1501502,1053190,920,20050048,LB,1.0,-7,in bounds,0
1501503,1053258,920,19990052,DT,0.5,-8,in bounds,0
1501504,1053325,920,20050233,DE,1.0,-6,in bounds,0
1501505,1053335,5110,20050727,DL,1.0,0,in bounds,0
1501506,1053369,5110,20000059,LB,1.0,-4,in bounds,0
1501507,1053427,5110,19960099,DL,1.0,-6,in bounds,0
1501508,1053429,5110,20000059,LB,1.0,-17,in bounds,0
1501509,1053439,5110,19960099,DL,1.0,-3,in bounds,0
1501510,1053440,5110,19970021,DL,0.5,-6,in bounds,0
1501511,1053451,5110,19960099,DL,1.0,-3,in bounds,0
1501512,1053475,5110,19960099,DL,1.0,-7,in bounds,0
1501513,1053584,3410,20020152,LB,1.0,-9,in bounds,0
1501514,1053611,5110,19960099,DL,1.0,-11,in bounds,0
1501515,1053755,2520,20010063,DE,1.0,-9,in bounds,0
1501516,1053770,5110,20030589,LB,1.0,-3,in bounds,0
1501517,1053825,2520,20010063,DE,1.0,-8,in bounds,0
1501518,1053844,3700,19990016,DE,1.0,-2,in bounds,0
1501519,1053904,3700,20050146,LB/DE,1.0,-7,in bounds,0
1501520,1053907,5110,19960099,DL,1.0,-7,in bounds,0
1501521,1053946,5110,20000059,LB,1.0,-6,in bounds,0
1501522,1054116,5110,19970224,S,1.0,-5,in bounds,0
1501523,1054150,5110,20000059,LB,1.0,-7,in bounds,0
1501524,1054152,5110,20000059,LB,0.5,-9,in bounds,0
1501525,1054224,5110,19960099,DL,1.0,-4,in bounds,0
1501526,1054236,4400,19980075,LB,1.0,-3,in bounds,0
1501527,1054294,4400,20040098,LB,1.0,0,in bounds,0
1501528,1054329,4600,20040053,S,1.0,-8,in bounds,0
1501529,1054343,4600,20050045,LB,1.0,-7,in bounds,0
1501530,1054402,5110,19990418,LB,1.0,-7,in bounds,0
1501531,1054506,4500,20020427,LB,1.0,-7,in bounds,0
1501532,1054546,5110,20000042,DT,1.0,-4,in bounds,0
1501533,1054559,5110,20000059,LB,1.0,-7,in bounds,0
1501534,1054598,5110,19990418,LB,1.0,-11,in bounds,0
1505001,1000555,2250,20020089,LB,0.5,-7,in bounds,0
1505002,1000895,4600,19980483,DT,0.5,-5,in bounds,0
1505003,1001006,4600,19990248,DE,0.5,-8,in bounds,0
1505004,1001308,2510,19980065,DE,0.5,-9,in bounds,0
1505005,1001407,3800,20040064,DT,0.5,0,in bounds,0
1505006,1002051,200,20050059,DT,0.5,-12,in bounds,0
1505007,1002239,200,20040534,DE,0.5,-10,in bounds,0
1505008,1002550,3200,20020126,DL,0.5,-2,in bounds,0
1505009,1002880,3430,20020022,DE,0.5,-4,in bounds,0
1505010,1003037,3700,20000071,DT,0.5,-10,in bounds,0
1505011,1003463,325,19990173,DT,0.5,-7,in bounds,0
1505012,1003654,325,19990173,DT,0.5,-5,in bounds,0
1505013,1004402,325,19990173,DT,0.5,-8,in bounds,0
1505014,1004501,325,20030010,LB,0.5,-7,in bounds,0
1505015,1005281,200,19990030,DE,0.5,-16,in bounds,0
1505016,1005901,610,20030685,DT,0.5,-3,in bounds,0
1505017,1005915,1800,20050584,DT,0.5,-4,in bounds,0
1505018,1006788,750,20020073,LB,0.5,-6,in bounds,0
1505019,1006857,750,19970056,S,0.5,-6,in bounds,0
1505020,1007427,3200,20040021,DL,0.5,-8,in bounds,0
1505021,1007702,750,19990038,DE,0.5,-5,in bounds,0
1505022,1007903,3900,20040715,LB,0.5,-3,in bounds,0
1505023,1008289,5110,20030155,DL,0.5,-8,in bounds,0
1505024,1008607,810,20000253,DT,0.5,-8,in bounds,0
1505025,1009809,3000,20030009,DT,0.5,-6,in bounds,0
1505026,1009860,3000,20040088,DE,0.5,-5,in bounds,0
1505027,1010510,920,20010004,DE,0.5,-4,in bounds,0
1505028,1010916,2200,20030481,LB,0.5,0,in bounds,0
1505029,1011100,920,20050017,LB,0.5,-6,in bounds,0
1505030,1011563,3200,20040505,LB,0.5,-8,in bounds,0
1505031,1011801,3900,20030016,S,0.5,-5,in bounds,0
1505032,1011832,3900,20000137,LB,0.5,-9,in bounds,0
1505033,1011943,325,20020209,S,0.5,-8,in bounds,0
1505034,1013506,1200,20030103,LB,0.5,-1,in bounds,0
1505035,1014061,1200,19970128,LB,0.5,-9,in bounds,0
1505036,1014700,1200,20050224,DE,0.5,-11,in bounds,0
1505037,1014916,2510,20030043,LB,0.5,-9,in bounds,0
1505038,1015020,1200,20050020,DE,0.5,-11,in bounds,0
1505039,1015680,3200,19940004,LB,0.5,-8,in bounds,0
1505040,1015887,3200,20020126,DL,0.5,-7,in bounds,0
1505041,1015913,3200,20040021,DL,0.5,0,in bounds,0
1505042,1016528,1400,19970028,DE,0.5,-7,in bounds,0
1505043,1016787,4500,20040420,WR,0.5,-8,in bounds,0
1505044,1017323,200,19980012,LB,0.5,-11,in bounds,0
1505045,1017340,200,19990153,DT,0.5,0,in bounds,0
1505046,1017662,1540,20010061,DT,0.5,-10,in bounds,0
1505047,1018255,1800,20000149,DE,0.5,-8,in bounds,0
1505048,1018605,2510,20010012,DT,0.5,-2,in bounds,0
1505049,1018610,1540,19990070,DE,0.5,-8,in bounds,0
1505050,1019266,1800,20000149,DE,0.5,-1,in bounds,0
1505051,1020025,4600,20050098,LB,0.5,0,in bounds,0
1505052,1020714,2120,20000491,DE,0.5,-3,in bounds,0
1505053,1020826,2200,19990058,DT,0.5,-8,in bounds,0
1505054,1021377,2120,20040200,LB,0.5,-10,in bounds,0
1505055,1021707,2120,20000197,DE,0.5,-7,in bounds,0
1505056,1021935,2100,20010034,DE,0.5,-7,in bounds,0
1505057,1021957,2200,20020011,DE,0.5,-7,in bounds,0
1505058,1022978,2200,20020011,DE,0.5,-10,in bounds,0
1505059,1023198,3900,19970008,LB,0.5,-10,in bounds,0
1505060,1023217,4400,20050012,LB,0.5,-7,in bounds,0
1505061,1023230,4400,20050012,LB,0.5,-7,in bounds,0
1505062,1023984,325,20020542,LB,0.5,-6,in bounds,0
1505063,1024211,2250,20010087,DE,0.5,-8,in bounds,0
1505064,1024696,2700,19910061,DT,0.5,-9,in bounds,0
1505065,1024939,2250,20040249,DE,0.5,-8,in bounds,0
1505066,1025053,4500,20030057,DT,0.5,-14,in bounds,0
1505067,1026671,2310,20030189,DE,0.5,-2,in bounds,0
1505068,1028173,2310,20040510,CB,0.5,-4,in bounds,0
1505069,1028654,2700,20000442,CB,0.5,-5,in bounds,0
1505070,1028785,2100,20040042,DE,0.5,-7,in bounds,0
1505071,1029420,1800,19970193,DT,0.5,-3,in bounds,0
1505072,1029435,1800,19970193,DT,0.5,-4,in bounds,0
1505073,1029813,3300,20000033,DE,0.5,-2,in bounds,0
1505074,1029829,3000,19990119,LB,0.5,-6,in bounds,0
1505075,1030008,3900,19940162,DE,0.5,-4,in bounds,0
1505076,1030675,610,20020139,DT,0.5,-7,in bounds,0
1505077,1031040,3200,20010006,DL,0.5,-7,in bounds,0
1505078,1031102,3200,20030013,DL,0.5,-4,in bounds,0
1505079,1031369,3200,20040505,LB,0.5,-6,in bounds,0
1505080,1031490,3300,20040018,DE,0.5,-8,in bounds,0
1505081,1031738,3430,20020022,DE,0.5,-9,in bounds,0
1505082,1034066,3410,20010483,LB,0.5,-10,in bounds,0
1505083,1034337,750,20050649,LB,0.5,-10,in bounds,0
1505084,1035068,3000,19970436,DT,0.5,0,in bounds,0
1505085,1035375,3700,20050031,DT,0.5,-8,in bounds,0
1505086,1036797,3430,20040012,LB,0.5,-4,in bounds,0
1505087,1036816,3200,19940004,LB,0.5,-4,in bounds,0
1505088,1037132,3430,20010554,DL,0.5,-9,in bounds,0
1505089,1037319,3430,20030004,DT,0.5,-11,in bounds,0
1505090,1037337,3430,20030713,LB,0.5,-7,in bounds,0
1505091,1037978,1200,20030251,LB,0.5,-1,in bounds,0
1505092,1038058,1200,20050132,DE,0.5,-5,in bounds,0
1505093,1038482,2520,20010143,S,0.5,-4,in bounds,0
1505094,1039172,920,19970459,DT,0.5,-11,in bounds,0
1505095,1039679,3410,20000055,DT,0.5,-5,in bounds,0
1505096,1039884,3700,20050247,DT,0.5,-1,in bounds,0
1505097,1040389,4600,20040189,DT,0.5,0,in bounds,0
1505098,1040461,4600,20050098,LB,0.5,-1,in bounds,0
1505099,1040896,325,20030010,LB,0.5,-12,in bounds,0
1505100,1042238,3900,20020242,DE,0.5,-5,in bounds,0
1505101,1042831,1200,19980008,DE,0.5,-13,in bounds,0
1505102,1043125,4400,20050028,DT/DE,0.5,-5,in bounds,0
1505103,1043860,4400,19980075,LB,0.5,-9,in bounds,0
1505104,1044796,4600,19980483,DT,0.5,-7,in bounds,0
1505105,1045400,2200,20040686,DE,0.5,-4,in bounds,0
1505106,1045882,4500,19950181,DE,0.5,-6,in bounds,0
1505107,1047572,4500,20010007,LB,0.5,-9,in bounds,0
1505108,1048432,2510,20010029,DT,0.5,-3,in bounds,0
1505109,1048734,3300,20020025,DE,0.5,-9,in bounds,0
1505110,1049029,2510,19980065,DE,0.5,-8,in bounds,0
1505111,1049104,4600,20040189,DT,0.5,-7,in bounds,0
1505112,1049240,2510,19940427,DT,0.5,-4,in bounds,0
1505113,1050593,4900,20030089,DE,0.5,-6,in bounds,0
1505114,1051522,2100,20040042,DE,0.5,-9,in bounds,0
1505115,1051909,2100,20000030,LB,0.5,0,in bounds,0
1505116,1051944,2100,20000030,LB,0.5,-4,in bounds,0
1505117,1052259,2100,20040230,DT,0.5,-1,in bounds,0
1505118,1052413,2100,20040124,CB,0.5,-1,in bounds,0
1505119,1053258,920,19970459,DT,0.5,-8,in bounds,0
1505120,1053440,5110,19980107,DL,0.5,-6,in bounds,0
1505121,1054152,5110,20020525,DB,0.5,-9,in bounds,0
2500001,2000061,3800,19970086,DE,1.0,-7,in bounds,0
2500002,2000075,3800,20010064,SS,1.0,-7,in bounds,0
2500003,2000122,810,20060159,DE,1.0,-12,in bounds,0
2500004,2000200,1200,20050011,LB,1.0,-7,in bounds,0
2500005,2000390,1400,20060126,DE,1.0,-5,in bounds,0
2500006,2000443,1400,20010157,LB,1.0,-9,in bounds,0
2500007,2000478,3800,20050618,DE,1.0,-3,in bounds,0
2500008,2000521,1400,19990020,DE,1.0,-10,in bounds,0
2500009,2000600,1400,20010003,DT,1.0,-5,in bounds,0
2500010,2000605,1400,20000035,DE,1.0,-4,in bounds,0
2500011,2000637,3800,19990089,DE,1.0,-5,in bounds,0
2500012,2000698,1540,20030066,DE,1.0,-5,in bounds,0
2500013,2000739,3800,19970086,DE,1.0,-14,in bounds,0
2500014,2000768,3800,19970086,DE,1.0,-6,in bounds,0
2500015,2000782,3800,19990089,DE,1.0,-9,in bounds,0
2500016,2000800,3800,20010184,DT,1.0,-6,in bounds,0
2500017,2000842,3800,20010064,SS,1.0,-9,in bounds,0
2500018,2000860,2310,20060020,DE,1.0,-10,in bounds,0
2500019,2000872,2310,20040126,DE,1.0,-5,in bounds,0
2500020,2000873,2310,20010076,DT,1.0,-8,in bounds,0
2500021,2000892,3800,20040033,OLB,1.0,-9,in bounds,0
2500022,2000897,3800,20040033,OLB,1.0,-8,in bounds,0
2500023,2000966,2310,20010039,LB,1.0,-8,in bounds,0
2500024,2000995,3800,19970086,DE,1.0,-10,in bounds,0
2500025,2001082,3900,20040127,LB,1.0,-8,in bounds,0
2500026,2001145,3800,20040064,DT,1.0,-3,in bounds,0
2500027,2001206,3800,20040135,DE,1.0,-4,in bounds,0
2500028,2001292,3800,19990089,DE,1.0,-8,in bounds,0
2500029,2001344,4500,20020427,LB,1.0,-6,in bounds,0
2500030,2001394,3800,20030070,MLB,1.0,-2,in bounds,0
2500031,2001403,4500,19960013,CB,1.0,-6,in bounds,0
2500032,2001433,4500,19940007,DE,1.0,-6,in bounds,0
2500033,2001490,3800,20000072,DT,1.0,-8,in bounds,0
2500034,2001572,2510,20030176,DE,0.5,-10,in bounds,0
2500035,2001629,3800,19990089,DE,1.0,-7,in bounds,0
2500036,2001634,200,19990030,DE,1.0,-7,in bounds,0
2500037,2001654,3800,20040135,DE,1.0,-3,in bounds,0
2500038,2001660,200,19990030,DE,1.0,-10,in bounds,0
2500039,2001736,200,20050160,LB,1.0,0,in bounds,0
2500040,2001748,200,19990030,DE,0.5,-4,in bounds,0
2500041,2001805,750,20020002,DE,1.0,0,in bounds,0
2500042,2001816,200,19960036,S,1.0,-5,in bounds,0
2500043,2001848,750,19980157,LB,0.5,-4,in bounds,0
2500044,2001863,200,20050160,LB,1.0,-8,in bounds,0
2500045,2001869,750,20020002,DE,1.0,-11,in bounds,0
2500046,2001878,200,19990153,DT,1.0,-8,in bounds,0
2500047,2001925,200,20060403,DT,1.0,-5,in bounds,0
2500048,2001987,200,20060400,DE,1.0,0,in bounds,0
2500049,2001992,200,20050160,LB,1.0,0,in bounds,0
2500050,2002015,200,19990153,DT,1.0,-7,in bounds,0
2500051,2002023,200,20020220,DE,1.0,-8,in bounds,0
2500052,2002026,1050,20060013,LB,1.0,-3,in bounds,0
2500053,2002073,200,19990153,DT,1.0,-2,in bounds,0
2500054,2002103,1200,20060092,DE,1.0,-12,in bounds,0
2500055,2002138,1200,20020147,DE,1.0,-3,in bounds,0
2500056,2002146,200,19990153,DT,1.0,-12,in bounds,0
2500057,2002164,200,20040101,LB,1.0,-6,in bounds,0
2500058,2002169,1200,20050011,LB,0.5,-2,in bounds,0
2500059,2002186,1200,20060018,LB,1.0,-4,in bounds,0
2500060,2002246,200,20020220,DE,1.0,-15,in bounds,0
2500061,2002257,2250,20060479,DT,1.0,-7,in bounds,0
2500062,2002286,2250,20060160,LB,1.0,-4,in bounds,0
2500063,2002374,3200,19970091,LB,1.0,-7,in bounds,0
2500064,2002400,200,20000013,DE,1.0,-8,in bounds,0
2500065,2002427,3200,20060585,LB,1.0,-11,in bounds,0
2500066,2002443,3200,20030239,LB,1.0,-5,in bounds,0
2500067,2002606,3300,20040018,DE,1.0,-10,in bounds,0
2500068,2002619,3300,20040018,DE,1.0,-10,in bounds,0
2500069,2002657,200,19980012,LB,1.0,-9,in bounds,0
