kickId,playId,teamId,playerId,kickPosition,kickType,kickOutcome,kickInside20,kickOnside,kickOwnRecovery,kickLength,kickReturnYds,kickNetYds,kickReturnTd,kickNull
4304831,4028341,810,19970095,P,punt,out of bounds,0,0,0,29.0,0,29.0,0,0
4304832,4028345,3000,20050483,P,punt,fair catch,1,0,0,37.0,0,37.0,0,0
4304833,4028350,810,19970095,P,punt,returned,1,0,0,46.0,-1,47.0,0,0
4304834,4028354,3000,20050483,P,punt,returned,0,0,0,36.0,-1,37.0,0,0
4304835,4028363,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304836,4028364,3000,19970457,K,kickoff,returned,0,0,0,56.0,25,31.0,0,0
4304837,4028372,3000,19970457,K,field goal,good,0,0,0,27.0,0,0.0,0,0
4304838,4028373,3000,19970457,K,kickoff,returned,0,0,0,72.0,28,44.0,0,0
4304839,4028377,810,19970095,P,punt,fair catch,0,0,0,46.0,0,46.0,0,0
4304840,4028381,3000,20050483,P,punt,returned,0,0,0,53.0,17,36.0,0,0
4304841,4028383,1540,19920056,K,kickoff,returned,0,0,0,56.0,7,49.0,0,0
4304842,4028389,3000,20050483,P,punt,downed,1,0,0,55.0,0,55.0,0,0
4304843,4028393,1540,20010120,P,punt,returned,0,0,0,43.0,0,43.0,0,0
4304844,4028400,3000,20050483,P,punt,touchback,0,0,0,39.0,0,39.0,0,0
4304845,4028404,1540,20010120,P,punt,returned,0,0,0,49.0,5,44.0,0,0
4304846,4028419,1540,20010120,P,kickoff,returned,0,0,0,68.0,42,26.0,0,0
4304847,4028423,3000,20050483,P,punt,touchback,0,0,0,53.0,0,53.0,0,0
4304848,4028427,1540,20010120,P,punt,downed,0,0,0,52.0,0,52.0,0,0
4304849,4028431,3000,20050483,P,punt,returned,0,0,0,54.0,0,54.0,0,0
4304850,4028437,1540,20010120,P,punt,fair catch,1,0,0,48.0,0,48.0,0,0
4304851,4028444,3000,20050483,P,punt,returned,0,0,0,46.0,5,41.0,0,0
4304852,4028450,1540,19920056,K,field goal,good,0,0,0,40.0,0,0.0,0,0
4304853,4028451,1540,19920056,K,kickoff,returned,1,0,0,70.0,17,53.0,0,0
4304854,4028457,3000,20050483,P,punt,touchback,0,0,0,54.0,0,54.0,0,0
4304855,4028459,3000,19970457,K,kickoff,returned,0,0,0,55.0,16,39.0,0,0
4304856,4028471,1540,19920056,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304857,4028472,1540,19920056,K,kickoff,returned,0,0,0,72.0,27,45.0,0,0
4304858,4028481,1540,20010120,P,punt,fair catch,1,0,0,30.0,0,30.0,0,0
4304859,4028483,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304860,4028484,3000,19970457,K,kickoff,returned,0,0,0,65.0,15,50.0,0,0
4304861,4028488,1540,20010120,P,punt,returned,0,0,0,53.0,0,53.0,0,0
4304862,4028492,3000,20050483,P,punt,returned,0,0,0,60.0,13,47.0,0,0
4304863,4028497,1540,20010120,P,punt,fair catch,1,0,0,42.0,0,42.0,0,0
4304864,4028511,3000,19970457,K,field goal,blocked,0,0,0,38.0,0,38.0,0,0
4304865,4028516,1540,20010120,P,punt,out of bounds,1,0,0,37.0,0,37.0,0,0
4304866,4028520,3000,20050483,P,punt,returned,0,0,0,53.0,7,46.0,0,0
4304867,4028524,1540,20010120,P,punt,touchback,0,0,0,58.0,0,58.0,0,0
4304868,4028536,3000,19970457,K,field goal,good,0,0,0,26.0,0,0.0,0,0
4304869,4028537,3000,19970457,K,kickoff,returned,0,0,0,49.0,19,30.0,0,0
4304870,4028539,3000,19970457,K,kickoff,returned,1,0,0,70.0,14,56.0,0,0
4304871,4028543,1800,20030526,P,punt,returned,0,0,0,41.0,20,21.0,0,0
4304872,4028553,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304873,4028554,3000,19970457,K,kickoff,returned,0,0,0,66.0,21,45.0,0,0
4304874,4028558,1800,20030526,P,punt,out of bounds,0,0,0,39.0,0,39.0,0,0
4304875,4028566,1800,20070193,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304876,4028567,1800,20070193,K,kickoff,returned,0,0,0,66.0,17,49.0,0,0
4304877,4028582,3000,19970457,K,field goal,good,0,0,0,54.0,0,0.0,0,0
4304878,4028583,3000,19970457,K,kickoff,returned,0,0,0,63.0,13,50.0,0,0
4304879,4028587,1800,20030526,P,kickoff,returned,0,0,0,60.0,19,41.0,0,0
4304880,4028591,3000,20050483,P,punt,returned,1,0,0,59.0,10,49.0,0,0
4304881,4028599,1800,20030526,P,punt,returned,1,0,0,42.0,-1,43.0,0,0
4304882,4028607,3000,20050483,P,punt,out of bounds,1,0,0,46.0,0,46.0,0,0
4304883,4028611,1800,20030526,P,punt,out of bounds,0,0,0,42.0,0,42.0,0,0
4304884,4028615,3000,20050483,P,punt,fair catch,1,0,0,51.0,0,51.0,0,0
4304885,4028618,1800,20030526,P,kickoff,returned,0,0,0,53.0,22,31.0,0,0
4304886,4028625,1800,20070193,K,field goal,good,0,0,0,47.0,0,0.0,0,0
4304887,4028626,1800,20070193,K,kickoff,returned,0,0,0,65.0,18,47.0,0,0
4304888,4028635,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304889,4028636,3000,19970457,K,kickoff,returned,1,0,0,67.0,14,53.0,0,0
4304890,4028641,1800,20030526,P,punt,returned,0,0,0,37.0,10,27.0,0,0
4304891,4028645,3000,19970457,K,field goal,missed,0,0,0,47.0,0,47.0,0,0
4304892,4028649,1800,20030526,P,punt,returned,0,0,0,40.0,7,33.0,0,0
4304893,4028651,1800,20070193,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304894,4028652,1800,20070193,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4304895,4028657,3000,20050483,P,punt,returned,0,0,0,43.0,65,22.0,1,0
4304896,4028658,1800,20070193,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304897,4028659,1800,20070193,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4304898,4028666,3000,20050483,P,punt,fair catch,1,0,0,35.0,0,35.0,0,0
4304899,4028676,1800,20030526,P,punt,fair catch,1,0,0,40.0,0,40.0,0,0
4304900,4028689,1800,20070193,K,field goal,good,0,0,0,40.0,0,0.0,0,0
4304901,4028690,1800,20070193,K,kickoff,returned,0,0,0,59.0,20,39.0,0,0
4304902,4028698,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304903,4028699,3000,19970457,K,kickoff,returned,0,0,0,60.0,31,29.0,0,0
4304904,4028704,1800,20070193,K,field goal,missed,0,0,0,52.0,0,52.0,0,0
4304905,4028706,2120,19990228,PK,kickoff,returned,0,0,0,66.0,30,36.0,0,0
4304906,4028711,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304907,4028712,3000,19970457,K,kickoff,returned,0,0,0,67.0,23,44.0,0,0
4304908,4028719,2120,19930426,P,punt,returned,0,0,0,42.0,6,36.0,0,0
4304909,4028723,2120,19990228,PK,xp,good,0,0,0,19.0,0,0.0,0,0
4304910,4028724,2120,19990228,PK,kickoff,returned,0,0,0,55.0,14,41.0,0,0
4304911,4028728,3000,20050483,P,punt,returned,1,0,0,56.0,1,55.0,0,0
4304912,4028734,2120,19930426,P,punt,returned,0,0,0,34.0,-1,35.0,0,0
4304913,4028748,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304914,4028749,3000,19970457,K,kickoff,returned,0,0,0,65.0,16,49.0,0,0
4304915,4028760,3000,20050483,P,punt,downed,0,0,0,57.0,0,57.0,0,0
4304916,4028766,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304917,4028767,3000,19970457,K,kickoff,returned,0,0,0,60.0,11,49.0,0,0
4304918,4028773,2120,19930426,P,punt,touchback,0,0,0,55.0,0,55.0,0,0
4304919,4028781,3000,20050483,P,punt,out of bounds,1,0,0,47.0,0,47.0,0,0
4304920,4028785,3000,19970457,K,kickoff,returned,0,0,0,62.0,20,42.0,0,0
4304921,4028796,2120,19990228,PK,xp,good,0,0,0,19.0,0,0.0,0,0
4304922,4028797,2120,19990228,PK,kickoff,returned,1,0,0,72.0,9,63.0,0,0
4304923,4028804,3000,20050483,P,punt,returned,0,0,0,49.0,-2,51.0,0,0
4304924,4028817,3000,20050483,P,punt,fair catch,1,0,0,27.0,0,27.0,0,0
4304925,4028827,2120,19930426,P,punt,fair catch,1,0,0,30.0,0,30.0,0,0
4304926,4028835,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304927,4028836,3000,19970457,K,kickoff,returned,0,0,0,68.0,31,37.0,0,0
4304928,4028849,2120,19990228,PK,xp,good,0,0,0,19.0,0,0.0,0,0
4304929,4028850,2120,19990228,PK,kickoff,onside,0,1,0,11.0,0,11.0,0,0
4304930,4028854,3000,20050483,P,punt,out of bounds,1,0,0,28.0,0,28.0,0,0
4304931,4028861,3000,19970457,K,kickoff,returned,0,0,0,64.0,21,43.0,0,0
4304932,4028872,3000,19970457,K,field goal,good,0,0,0,45.0,0,0.0,0,0
4304933,4028873,3000,19970457,K,kickoff,returned,0,0,0,65.0,27,38.0,0,0
4304934,4028877,2200,19990210,P,punt,downed,0,0,0,42.0,0,42.0,0,0
4304935,4028882,3000,20050483,P,punt,fair catch,1,0,0,33.0,0,33.0,0,0
4304936,4028886,2200,19990210,P,punt,returned,0,0,0,55.0,6,49.0,0,0
4304937,4028894,3000,19970457,K,field goal,good,0,0,0,27.0,0,0.0,0,0
4304938,4028895,3000,19970457,K,kickoff,returned,1,0,0,72.0,20,52.0,0,0
4304939,4028905,2200,19990210,P,punt,fair catch,1,0,0,31.0,0,31.0,0,0
4304940,4028915,3000,20050483,P,punt,downed,1,0,0,37.0,0,37.0,0,0
4304941,4028923,2200,19990210,P,punt,returned,0,0,0,47.0,9,38.0,0,0
4304942,4028927,3000,20050483,P,punt,touchback,0,0,0,45.0,0,45.0,0,0
4304943,4028933,2200,19990210,P,punt,out of bounds,0,0,0,46.0,0,46.0,0,0
4304944,4028936,3000,19970457,K,field goal,good,0,0,0,53.0,0,0.0,0,0
4304945,4028937,2200,19960452,K,kickoff,returned,0,0,0,69.0,37,32.0,0,0
4304946,4028945,3000,19970457,K,field goal,good,0,0,0,46.0,0,0.0,0,0
4304947,4028946,3000,19970457,K,kickoff,returned,1,0,0,71.0,16,55.0,0,0
4304948,4028952,2200,19990210,P,punt,returned,0,0,0,47.0,27,20.0,0,0
4304949,4028960,3000,19970457,K,field goal,good,0,0,0,28.0,0,0.0,0,0
4304950,4028961,3000,19970457,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4304951,4028968,2200,19960452,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304952,4028969,2200,19960452,K,kickoff,returned,0,0,0,71.0,35,36.0,0,0
4304953,4028976,2200,19960452,K,field goal,missed,0,0,0,30.0,0,30.0,0,0
4304954,4028982,3000,20050483,P,punt,out of bounds,0,0,0,46.0,0,46.0,0,0
4304955,4028992,3000,19970457,K,field goal,missed,0,0,0,48.0,0,48.0,0,0
4304956,4028997,2200,19960452,K,kickoff,returned,0,0,0,71.0,21,50.0,0,0
4304957,4029002,3000,20050483,P,punt,returned,0,0,0,43.0,5,38.0,0,0
4304958,4029010,2200,19990210,P,punt,downed,1,0,0,38.0,0,38.0,0,0
4304959,4029014,3000,20050483,P,punt,returned,0,0,0,56.0,25,31.0,0,0
4304960,4029019,2200,19960452,K,field goal,good,0,0,0,47.0,0,0.0,0,0
4304961,4029020,2200,19960452,K,kickoff,returned,0,0,0,46.0,12,34.0,0,0
4304962,4029021,3410,19870400,K,kickoff,returned,0,0,0,64.0,37,27.0,0,0
4304963,4029025,3000,20050483,P,punt,returned,0,0,0,48.0,8,40.0,0,0
4304964,4029032,3410,19880400,P,punt,downed,1,0,0,54.0,0,54.0,0,0
4304965,4029043,3000,20050483,P,punt,returned,1,0,0,51.0,-4,55.0,0,0
4304966,4029047,3410,19880400,P,punt,fair catch,0,0,0,44.0,0,44.0,0,0
4304967,4029055,3000,19970457,K,field goal,good,0,0,0,48.0,0,0.0,0,0
4304968,4029056,3000,19970457,K,kickoff,returned,0,0,0,65.0,20,45.0,0,0
4304969,4029060,3410,19880400,P,punt,returned,0,0,0,54.0,10,44.0,0,0
4304970,4029064,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304971,4029065,3000,19970457,K,kickoff,returned,0,0,0,71.0,58,13.0,0,0
4304972,4029071,3410,19870400,K,field goal,good,0,0,0,51.0,0,0.0,0,0
4304973,4029072,3410,19870400,K,kickoff,returned,0,0,0,66.0,38,28.0,0,0
4304974,4029076,3000,20050483,P,punt,returned,1,0,0,55.0,7,48.0,0,0
4304975,4029091,3410,19870400,K,field goal,good,0,0,0,30.0,0,0.0,0,0
4304976,4029092,3410,19870400,K,kickoff,returned,0,0,0,45.0,8,37.0,0,0
4304977,4029103,3410,19870400,K,field goal,good,0,0,0,42.0,0,0.0,0,0
4304978,4029104,3000,19970457,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4304979,4029116,3410,19870400,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304980,4029117,3410,19870400,K,kickoff,returned,0,0,0,66.0,35,31.0,0,0
4304981,4029123,3000,20050483,P,punt,touchback,0,0,0,36.0,0,36.0,0,0
4304982,4029127,3410,19880400,P,punt,out of bounds,0,0,0,41.0,0,41.0,0,0
4304983,4029144,3410,19870400,K,field goal,good,0,0,0,20.0,0,0.0,0,0
4304984,4029145,3410,19870400,K,kickoff,returned,0,0,0,50.0,14,36.0,0,0
4304985,4029150,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304986,4029151,3000,19970457,K,kickoff,returned,0,0,0,68.0,23,45.0,0,0
4304987,4029161,3410,19870400,K,field goal,missed,0,0,0,48.0,0,48.0,0,0
4304988,4029171,3000,19970457,K,field goal,good,0,0,0,50.0,0,0.0,0,0
4304989,4029172,3000,19970457,K,kickoff,returned,1,0,0,72.0,13,59.0,0,0
4304990,4029179,3700,20060787,P,punt,returned,1,0,0,58.0,1,57.0,0,0
4304991,4029186,3000,20050483,P,punt,returned,0,0,0,60.0,62,-2.0,0,0
4304992,4029190,3700,19970426,K,field goal,good,0,0,0,43.0,0,0.0,0,0
4304993,4029191,3700,19970426,K,kickoff,returned,0,0,0,69.0,21,48.0,0,0
4304994,4029201,3000,20050483,P,punt,out of bounds,0,0,0,17.0,0,17.0,0,0
4304995,4029207,3700,19970426,K,field goal,good,0,0,0,51.0,0,0.0,0,0
4304996,4029208,3700,19970426,K,kickoff,returned,0,0,0,71.0,23,48.0,0,0
4304997,4029219,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4304998,4029220,3000,19970457,K,kickoff,returned,0,0,0,57.0,15,42.0,0,0
4304999,4029229,3700,19970426,K,field goal,good,0,0,0,31.0,0,0.0,0,0
4305000,4029230,3700,19970426,K,kickoff,returned,0,0,0,66.0,25,41.0,0,0
4305001,4029234,3700,19970426,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305002,4029235,3700,19970426,K,kickoff,returned,0,0,0,73.0,24,49.0,0,0
4305003,4029245,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305004,4029246,3000,19970457,K,kickoff,returned,0,0,0,64.0,19,45.0,0,0
4305005,4029254,3000,20050483,P,punt,returned,0,0,0,53.0,13,40.0,0,0
4305006,4029258,3700,19970426,K,kickoff,returned,1,0,0,69.0,14,55.0,0,0
4305007,4029267,3000,20050483,P,punt,returned,1,0,0,47.0,0,47.0,0,0
4305008,4029280,3700,20060787,P,punt,fair catch,1,0,0,33.0,0,33.0,0,0
4305009,4029284,3000,20050483,P,punt,returned,0,0,0,51.0,30,21.0,0,0
4305010,4029290,3000,20050483,P,punt,downed,1,0,0,45.0,0,45.0,0,0
4305011,4029300,3700,20060787,P,punt,out of bounds,1,0,0,35.0,0,35.0,0,0
4305012,4029307,3000,20050483,P,punt,downed,0,0,0,36.0,0,36.0,0,0
4305013,4029309,3700,19970426,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305014,4029310,3700,19970426,K,kickoff,returned,0,0,0,71.0,26,45.0,0,0
4305015,4029314,3000,20050483,P,punt,returned,0,0,0,53.0,4,49.0,0,0
4305016,4029318,3700,20060787,P,punt,downed,1,0,0,51.0,0,51.0,0,0
4305017,4029330,3700,19970426,K,field goal,good,0,0,0,45.0,0,0.0,0,0
4305018,4029331,3700,19970426,K,kickoff,returned,1,0,0,77.0,20,57.0,0,0
4305019,4029341,3000,19970457,K,kickoff,returned,0,0,0,69.0,25,44.0,0,0
4305020,4029345,3900,20050239,P,punt,returned,1,0,0,55.0,-2,57.0,0,0
4305021,4029352,3000,20050483,P,punt,returned,0,0,0,58.0,10,48.0,0,0
4305022,4029362,3000,20050483,P,punt,fair catch,1,0,0,40.0,0,40.0,0,0
4305023,4029368,3900,20050239,P,punt,fair catch,1,0,0,42.0,0,42.0,0,0
4305024,4029372,3000,20050483,P,punt,returned,0,0,0,41.0,1,40.0,0,0
4305025,4029381,3000,19970457,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305026,4029382,3000,19970457,K,kickoff,touchback,0,0,0,55.0,0,50.0,0,0
4305027,4029388,3900,20050239,P,punt,returned,0,0,0,43.0,-1,44.0,0,0
4305028,4029399,3900,20020464,K,field goal,good,0,0,0,35.0,0,0.0,0,0
4305029,4029400,3900,20020464,K,kickoff,returned,0,0,0,68.0,25,43.0,0,0
4305030,4029408,3000,20050483,P,punt,returned,0,0,0,51.0,6,45.0,0,0
4305031,4029413,3900,20050239,P,punt,fair catch,1,0,0,52.0,0,52.0,0,0
4305032,4029421,3900,20020464,K,kickoff,returned,0,0,0,61.0,12,49.0,0,0
4305033,4029433,3000,19970457,K,field goal,good,0,0,0,37.0,0,0.0,0,0
4305034,4029434,3000,20080500,K,kickoff,returned,1,0,0,72.0,21,51.0,0,0
4305035,4029449,3900,20020464,K,field goal,good,0,0,0,43.0,0,0.0,0,0
4305036,4029450,3900,20050239,P,kickoff,returned,0,0,0,68.0,30,38.0,0,0
4305037,4029454,3000,20050483,P,punt,returned,0,0,0,46.0,10,36.0,0,0
4305038,4029468,3900,20020464,K,field goal,good,0,0,0,37.0,0,0.0,0,0
4305039,4029469,3900,20050239,P,kickoff,returned,0,0,0,67.0,19,48.0,0,0
4305040,4029476,3000,20050483,P,punt,returned,0,0,0,54.0,3,51.0,0,0
4305041,4029487,3000,20050483,P,punt,returned,0,0,0,50.0,6,44.0,0,0
4305042,4029500,3900,20020464,K,field goal,good,0,0,0,47.0,0,0.0,0,0
4305043,4029501,3900,20050239,P,kickoff,returned,0,0,0,49.0,11,38.0,0,0
4305044,4029502,3000,20080500,K,kickoff,returned,0,0,0,66.0,20,46.0,0,0
4305045,4029510,4600,19960439,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305046,4029511,4600,20080235,K,kickoff,returned,0,0,0,65.0,23,42.0,0,0
4305047,4029521,4600,19960439,K,field goal,good,0,0,0,21.0,0,0.0,0,0
4305048,4029522,4600,20080235,K,kickoff,returned,0,0,0,72.0,53,19.0,0,0
4305049,4029528,3000,20080500,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305050,4029529,3000,20080500,K,kickoff,returned,0,0,0,63.0,22,41.0,0,0
4305051,4029538,4600,19960439,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305052,4029539,4600,20080235,K,kickoff,returned,0,0,0,67.0,29,38.0,0,0
4305053,4029550,3000,20080500,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305054,4029551,3000,20080500,K,kickoff,touchback,0,0,0,55.0,0,50.0,0,0
4305055,4029555,4600,20050210,P,punt,returned,0,0,0,48.0,5,43.0,0,0
4305056,4029569,4600,20050210,P,punt,returned,0,0,0,46.0,23,23.0,0,0
4305057,4029579,3000,20080500,K,field goal,good,0,0,0,35.0,0,0.0,0,0
4305058,4029580,3000,20080500,K,kickoff,returned,0,0,0,60.0,16,44.0,0,0
4305059,4029582,4600,20080235,K,kickoff,returned,0,0,0,69.0,31,38.0,0,0
4305060,4029591,4600,19960439,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305061,4029592,4600,20080235,K,kickoff,returned,0,0,0,68.0,26,42.0,0,0
4305062,4029598,3000,20050483,P,punt,returned,1,0,0,56.0,8,48.0,0,0
4305063,4029603,4600,20050210,P,punt,returned,0,0,0,34.0,1,33.0,0,0
4305064,4029610,4600,19960439,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305065,4029611,4600,20080235,K,kickoff,returned,0,0,0,66.0,25,41.0,0,0
4305066,4029630,4600,19960439,K,field goal,good,0,0,0,20.0,0,0.0,0,0
4305067,4029631,4600,20080235,K,kickoff,returned,0,0,0,62.0,18,44.0,0,0
4305068,4029635,3000,20050483,P,punt,returned,0,0,0,57.0,20,37.0,0,0
4305069,4029643,4600,20050210,P,punt,downed,1,0,0,29.0,0,29.0,0,0
4305070,4029647,3000,20050483,P,punt,returned,0,0,0,47.0,4,43.0,0,0
4305071,4029669,3200,20060118,K,kickoff,returned,1,0,0,67.0,14,53.0,0,0
4305072,4029673,3800,19970798,P,punt,returned,0,0,0,41.0,28,13.0,0,0
4305073,4029681,3200,20060118,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305074,4029682,3200,20060118,K,kickoff,returned,0,0,0,63.0,28,35.0,0,0
4305075,4029687,3800,19970798,P,punt,returned,0,0,0,36.0,14,22.0,0,0
4305076,4029695,3200,20060118,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305077,4029696,3200,20060118,K,kickoff,returned,0,0,0,64.0,20,44.0,0,0
4305078,4029700,3800,19970798,P,punt,fair catch,0,0,0,36.0,0,36.0,0,0
4305079,4029704,3200,19990460,P,punt,out of bounds,1,0,0,40.0,0,40.0,0,0
4305080,4029708,3800,19970798,P,punt,returned,0,0,0,43.0,2,41.0,0,0
4305081,4029713,3200,20060118,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305082,4029714,3200,20060118,K,kickoff,returned,1,0,0,61.0,10,51.0,0,0
4305083,4029739,3200,20060118,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305084,4029740,3200,20060118,K,kickoff,returned,0,0,0,68.0,22,46.0,0,0
4305085,4029744,3800,19970798,P,punt,out of bounds,0,0,0,32.0,0,32.0,0,0
4305086,4029753,3200,20060118,K,field goal,good,0,0,0,38.0,0,0.0,0,0
4305087,4029754,3200,20060118,K,kickoff,returned,0,0,0,47.0,15,32.0,0,0
4305088,4029755,3800,20000169,K,kickoff,returned,0,0,0,59.0,13,46.0,0,0
4305089,4029757,3200,20060118,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305090,4029758,3200,20060118,K,kickoff,returned,1,0,0,60.0,6,54.0,0,0
4305091,4029762,3800,19970798,P,punt,returned,0,0,0,42.0,0,42.0,0,0
4305092,4029774,3200,20060118,K,field goal,good,0,0,0,35.0,0,0.0,0,0
4305093,4029775,3200,20060118,K,kickoff,returned,1,0,0,66.0,7,59.0,0,0
4305094,4029779,3800,19970798,P,punt,returned,0,0,0,50.0,12,38.0,0,0
4305095,4029790,3200,20060118,K,field goal,good,0,0,0,24.0,0,0.0,0,0
4305096,4029791,3200,20060118,K,kickoff,returned,0,0,0,67.0,18,49.0,0,0
4305097,4029803,3200,20060118,K,field goal,good,0,0,0,30.0,0,0.0,0,0
4305098,4029804,3200,20060118,K,kickoff,returned,0,0,0,59.0,16,43.0,0,0
4305099,4029813,3200,19990460,P,punt,fair catch,1,0,0,50.0,0,50.0,0,0
4305100,4029820,3800,19970798,P,punt,downed,1,0,0,32.0,0,32.0,0,0
4305101,4029824,3200,19990460,P,punt,out of bounds,0,0,0,51.0,0,51.0,0,0
4305102,4029828,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305103,4029829,3800,20000169,K,kickoff,returned,0,0,0,60.0,15,45.0,0,0
4305104,4029839,3200,20060118,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4305105,4029847,325,19900329,K,field goal,good,0,0,0,42.0,0,0.0,0,0
4305106,4029848,325,19900329,K,kickoff,returned,1,0,0,70.0,19,51.0,0,0
4305107,4029852,3200,19990460,P,punt,fair catch,0,0,0,48.0,0,48.0,0,0
4305108,4029871,325,20060203,P,punt,touchback,0,0,0,53.0,0,53.0,0,0
4305109,4029879,3200,19990460,P,punt,returned,0,0,0,41.0,52,-11.0,0,0
4305110,4029882,325,19900329,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305111,4029883,325,19900329,K,kickoff,returned,0,0,0,63.0,20,43.0,0,0
4305112,4029893,3200,19990460,P,punt,downed,0,0,0,44.0,0,44.0,0,0
4305113,4029902,3200,20060118,K,field goal,good,0,0,0,36.0,0,0.0,0,0
4305114,4029903,3200,20060118,K,kickoff,returned,0,0,0,72.0,48,24.0,0,0
4305115,4029910,325,19900329,K,field goal,good,0,0,0,44.0,0,0.0,0,0
4305116,4029911,325,19900329,K,kickoff,returned,0,0,0,60.0,28,32.0,0,0
4305117,4029921,325,19900329,K,kickoff,returned,0,0,0,67.0,27,40.0,0,0
4305118,4029928,325,20080656,K,field goal,good,0,0,0,37.0,0,0.0,0,0
4305119,4029929,325,20080656,K,kickoff,returned,0,0,0,71.0,33,38.0,0,0
4305120,4029942,3200,20060118,K,field goal,good,0,0,0,44.0,0,0.0,0,0
4305121,4029943,3200,20060118,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4305122,4029947,325,20060203,P,punt,fair catch,0,0,0,43.0,0,43.0,0,0
4305123,4029959,3200,20060118,K,field goal,good,0,0,0,40.0,0,0.0,0,0
4305124,4029960,3200,20060118,K,kickoff,returned,0,0,0,68.0,18,50.0,0,0
4305125,4029966,325,20060203,P,punt,returned,1,0,0,50.0,-1,51.0,0,0
4305126,4029974,3200,19990460,P,punt,returned,0,0,0,37.0,6,31.0,0,0
4305127,4029984,3200,20060118,K,kickoff,returned,0,0,0,62.0,20,42.0,0,0
4305128,4029988,325,20060203,P,punt,returned,1,0,0,59.0,4,55.0,0,0
4305129,4030001,3200,20060118,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4305130,4030005,610,19990437,P,punt,returned,0,0,0,60.0,10,50.0,0,0
4305131,4030013,3200,20060118,K,xp,good,0,0,0,19.0,0,0.0,0,0
4305132,4030014,3200,20060118,K,kickoff,returned,0,0,0,65.0,22,43.0,0,0
4305133,4030025,610,19990437,P,punt,fair catch,1,0,0,34.0,0,34.0,0,0
4305134,4030033,3200,19990460,P,punt,fair catch,1,0,0,37.0,0,37.0,0,0
4305135,4030041,3200,20060118,K,field goal,good,0,0,0,32.0,0,0.0,0,0
4305136,4030042,3200,20060118,K,kickoff,out of bounds,0,0,0,30.0,0,30.0,0,0
4305137,4030053,610,20000498,K,field goal,good,0,0,0,25.0,0,0.0,0,0
4305138,4030054,610,20000498,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
4305139,4030065,3200,20060118,K,field goal,missed,0,0,0,49.0,0,49.0,0,0
4305140,4030070,610,19990437,P,punt,downed,1,0,0,36.0,0,36.0,0,0
4305141,4030074,610,20000498,K,kickoff,returned,1,0,0,66.0,13,53.0,0,0
4305142,4030087,3200,20060118,K,field goal,good,0,0,0,37.0,0,0.0,0,0
4305143,4030088,3200,20060118,K,kickoff,returned,0,0,0,63.0,31,32.0,0,0
4305144,4030092,610,19990437,P,punt,fair catch,1,0,0,44.0,0,44.0,0,0
4305145,4030099,3200,19990460,P,punt,fair catch,1,0,0,46.0,0,46.0,0,0
4305146,4030118,610,19990437,P,punt,fair catch,1,0,0,34.0,0,34.0,0,0
