combineId,playerId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
13366,19970805,1997,OLB,72.9,261,9.25,Derrick,Barnes,Derrick Barnes,OLB,97403.0,2499541,Oregon,73.0,261.0,1974-09-11,22.61917808219178,http://www.nfl.com/player/DerrickBarnes/2499541/profile,Hattiesburg,MS,USA,,,,,33.63,4.92,33.0,15.0,4.42,109.0,7.88,12.25,
13367,19970110,1997,QB,75.1,212,9.5,Pat,Barnes,Pat Barnes,QB,94720.0,2499545,California,75.0,215.0,1975-02-23,22.167123287671235,http://www.nfl.com/player/PatBarnes/2499545/profile,Arlington Heights,IL,USA,,,,,32.0,,,,,,,,
13368,19970806,1997,ILB,73.0,230,9.0,James,Bates,James Bates,LB,32611.0,,Florida,73.0,230.0,,,,,,,,,,,31.63,4.92,32.5,,4.29,115.0,7.67,12.09,
13369,19970206,1997,RB,70.6,197,9.38,Terry,Battle,Terry Battle,RB,85287.0,2499575,Arizona State,71.0,197.0,1976-02-07,21.21095890410959,http://www.nfl.com/player/TerryBattle/2499575/profile,San Diego,CA,USA,,,,,31.88,4.71,34.5,16.0,,118.0,,,
13370,19970086,1997,DE,74.6,243,9.63,Bertrand,Berry,Bert Berry,DE,46556.0,2499638,Notre Dame,75.0,254.0,1975-08-15,21.693150684931506,http://www.nfl.com/player/BertBerry/2499638/profile,Houston,TX,USA,,,,,34.13,4.64,37.5,27.0,4.49,123.0,7.79,,
13371,19970053,1997,WR,72.0,185,9.75,Will,Blackwell,Will Blackwell,WR,92115.0,2499669,San Diego State,73.0,196.0,1975-07-06,21.802739726027397,http://www.nfl.com/player/WillBlackwell/2499669/profile,Texarkana,TX,USA,,,,,33.38,4.62,34.0,,4.28,120.0,7.31,11.43,
13372,19970011,1997,CB,73.3,203,9.25,Michael,Booker,Michael Booker,DB,68588.0,2499703,Nebraska,74.0,200.0,1975-04-27,21.994520547945207,http://www.nfl.com/player/MichaelBooker/2499703/profile,Cincinnati,OH,USA,El Camino HS,Oceanside,CA,USA,33.0,,,10.0,,,,,
13373,19970807,1997,OT,77.1,298,10.75,Ben,Bordelon,Ben Bordelon,OT,70803.0,2499710,Louisiana State,77.0,298.0,1974-04-09,23.043835616438358,http://www.nfl.com/player/BenBordelon/2499710/profile,Mathews,LA,USA,,,,,33.75,5.42,28.0,22.0,4.73,104.0,8.25,,
13374,19970004,1997,DE,76.1,254,9.75,Peter,Boulware,Peter Boulware,LB,32306.0,2499724,Florida State,76.0,255.0,1974-12-18,22.350684931506848,http://www.nfl.com/player/PeterBoulware/2499724/profile,Columbia,SC,USA,Spring Valley HS,,SC,USA,33.75,4.76,34.0,,4.2,118.0,7.64,,
13375,19970172,1997,RB,71.4,200,9.63,Calvin,Branch,Calvin Branch,DB,80523.0,2499761,Colorado State,71.0,195.0,1974-05-08,22.964383561643835,http://www.nfl.com/player/CalvinBranch/2499761/profile,Versailles,KY,USA,Klein HS,,TX,USA,33.0,4.49,39.0,18.0,4.08,127.0,7.12,11.23,
13376,19970471,1997,P,76.0,225,9.25,Will,Brice,Will Brice,P,22904.0,2499781,Virginia,76.0,220.0,1974-10-24,22.5013698630137,http://www.nfl.com/player/WillBrice/2499781/profile,Lancaster,SC,USA,,,,,34.0,,,,,,,,
13377,19970469,1997,FS,72.4,190,9.25,Zack,Bronson,Zack Bronson,S,70607.0,2499798,McNeese State (LA),73.0,204.0,1974-01-28,23.23835616438356,http://www.nfl.com/player/ZackBronson/2499798/profile,Jasper,TX,USA,,,,,33.63,4.66,33.5,9.0,4.35,115.0,7.63,11.76,
13378,19970127,1997,WR,76.6,214,9.88,Macey,Brooks,Macey Brooks,WR,22807.0,2499810,James Madison (VA),77.0,215.0,1975-02-02,22.224657534246575,http://www.nfl.com/player/MaceyBrooks/2499810/profile,Hampton,VA,USA,,,,,35.13,4.65,38.5,,4.13,125.0,7.31,11.43,
13379,19970194,1997,DE,73.1,244,9.13,Cornell,Brown,Cornell Brown,LB,24061.0,2499825,Virginia Tech,72.0,240.0,1975-03-15,22.112328767123287,http://www.nfl.com/player/CornellBrown/2499825/profile,Englewood,NJ,USA,E. C. Glass HS,,VA,USA,33.75,5.0,32.0,19.0,4.33,115.0,7.81,,
13380,19970175,1997,FB,71.5,245,9.5,Rod,Brown,Rod Brown,RB,27607.0,2510433,NC State,72.0,245.0,1974-02-28,23.153424657534245,http://www.nfl.com/player/RodBrown/2510433/profile,Lithonia,GA,USA,,,,,32.25,5.03,28.0,25.0,,102.0,,,
13381,19970131,1997,OG,75.6,299,9.88,Lamont,Burns,Lamont Burns,OG,27858.0,2499927,East Carolina (NC),76.0,300.0,1974-03-16,23.10958904109589,http://www.nfl.com/player/LamontBurns/2499927/profile,Greensboro,NC,USA,,,,,35.0,5.32,28.5,30.0,4.7,109.0,,,
13382,19970138,1997,RB,70.8,190,9.0,Kenny,Bynum,Kenny Bynum,RB,29117.0,2499954,South Carolina State,71.0,191.0,1974-05-29,22.90684931506849,http://www.nfl.com/player/KennyBynum/2499954/profile,Gainesville,FL,USA,Gainesville HS,,FL,USA,31.5,4.53,35.5,11.0,4.13,124.0,7.47,11.43,
13383,19970029,1997,CB,69.6,194,9.5,Chris,Canty,Chris Canty,DB,66506.0,2499988,Kansas State,69.0,185.0,1976-03-30,21.068493150684933,http://www.nfl.com/player/ChrisCanty/2499988/profile,Long Beach,CA,USA,Eastern HS,,NJ,USA,30.75,,,,,,,,
13384,19970225,1997,CB,73.0,202,8.75,Byron,Capers,Byron Capers,DB,32306.0,2511028,Florida State,73.0,202.0,1974-03-21,23.095890410958905,http://www.nfl.com/player/ByronCapers/2511028/profile,,,,,,,,32.63,4.66,31.0,14.0,4.44,116.0,7.51,11.84,
13385,19970217,1997,DT,72.1,302,9.25,William,Carr,William Carr,DT,48109.0,2511140,Michigan,72.0,302.0,1975-01-13,22.279452054794522,http://www.nfl.com/player/WilliamCarr/2511140/profile,,,,,,,,33.5,5.41,25.5,19.0,5.14,83.0,8.42,,
13386,19970027,1997,WR,70.6,194,9.5,Rae,Carruth,Rae Carruth,WR,80309.0,2500003,Colorado,71.0,194.0,1974-01-20,23.26027397260274,http://www.nfl.com/player/RaeCarruth/2500003/profile,Sacramento,CA,USA,Valley HS,Sacramento,CA,USA,31.13,,,,,,,,
13387,19970089,1997,FS,73.3,200,9.25,Chris,Carter,Chris Carter,S,78712.0,2500010,Texas,74.0,212.0,1974-09-27,22.575342465753426,http://www.nfl.com/player/ChrisCarter/2500010/profile,Tyler,TX,USA,,,,,33.13,,,16.0,,,,,
13388,19970171,1997,QB,75.9,222,9.75,Mike,Cherry,Mike Cherry,QB,42071.0,2500057,Murray State (KY),76.0,225.0,1973-12-15,23.35890410958904,http://www.nfl.com/player/MikeCherry/2500057/profile,Texarkana,AR,USA,,,,,33.25,5.11,28.5,,4.38,105.0,7.8,,
13389,19970135,1997,TE,76.6,253,10.0,Pete,Chryplewicz,Pete Chryplewicz,TE,46556.0,2500073,Notre Dame,77.0,261.0,1974-04-27,22.994520547945207,http://www.nfl.com/player/PeteChryplewicz/2500073/profile,Detroit,MI,USA,,,,,33.63,4.88,30.5,,4.32,111.0,7.48,11.62,
13390,19970077,1997,TE,76.4,262,10.13,Greg,Clark,Greg Clark,TE,94305.0,2500082,Stanford,76.0,255.0,1972-04-07,25.04931506849315,http://www.nfl.com/player/GregClark/2500082/profile,Centerville,UT,USA,,,,,33.25,4.99,31.0,30.0,4.12,115.0,7.51,11.79,
13391,19970191,1997,QB,74.6,211,9.5,Chuck,Clements,Chuck Clements,QB,77006.0,2500105,Houston,75.0,214.0,1973-09-29,23.56986301369863,http://www.nfl.com/player/ChuckClements/2500105/profile,Kingsville,TX,USA,,,,,32.25,4.98,31.5,,4.36,108.0,7.69,,
13392,19970065,1997,OLB,69.6,215,9.75,Dexter,Coakley,Dexter Coakley,LB,28608.0,2500113,Appalachian State (NC),70.0,230.0,1972-10-20,24.512328767123286,http://www.nfl.com/player/DexterCoakley/2500113/profile,Charleston,SC,USA,,,,,32.5,4.52,38.0,21.0,4.21,125.0,7.48,11.52,
13393,19970808,1997,ILB,71.9,249,10.0,Lyron,Cobbins,Lyron Cobbins,LB,46556.0,2500118,Notre Dame,71.0,240.0,1974-09-17,22.602739726027398,http://www.nfl.com/player/LyronCobbins/2500118/profile,Kansas City,KS,USA,,,,,32.63,4.84,32.5,22.0,4.39,117.0,7.6,12.06,
13394,19970809,1997,P,76.9,215,10.0,Nate,Cochran,Nate Cochran,P,15260.0,,Pittsburgh,77.0,215.0,,,,,,,,,,,32.5,,,,,,,,
13395,19970078,1997,DE,78.1,279,10.5,Stalin,Colinet,Stalin Colinet,DT,2459.0,2500140,Boston,78.0,288.0,1974-07-17,22.77260273972603,http://www.nfl.com/player/StalinColinet/2500140/profile,New York,NY,USA,,,,,36.0,4.92,35.5,24.0,4.49,103.0,7.85,,
13396,19970180,1997,OG,73.6,307,9.5,Calvin,Collins,Calvin Collins,C,77843.0,2500146,Texas A&M,74.0,310.0,1974-01-05,23.301369863013697,http://www.nfl.com/player/CalvinCollins/2500146/profile,Beaumont,TX,USA,,,,,33.88,5.19,28.0,22.0,4.61,102.0,,,
13397,19970435,1997,C,74.5,300,10.0,Bill,Conaty,Bill Conaty,C,24061.0,2500167,Virginia Tech,74.0,300.0,1973-03-08,24.13150684931507,http://www.nfl.com/player/BillConaty/2500167/profile,Baltimore,MD,USA,,,,,32.0,5.45,29.0,25.0,,,,,
13398,19970115,1997,WR,72.4,184,8.88,Albert,Connell,Albert Connell,WR,77843.0,2500172,Texas A&M,72.0,184.0,1974-05-13,22.95068493150685,http://www.nfl.com/player/AlbertConnell/2500172/profile,Fort Lauderdale,FL,USA,Piper HS,,FL,USA,31.5,4.55,,,,,,,
13399,19970090,1997,K,74.1,191,9.25,Brett,Conway,Brett Conway,K,16802.0,2500178,Penn State,74.0,208.0,1975-03-08,22.13150684931507,http://www.nfl.com/player/BrettConway/2500178/profile,Atlanta,GA,USA,,,,,32.5,,,,,,,,
13400,19970406,1997,WR,74.0,195,9.25,Andre,Cooper,Andre Cooper,WR,32306.0,2500189,Florida State,74.0,210.0,1975-06-21,21.843835616438355,http://www.nfl.com/player/AndreCooper/2500189/profile,Camden,SC,USA,Duncan U. Fletcher HS,,FL,USA,35.63,,,,,,,,
13401,19970810,1997,DE,75.4,260,10.5,Damion,Cooper,Damion Cooper,DE,45384.0,,Central State (OH),75.0,260.0,,,,,,,,,,,35.25,,29.5,25.0,,112.0,,,
13402,19970811,1997,FB,72.0,254,10.25,Kenyon,Cotton,Kenyon Cotton,FB,70504.0,,Louisiana Lafayette,72.0,254.0,,,,,,,,,,,32.5,4.89,31.5,15.0,4.33,101.0,7.86,12.33,
13403,19970812,1997,QB,71.4,204,9.25,Marcus,Crandell,Marcus Crandell,QB,27858.0,,East Carolina (NC),71.0,204.0,,,,,,,,,,,32.75,4.78,30.0,,4.67,105.0,8.25,,
13404,19970159,1997,OLB,75.5,249,10.13,Vernon,Crawford,Vernon Crawford,LB,32306.0,2500231,Florida State,76.0,245.0,1974-06-25,22.832876712328765,http://www.nfl.com/player/VernonCrawford/2500231/profile,Texas City,TX,USA,Texas City HS,,TX,USA,33.5,4.94,32.5,,4.44,112.0,7.76,12.56,
13405,19970100,1997,ILB,74.1,249,10.0,Henri,Crockett,Henri Crockett,LB,32306.0,2500236,Florida State,74.0,238.0,1974-10-28,22.49041095890411,http://www.nfl.com/player/HenriCrockett/2500236/profile,Pompano Beach,FL,USA,Blanche Ely HS,,FL,USA,33.0,,34.5,17.0,4.46,111.0,7.54,11.97,
13406,19970813,1997,SS,72.9,213,9.25,Demontie,Cross,Demontie Cross,S,65211.0,,Missouri,73.0,213.0,,,,,,,,,,,33.38,5.02,28.5,14.0,4.36,,7.45,12.21,
13407,19970176,1997,DE,74.1,260,9.75,Canute,Curtis,Canute Curtis,LB,26506.0,2500263,West Virginia,74.0,257.0,1974-08-04,22.723287671232878,http://www.nfl.com/player/CanuteCurtis/2500263/profile,Amityville,NY,USA,,,,,33.63,4.89,30.0,,,,,,
13408,19970814,1997,DT,73.8,324,10.25,Mario,Daniel,Mario Daniel,DT,45701.0,,Ohio,74.0,324.0,,,,,,,,,,,34.13,5.4,24.5,24.0,4.81,101.0,8.22,,
13409,19970121,1997,OT,77.1,356,10.25,Jerome,Daniels,Jerome Daniels,OG,2115.0,2500285,Northeastern,77.0,350.0,1974-09-13,22.613698630136987,http://www.nfl.com/player/JeromeDaniels/2500285/profile,Hartford,CT,USA,,,,,36.25,5.63,27.5,25.0,,,,,
13410,19970815,1997,WR,73.1,210,9.13,Juan,Daniels,Juan Daniels,WR,30602.0,,Georgia,73.0,210.0,,,,,,,,,,,32.25,4.59,34.5,,4.33,114.0,7.54,,
13411,19970057,1997,ILB,72.5,247,9.25,James,Darling,James Darling,LB,99164.0,2500296,Washington State,73.0,245.0,1974-12-29,22.32054794520548,http://www.nfl.com/player/JamesDarling/2500296/profile,Denver,CO,USA,,,,,32.63,,,22.0,,,,,
13412,19970816,1997,QB,75.5,220,9.0,Jason,Davis,Jason Davis,QB,81231.0,,West. State (CO),76.0,220.0,,,,,,,,,,,33.25,4.92,30.5,,4.33,107.0,7.85,,
13413,19970422,1997,DE,76.6,275,10.88,Jerome,Davis,Jerome Davis,DL,55455.0,2500314,Minnesota,77.0,300.0,1974-03-04,23.14246575342466,http://www.nfl.com/player/JeromeDavis/2500314/profile,Detroit,MI,USA,,,,,35.75,,,,,,,,
13414,19970032,1997,DE,77.1,312,9.75,Nathan,Davis,Nathan Davis,DE,47405.0,2500321,Indiana,77.0,328.0,1974-02-06,23.213698630136985,http://www.nfl.com/player/NathanDavis/2500321/profile,Hartford,CT,USA,,,,,34.13,,,27.0,,,,,
13415,19970062,1997,RB,67.9,181,8.88,Troy,Davis,Troy Davis,RB,50011.0,2500334,Iowa State,67.0,191.0,1975-09-14,21.610958904109587,http://www.nfl.com/player/TroyDavis/2500334/profile,Miami,FL,USA,Miami Southridge HS,,FL,USA,30.5,4.56,34.5,16.0,4.27,118.0,7.35,11.56,
13416,19970102,1997,DE,76.4,266,10.0,Terry,Day,Terry Day,DE,39762.0,2500352,Mississippi State,76.0,290.0,1974-09-18,22.6,http://www.nfl.com/player/TerryDay/2500352/profile,Pickens,MS,USA,,,,,34.5,4.77,32.5,17.0,4.7,115.0,8.08,,
13417,19970817,1997,OT,76.3,298,10.5,Allen,Degraffenreid,Allen Degraffenreid,OT,37240.0,2512721,Vanderbilt,76.0,298.0,1974-06-03,22.893150684931506,http://www.nfl.com/player/AllenDegraffenreid/2512721/profile,Kansas City,MO,USA,,,,,34.0,5.22,30.0,27.0,,108.0,,,
13418,19970818,1997,DT,76.6,275,10.13,Bryan,Degraffenreid,Bryan Degraffenreid,DT,37130.0,,Middle Tennessee State,77.0,275.0,,,,,,,,,,,35.13,5.11,31.5,23.0,4.5,110.0,8.42,,
13419,19970097,1997,OG,75.5,303,10.25,Damon,Denson,Damon Denson,OG,48109.0,2500370,Michigan,76.0,305.0,1975-02-08,22.208219178082192,http://www.nfl.com/player/DamonDenson/2500370/profile,Pittsburgh,PA,USA,,,,,33.25,,,18.0,,,,,
13420,19970207,1997,QB,72.9,180,8.0,Koy,Detmer,Koy Detmer,QB,80309.0,2500378,Colorado,73.0,195.0,1973-07-05,23.805479452054794,http://www.nfl.com/player/KoyDetmer/2500378/profile,San Antonio,TX,USA,Mission HS,Mission,TX,USA,32.88,5.14,28.5,,4.37,103.0,7.79,,
13421,19970819,1997,CB,69.4,184,8.75,Kevin,Devine,Kevin Devine,DB,94720.0,2500380,California,69.0,184.0,1974-12-11,22.36986301369863,http://www.nfl.com/player/KevinDevine/2500380/profile,Jackson,MS,USA,,,,,31.0,4.53,,20.0,4.16,,7.36,11.25,
13422,19970820,1997,WR,73.9,218,9.0,Richard,Dice,Richard Dice,WR,85721.0,,Arizona,74.0,218.0,,,,,,,,,,,31.63,,,,,,,,
13423,19970043,1997,RB,72.6,217,10.25,Corey,Dillon,Corey Dillon,RB,98195.0,2500396,Washington,73.0,225.0,1974-10-24,22.5013698630137,http://www.nfl.com/player/CoreyDillon/2500396/profile,Seattle,WA,USA,Benjamin Franklin HS,Seattle,WA,USA,34.0,,,,,,,,
13424,19970106,1997,OG,74.6,328,10.13,Chris,Dishman,Chris Dishman,OG,68588.0,2500404,Nebraska,75.0,375.0,1974-02-27,23.156164383561645,http://www.nfl.com/player/ChrisDishman/2500404/profile,Cozad,NE,USA,Cozad HS,,NE,USA,33.0,5.52,27.0,22.0,,93.0,,,
13425,19970026,1997,QB,76.6,234,11.25,Jim,Druckenmiller,Jim Druckenmiller,QB,24061.0,2500470,Virginia Tech,77.0,234.0,1972-09-19,24.5972602739726,http://www.nfl.com/player/JimDruckenmiller/2500470/profile,Allentown,PA,USA,,,,,33.25,,29.0,,4.28,106.0,7.92,,
13426,19970012,1997,RB,68.0,176,8.5,Warrick,Dunn,Warrick Dunn,RB,32306.0,2500490,Florida State,69.0,187.0,1975-01-05,22.301369863013697,http://www.nfl.com/player/WarrickDunn/2500490/profile,Baton Rouge,LA,USA,Catholic HS,Baton Rouge,LA,USA,30.75,,,,,,,,
13427,19970055,1997,FB,72.0,236,9.63,Marc,Edwards,Marc Edwards,FB,46556.0,2500517,Notre Dame,72.0,249.0,1974-11-17,22.435616438356163,http://www.nfl.com/player/MarcEdwards/2500517/profile,Cincinnati,OH,USA,Norwood HS,,OH,USA,31.0,4.72,34.0,25.0,4.07,106.0,7.48,11.49,
13428,19970821,1997,DT,76.0,312,10.63,Myron,Elzy,Myron Elzy,DT,45384.0,,Central State (OH),76.0,312.0,,,,,,,,,,,34.63,5.18,27.5,24.0,4.61,103.0,8.3,,
13429,19970822,1997,SS,71.3,203,9.88,Charles,Emanuel,Charles Emanuel,S,26506.0,2500549,West Virginia,71.0,203.0,1973-06-03,23.893150684931506,http://www.nfl.com/player/CharlesEmanuel/2500549/profile,Stuart,FL,USA,,,,,31.88,4.78,33.0,17.0,4.23,110.0,7.64,11.4,
13430,19970823,1997,DT,74.9,286,9.88,Donnie,Embra,Donnie Embra,DT,76706.0,,Baylor,75.0,286.0,,,,,,,,,,,34.63,5.01,30.5,20.0,4.45,110.0,8.16,,
13431,19970824,1997,DE,76.0,260,10.63,Bill,Ennis-Inge,Bill Ennis-Inge,DE,52242.0,,Iowa,76.0,260.0,,,,,,,,,,,35.25,5.0,32.0,26.0,,,,,
13432,19970825,1997,SS,71.6,198,9.5,Terrell,Farley,Terrell Farley,S,68588.0,,Nebraska,72.0,198.0,,,,,,,,,,,32.13,,,6.0,,,,,
13433,19970425,1997,RB,70.6,213,10.0,Robert,Farmer,Robert Farmer,RB,46556.0,2500591,Notre Dame,71.0,217.0,1974-03-04,23.14246575342466,http://www.nfl.com/player/RobertFarmer/2500591/profile,Lincoln,NE,USA,,,,,32.63,,,,,,,,
13434,19970008,1997,OLB,73.8,234,9.25,James,Farrior,James Farrior,LB,22904.0,2500597,Virginia,74.0,243.0,1975-01-06,22.2986301369863,http://www.nfl.com/player/JamesFarrior/2500597/profile,Richmond,VA,USA,Matoaca HS,,VA,USA,32.63,,35.5,22.0,4.4,120.0,7.62,11.84,
13435,19970826,1997,RB,71.1,202,9.5,Danyell,Ferguson,Danyell Ferguson,RB,33124.0,,Miami (FL),71.0,202.0,,,,,,,,,,,32.0,,,,,,,,
13436,19970229,1997,DT,75.1,317,10.25,Jason,Ferguson,Jason Ferguson,DT,30602.0,2500613,Georgia,75.0,310.0,1974-11-28,22.405479452054795,http://www.nfl.com/player/JasonFerguson/2500613/profile,Nettleton,MS,USA,,,,,34.0,5.39,27.5,,,,,,
13437,19970166,1997,ILB,74.0,232,9.25,John,Fiala,John Fiala,LB,98195.0,2500617,Washington,75.0,237.0,1973-11-25,23.413698630136988,http://www.nfl.com/player/JohnFiala/2500617/profile,Fullerton,CA,USA,Lake Washington HS,,WA,USA,32.13,4.9,31.0,21.0,4.22,109.0,7.38,11.51,
13438,19970189,1997,DE,74.9,272,10.5,Matt,Finkes,Matt Finkes,DE,43210.0,2500630,Ohio State,75.0,272.0,1975-02-15,22.18904109589041,http://www.nfl.com/player/MattFinkes/2500630/profile,Piqua,OH,USA,,,,,34.13,4.94,28.5,15.0,4.29,99.0,7.66,,
13439,19970226,1997,TE,74.1,237,9.25,Pat,Fitzgerald,Pat Fitzgerald,TE,78712.0,2500643,Texas,74.0,238.0,1974-12-04,22.389041095890413,http://www.nfl.com/player/PatFitzgerald/2500643/profile,Van Nuys,CA,USA,,,,,31.88,5.0,29.5,19.0,4.25,107.0,7.58,12.04,
13440,19970827,1997,ILB,74.0,235,9.5,Pat,Fitzgerald,Pat Fitzgerald,LB,60208.0,,Northwestern,74.0,235.0,,,,,,,,,,,31.88,,,19.0,,,,,
13441,19970400,1997,OT,77.6,307,9.5,Todd,Fordham,Todd Fordham,OT,32306.0,2500682,Florida State,77.0,319.0,1973-10-09,23.542465753424658,http://www.nfl.com/player/ToddFordham/2500682/profile,Atlanta,GA,USA,,,,,33.75,,,25.0,,,,,
13442,19970828,1997,QB,76.4,227,9.5,Lance,Funderburk,Lance Funderburk,QB,31698.0,,Valdosta State (GA),76.0,227.0,,,,,,,,,,,31.5,5.23,27.0,,,97.0,,,
13443,19970829,1997,K,70.1,191,9.0,Rafael,Garcia,Rafael Garcia,K,22904.0,,Virginia,70.0,191.0,,,,,,,,,,,30.0,,,,,,,,
13444,19970136,1997,FS,75.1,225,9.75,Sam,Garnes,Sam Garnes,S,45221.0,2500767,Cincinnati,75.0,225.0,1974-07-12,22.786301369863015,http://www.nfl.com/player/SamGarnes/2500767/profile,Bronx,NY,USA,,,,,32.63,4.78,30.5,14.0,4.38,102.0,7.48,11.57,
13445,19970473,1997,RB,69.0,198,9.88,Spencer,George,Spencer George,RB,77005.0,2500791,Rice,69.0,200.0,1973-10-28,23.49041095890411,http://www.nfl.com/player/SpencerGeorge/2500791/profile,Beaumont,TX,USA,,,,,31.88,4.54,41.5,22.0,4.03,127.0,7.28,11.0,
13446,19970830,1997,OLB,72.4,218,10.0,Cory,Gilliard,Cory Gilliard,OLB,47306.0,,Ball State (IN),72.0,218.0,,,,,,,,,,,33.5,4.55,,16.0,,,,,
13447,19970019,1997,OT,77.3,354,9.5,Tarik,Glenn,Tarik Glenn,OT,94720.0,2500815,California,77.0,332.0,1976-05-25,20.915068493150685,http://www.nfl.com/player/TarikGlenn/2500815/profile,Cleveland,OH,USA,Bishop O'Dowd HS,,CA,USA,33.63,5.75,23.0,20.0,,,,,
13448,19970013,1997,TE,76.1,244,9.38,Tony,Gonzalez,Tony Gonzalez,TE,94720.0,2500835,California,77.0,247.0,1976-02-27,21.156164383561645,http://www.nfl.com/player/TonyGonzalez/2500835/profile,Torrance,CA,USA,,,,,35.13,4.83,33.5,,4.06,116.0,7.75,11.59,
13449,19970064,1997,RB,71.6,215,9.75,Jay,Graham,Jay Graham,RB,37998.0,2500859,Tennessee,71.0,215.0,1975-07-14,21.78082191780822,http://www.nfl.com/player/JayGraham/2500859/profile,Durham,NC,USA,Concord HS,,NC,USA,32.0,4.46,36.0,22.0,4.05,117.0,7.28,11.5,
13450,19970049,1997,SS,71.6,203,9.0,Torrian,Gray,Torrian Gray,DB,24061.0,2500882,Virginia Tech,72.0,200.0,1974-03-18,23.104109589041094,http://www.nfl.com/player/TorrianGray/2500882/profile,Bartpw,FL,USA,,,,,32.88,4.5,,22.0,,,,,
13451,19970015,1997,WR,74.9,199,9.25,Yatil,Green,Yatil Green,WR,33124.0,2500907,Miami (FL),74.0,205.0,1973-11-25,23.413698630136988,http://www.nfl.com/player/YatilGreen/2500907/profile,Gainesville,FL,USA,Columbia HS,Lake City,FL,USA,33.0,4.41,40.5,,4.17,130.0,7.52,11.53,
13452,19970831,1997,OT,76.4,312,9.63,Jay,Hagood,Jay Hagood,OT,24061.0,2500955,Virginia Tech,76.0,312.0,1973-08-09,23.70958904109589,http://www.nfl.com/player/JayHagood/2500955/profile,Easley,SC,USA,,,,,35.5,5.4,29.0,16.0,5.11,105.0,8.79,,
13453,19970456,1997,K,74.9,226,9.0,John,Hall,John Hall,K,53706.0,2500971,Wisconsin,75.0,240.0,1974-03-17,23.106849315068494,http://www.nfl.com/player/JohnHall/2500971/profile,Port Charlotte,FL,USA,,,,,33.0,,,,,,,,
13454,19970079,1997,OLB,76.9,236,9.38,James,Hamilton,James Hamilton,LB,27599.0,2500990,North Carolina,77.0,243.0,1974-04-17,23.02191780821918,http://www.nfl.com/player/JamesHamilton/2500990/profile,Hartford,CT,USA,,,,,35.88,4.84,35.0,,4.43,125.0,7.52,11.82,
13455,19970074,1997,OLB,73.8,243,10.0,Michael,Hamilton,Michael Hamilton,LB,27411.0,2500993,North Carolina A&T,74.0,245.0,1973-12-03,23.39178082191781,http://www.nfl.com/player/MichaelHamilton/2500993/profile,Greenville,SC,USA,,,,,34.5,4.72,32.0,18.0,4.82,112.0,8.32,12.53,
13456,19970041,1997,RB,70.5,198,8.88,Byron,Hanspard,Byron Hanspard,RB,79415.0,2501017,Texas Tech,70.0,200.0,1976-01-23,21.252054794520546,http://www.nfl.com/player/ByronHanspard/2501017/profile,Dallas,TX,USA,DeSoto HS,DeSoto,TX,USA,31.0,4.41,,,,,,,
13457,19970137,1997,TE,75.9,253,9.25,Patrick,Hape,Patrick Hape,TE,35487.0,2501018,Alabama,76.0,254.0,1974-06-06,22.884931506849316,http://www.nfl.com/player/PatrickHape/2501018/profile,Killen,AL,USA,Brooks HS,Killen,AL,USA,33.38,4.97,33.0,,4.15,112.0,7.71,11.83,
13458,19970025,1997,DE,79.6,269,10.88,Jon,Harris,Jon Harris,DE,22904.0,2501045,Virginia,79.0,292.0,1974-06-09,22.876712328767123,http://www.nfl.com/player/JonHarris/2501045/profile,Inwood,NY,USA,,,,,38.5,,35.0,19.0,,114.0,,,
13459,19970832,1997,SS,73.9,204,9.5,Kenny,Harris,Kenny Harris,S,27607.0,2501046,NC State,74.0,204.0,1975-04-25,22.0,http://www.nfl.com/player/KennyHarris/2501046/profile,Durham,NC,USA,,,,,32.25,4.75,39.0,8.0,4.24,124.0,7.39,10.99,
13460,19970232,1997,WR,73.4,213,9.88,Marcus,Harris,Marcus Harris,WR,82071.0,2515969,Wyoming,73.0,213.0,1974-10-11,22.53698630136986,http://www.nfl.com/player/MarcusHarris/2515969/profile,St. Paul,MN,USA,,,,,32.75,4.68,34.0,,4.09,112.0,7.42,11.51,
13461,19970163,1997,RB,70.9,234,9.5,June,Henley,June Henley,RB,66045.0,2501129,Kansas,70.0,226.0,1975-09-04,21.638356164383563,http://www.nfl.com/player/JuneHenley/2501129/profile,Columbus,OH,USA,,,,,31.88,,,,,,,,
13462,19970058,1997,FS,71.4,199,9.63,Kim,Herring,Kim Herring,S,16802.0,2501136,Penn State,72.0,212.0,1975-09-10,21.621917808219177,http://www.nfl.com/player/KimHerring/2501136/profile,Detroit,MI,USA,,,,,31.75,4.6,32.0,11.0,4.11,116.0,7.12,,
13463,19970221,1997,ILB,75.9,249,9.0,Jon,Hesse,Jon Hesse,LB,68588.0,2501140,Nebraska,76.0,250.0,1973-06-06,23.884931506849316,http://www.nfl.com/player/JonHesse/2501140/profile,Lincoln,NE,USA,,,,,33.5,4.94,35.0,13.0,4.64,112.0,7.74,12.44,
