interceptionId,playId,teamId,playerId,intPosition,int,intYards,intTd,intNull
3540584,3046842,4500,20010021,CB,1,62,0,0
3540585,3046893,2510,19990421,CB,1,12,0,0
3540586,3047003,3800,20030529,CB,1,31,0,0
3540587,3047005,2510,19990421,CB,1,0,0,0
3540588,3047033,3800,20030529,CB,1,68,1,0
3540589,3047053,3800,20010064,SS,1,20,0,0
3540590,3047197,200,19960036,S,1,19,0,0
3540591,3047199,2510,19990421,CB,1,0,0,0
3540592,3047233,200,20030084,S,1,16,0,0
3540593,3047248,2510,20050066,S,1,27,0,0
3540594,3047581,1050,20030615,DB,1,0,0,0
3540595,3047657,1800,20050742,S,1,18,0,0
3540596,3047661,2510,20050066,S,1,0,0,0
3540597,3047670,1800,20050742,S,1,8,0,0
3540598,3047720,2510,20050066,S,1,-8,0,0
3540599,3047804,2510,20060221,LB,1,0,0,0
3540600,3047980,3900,19970008,LB,1,0,0,0
3540601,3048041,3900,20030125,CB,1,51,1,0
3540602,3048091,4400,20010608,SS,1,0,0,0
3540603,3048192,4400,20060418,CB,1,22,0,0
3540604,3048228,4600,19990030,DE,1,0,0,0
3540605,3048284,2510,20050066,S,1,13,0,0
3540606,3048321,4600,20030011,CB,1,0,0,0
3540607,3048569,4900,20070106,S,1,0,0,0
3540608,3048686,4900,20020157,S,1,0,0,0
3540609,3048695,4900,19970066,CB,1,29,1,0
3540610,3048767,200,20040008,CB,1,0,0,0
3540611,3048791,4900,20020157,S,1,2,0,0
3540612,3048873,4900,20020017,CB,1,4,0,0
3540613,3048978,750,20060058,CB,1,0,0,0
3540614,3049031,4900,20070064,S,1,7,0,0
3540615,3049065,2120,20010026,CB,1,3,0,0
3540616,3049196,2250,19940012,CB,1,28,1,0
3540617,3049235,2250,19970419,S,1,10,0,0
3540618,3049307,2250,20070021,S,1,3,0,0
3540619,3049537,4900,20030198,LB,1,0,0,0
3540620,3049691,3410,20050043,CB,1,0,0,0
3540621,3049742,3410,19980028,QB,1,0,0,0
3540622,3049782,4900,20020157,S,1,0,0,0
3540623,3049840,4900,20020017,CB,1,19,0,0
3540624,3049881,4900,20050036,LB,1,2,0,0
3540625,3049951,4900,20020017,CB,1,-1,0,0
3540626,3050185,4900,19970066,CB,1,3,0,0
3540627,3050200,4900,19980045,CB,1,0,0,0
3540628,3050235,200,20050160,LB,1,0,0,0
3540629,3050284,200,20070185,DT,1,4,0,0
3540630,3050322,2100,20050108,S,1,76,1,0
3540631,3050353,200,20040101,LB,1,8,0,0
3540632,3050356,2100,20020106,LB,1,5,0,0
3540633,3050429,2100,20040042,DE,1,0,0,0
3540634,3050431,750,20010040,CB,1,0,0,0
3540635,3050458,750,20000493,S,1,19,0,0
3540636,3050530,2100,20020094,S,1,45,0,0
3540637,3050827,2120,20070123,CB,1,0,0,0
3540638,3050846,2100,20070019,DB,1,3,0,0
3540639,3050959,2100,20060215,CB,1,14,0,0
3540640,3051109,2250,19990036,LB,1,12,0,0
3540641,3051181,2250,20020105,CB,1,6,0,0
3540642,3051215,2100,20050218,CB,1,0,0,0
3540643,3051235,3430,20000102,CB,1,0,0,0
3540644,3051248,2100,20000030,LB,1,0,0,0
3540645,3051476,2100,20020094,S,1,0,0,0
3540646,3051502,4400,20060019,CB,1,0,0,0
3540647,3051506,2100,20070019,DB,1,0,0,0
3540648,3051544,2100,20060102,S,1,1,0,0
3540649,3051570,4400,20030112,LB,1,0,0,0
3540650,3051584,2100,20000547,CB,1,32,0,0
3540651,3051845,5110,20040005,S,1,48,0,0
3540652,3051886,5110,19980417,LB,1,27,1,0
3540653,3051898,3800,20030018,OLB,1,14,0,0
3540654,3052069,5110,20070143,LB,1,3,1,0
3540655,3052190,610,20020042,DT,1,0,0,0
3540656,3052323,5110,19970003,CB,1,53,0,0
3540657,3052327,5110,19970003,CB,1,2,0,0
3540658,3052444,5110,19970003,CB,1,6,0,0
3540659,3052705,5110,20040005,S,1,35,0,0
3540660,3052719,5110,20050009,CB,1,61,1,0
3540661,3052731,2700,20010202,S,1,24,0,0
3540662,3052833,2700,20050104,CB,1,29,0,0
3540663,3052959,5110,19980417,LB,1,9,0,0
3540664,3052986,5110,20040005,S,1,0,0,0
3540665,3053369,3900,20070170,CB,1,12,0,0
3543001,3004943,325,19980046,CB,0,0,0,0
3543002,3019995,5110,20060035,LB,0,-4,0,0
3543003,3031981,200,20040008,CB,0,7,0,0
6540001,6000007,3800,20080016,CB,1,32,1,0
6540002,6000017,3800,20090131,CB,1,66,1,0
6540003,6000196,3800,20070666,CB,1,36,0,0
6540004,6000236,3800,20050123,FS,1,33,0,0
6540005,6000351,3800,20100047,LB,1,39,0,0
6540006,6000419,2120,20090223,SS,1,28,0,0
6540007,6000440,2120,20100102,LB,1,-6,0,0
6540008,6000519,3300,20040663,CB,1,26,0,0
6540009,6000579,3800,20000443,LB,1,2,0,0
6540010,6000641,3800,20090131,CB,1,0,0,0
6540011,6000668,3800,20080016,CB,1,28,1,0
6540012,6000748,3800,20000443,LB,1,10,0,0
6540013,6000752,2520,20080052,LB,1,-4,0,0
6540014,6000931,3800,20080016,CB,1,26,0,0
6540015,6000947,4600,20060031,CB,1,0,0,0
6540016,6001098,3800,20070666,CB,1,0,0,0
6540017,6001136,4500,19980013,LB,1,0,0,0
6540018,6001243,2510,20070611,S,1,23,0,0
6540019,6001260,3800,20050123,FS,1,10,0,0
6540020,6001288,2510,20090066,CB,1,1,0,0
6540021,6001356,4900,20080175,LB,1,41,1,0
6540022,6001390,4900,20080020,CB,1,45,1,0
6540023,6001406,3800,20010064,SS,1,24,0,1
6540024,6001424,4900,20040059,S,1,8,0,1
6540025,6001471,4900,20050036,LB,1,1,0,0
6540026,6001481,4900,20080020,CB,1,0,0,0
6540027,6001616,3800,20010107,LB,1,13,0,0
6540028,6001632,5110,20080124,CB,1,32,0,0
6540029,6001672,200,20090090,CB,1,13,0,0
6540030,6001731,200,20090055,S,1,31,0,0
6540031,6001795,200,20100135,CB,1,40,0,0
6540032,6001876,200,20060758,CB,1,0,0,0
6540033,6002069,200,20040010,CB,1,0,0,0
6540034,6002247,920,20070018,CB,1,0,0,0
6540035,6002512,1800,20060724,CB,1,0,0,0
6540036,6002529,1800,20060724,CB,1,70,1,0
6540037,6002690,200,20100171,S,1,29,0,0
6540038,6002728,200,20080068,CB,1,26,0,0
6540039,6002842,3200,20080129,CB,1,5,0,0
6540040,6003043,200,20050128,DE,1,26,1,0
6540041,6003051,200,20000013,DE,1,6,0,0
6540042,6003138,4500,20040058,CB,1,0,0,0
6540043,6003153,200,20080037,LB,1,2,0,0
6540044,6003177,200,20090055,S,1,13,0,0
6540045,6003230,4500,20010021,CB,1,39,0,0
6540046,6003328,200,20050059,DT,1,0,0,0
6540047,6003372,200,20060758,CB,1,4,0,0
6540048,6003488,325,20020024,S,1,6,0,0
6540049,6003521,325,20020024,S,1,40,0,0
6540050,6003679,325,20080229,CB,1,25,0,0
6540051,6003761,325,20020024,S,1,4,0,0
6540052,6003828,920,20070021,S,1,56,0,0
6540053,6003834,325,20020024,S,1,44,0,0
6540054,6004271,325,20090088,CB,1,32,0,0
6540055,6004367,325,20020024,S,1,18,0,0
6540056,6004386,325,20070055,CB,1,0,0,0
6540057,6004549,325,20030066,DE,1,0,0,0
6540058,6004642,325,20080206,S,1,0,0,0
6540059,6004644,3410,20050043,CB,1,37,0,0
6540060,6004786,325,20070055,CB,1,0,0,0
6540061,6004948,4900,20080020,CB,1,25,0,0
6540062,6005188,810,20060062,CB,1,39,0,0
6540063,6005216,810,20050181,S,1,5,0,0
6540064,6005350,610,20080114,CB,1,20,1,0
6540065,6005511,610,20080011,CB,1,10,0,0
6540066,6005559,610,20040051,DE,1,8,0,0
6540067,6005725,610,20030111,CB,1,78,1,0
6540068,6005873,610,20020141,LB,1,11,0,0
6540069,6006256,3200,20090034,S,1,19,0,0
6540070,6006276,3200,20060228,S,1,0,0,0
6540071,6006335,3200,20100433,LB,1,0,0,0
6540072,6006649,3900,20030016,S,1,5,0,0
6540073,6006746,750,20090059,S,1,34,0,0
6540074,6006924,750,20060058,RB,1,25,0,0
6540075,6006989,200,19990036,LB,1,17,0,0
6540076,6007155,325,20020024,S,1,19,0,0
6540077,6007158,325,19960026,ILB,1,24,1,0
6540078,6007200,810,20020002,DE,1,0,0,0
6540079,6007214,750,20070588,DT,1,5,0,0
6540080,6007228,750,20100202,S,1,-2,0,0
6540081,6007246,750,20090043,DE,1,0,0,0
6540082,6007286,750,20080067,S,1,24,0,0
6540083,6007331,810,20000009,LB,1,0,0,0
6540084,6007344,810,20030035,CB,1,17,0,0
6540085,6007349,750,20090216,CB,1,2,0,0
6540086,6007383,750,20080067,S,1,38,0,0
6540087,6007384,920,20070018,CB,1,0,0,0
6540088,6007516,750,20060058,RB,1,66,0,0
6540089,6007636,3300,20040663,CB,1,24,1,0
6540090,6007697,3430,20050666,S,1,-6,0,0
6540091,6007847,3430,20060189,CB,1,29,0,0
6540092,6007979,4500,20070097,DT,1,31,1,0
6540093,6008018,750,20060058,RB,1,0,0,0
6540094,6008113,4900,19970066,CB,1,5,0,0
6540095,6008176,4900,20080020,CB,1,21,0,0
6540096,6008311,750,20080693,CB,1,0,0,0
6540097,6008327,750,20080693,CB,1,9,0,0
6540098,6008351,3800,20080016,CB,1,8,0,0
6540099,6008408,3800,20090131,CB,1,-2,0,0
6540100,6008504,1540,20100506,CB,1,23,0,0
6540101,6008597,810,20030035,CB,1,7,0,0
6540102,6008674,1800,20060208,S,1,15,0,0
6540103,6008721,810,20030068,LB,1,1,0,0
6540104,6008771,1800,20030029,LB,1,1,0,1
6540105,6008788,1800,20050051,S,1,-1,0,1
6540106,6008866,810,20030068,LB,1,4,0,0
6540107,6008868,1800,20100592,CB,1,8,0,0
6540108,6008884,810,20000009,LB,1,39,0,0
6540109,6008935,1800,20090009,NT,1,18,1,0
6540110,6008959,1800,20100592,CB,1,32,0,0
6540111,6008987,3000,20080497,S,1,5,0,0
6540112,6009046,810,20090119,CB,1,3,0,0
6540113,6009087,3000,20080497,S,1,0,0,0
6540114,6009104,810,20030068,LB,1,0,0,0
6540115,6009118,810,20050181,S,1,0,0,0
6540116,6009243,3200,20080400,LB,1,13,0,0
6540117,6009264,3200,20070024,S,1,0,0,0
6540118,6009313,3430,20080113,CB,1,20,1,0
6540119,6009438,810,20050181,S,1,0,0,0
6540120,6009476,810,20030035,CB,1,5,0,0
6540121,6009592,2520,20100251,S,1,46,0,0
6540122,6009679,810,20050181,S,1,39,0,0
6540123,6010066,4600,20090004,LB,1,23,0,0
6540124,6010070,810,20060062,CB,1,0,0,1
6540125,6010142,810,20090119,CB,1,54,1,0
6540126,6010218,5110,20040008,CB,1,0,0,0
6540127,6010221,810,20060042,S,1,0,0,0
6540128,6010231,5110,20040008,CB,1,92,1,0
6540129,6010248,5110,20040008,CB,1,0,0,0
6540130,6010268,5110,20040008,CB,1,0,0,0
6540131,6010318,920,20050006,CB,1,10,0,0
6540132,6010379,920,20070018,CB,1,22,0,0
6540133,6010432,920,20060142,LB,1,12,0,0
6540134,6010443,920,20070253,S,1,0,0,0
6540135,6010466,920,20000177,LB,1,4,0,1
6540136,6010490,920,20060024,CB,1,6,0,0
6540137,6010500,920,20060024,CB,1,21,1,0
6540138,6010567,610,20040498,FS,1,56,0,0
6540139,6010610,610,20030046,CB,1,2,0,0
6540140,6010850,1200,20100576,S,1,0,0,0
6540141,6010867,1200,20090120,LB,1,36,0,0
6540142,6010908,1200,20100675,LB,1,6,1,0
6540143,6011013,920,20070145,CB,1,24,1,0
6540144,6011178,920,20090179,CB,1,0,0,0
6540145,6011274,2700,20090061,CB,1,18,0,0
6540146,6011391,920,20070021,S,1,7,0,0
6540147,6011456,3700,20050795,CB,1,15,0,0
6540148,6011514,3700,20030537,S,1,15,0,0
6540149,6011528,920,20090179,CB,1,14,0,0
6540150,6011553,920,20020438,S,1,2,0,0
6540151,6011557,3700,20100121,LB,1,6,0,0
6540152,6011590,920,20090179,CB,1,7,0,0
6540153,6011606,920,20090179,CB,1,0,0,0
6540154,6011666,3900,20070015,LB,1,0,0,0
6540155,6011736,920,20020008,S,1,0,0,0
6540156,6011871,920,20090038,LB,1,47,0,0
6540157,6011962,4900,20100210,S,1,11,1,0
6540158,6011972,920,20060024,CB,1,11,0,0
6540159,6012068,4900,20080020,CB,1,0,0,0
6540160,6012081,4900,20070064,S,1,31,0,0
6540161,6012186,200,20080098,S,1,-6,0,1
6540162,6012220,200,20080154,DE,1,31,1,0
6540163,6012232,200,20070109,LB,1,0,0,0
6540164,6012247,325,20090088,CB,1,0,0,0
6540165,6012286,325,20020024,S,1,20,0,0
6540166,6012335,1050,20100007,DB,1,0,0,0
6540167,6012364,325,20020024,S,1,32,0,0
6540168,6012463,750,20070025,LB,1,7,0,0
6540169,6012469,750,20090216,CB,1,37,1,0
6540170,6012529,1050,20100007,DB,1,12,0,0
6540171,6012673,810,20100696,S,1,27,0,0
6540172,6012756,920,20070018,CB,1,-3,0,0
6540173,6012907,2310,20080035,CB,1,33,1,0
6540174,6012916,1050,20020059,DB,1,0,0,0
6540175,6012935,1050,20080190,DL,1,1,0,0
6540176,6013161,1050,20070053,DB,1,0,0,0
6540177,6013351,1050,20100007,DB,1,0,0,0
6540178,6013359,3900,20030016,S,1,0,0,0
6540179,6013415,3900,20020525,S,1,23,0,0
6540180,6013424,3900,20060458,CB,1,-1,0,0
6540181,6013628,2510,20060504,CB,1,0,0,0
6540182,6013677,2510,20060018,LB,1,6,0,0
6540183,6013690,810,20090119,CB,1,18,0,0
6540184,6013749,810,20090119,CB,1,20,0,0
6540185,6013994,1200,20030005,CB,1,0,0,0
6540186,6014028,2250,20090072,DT,1,-3,0,0
6540187,6014047,2250,20090073,CB,1,0,0,0
6540188,6014095,2250,20090073,CB,1,14,0,0
6540189,6014143,2250,20030039,CB,1,24,0,0
6540190,6014270,1200,20100126,LB,1,0,0,0
6540191,6014351,3300,20040018,DE,1,4,0,0
6540192,6014473,1200,20050157,S,1,10,0,0
6540193,6014514,1200,20030005,CB,1,30,0,0
6540194,6014521,1200,20050157,S,1,8,0,0
6540195,6014664,1200,19980012,LB,1,41,0,0
6540196,6014847,2520,20090423,S,1,48,1,0
6540197,6014856,2520,20100251,S,1,0,0,0
6540198,6014920,3700,20030537,S,1,0,0,0
6540199,6014924,1200,20050157,S,1,-1,0,0
6540200,6014950,1200,20030103,LB,1,11,0,0
6540201,6014984,3700,20050795,CB,1,0,0,0
6540202,6015126,2100,20070019,S,1,0,0,0
6540203,6015150,2100,20100104,CB,1,12,0,0
6540204,6015181,2100,20060116,LB,1,18,0,0
6540205,6015206,1200,20050157,S,1,9,0,0
6540206,6015355,1200,20030005,CB,1,-18,0,0
6540207,6015380,1540,19990041,CB,1,52,0,0
6540208,6015538,2120,20060016,CB,1,0,0,0
6540209,6015678,1400,20100225,CB,1,2,0,0
6540210,6015727,2200,20090539,DB,1,44,0,0
6540211,6016058,1400,20060529,DE,1,14,0,0
6540212,6016115,1400,20100225,CB,1,18,0,0
6540213,6016225,2520,20030245,CB,1,30,1,0
6540214,6016352,2520,20050038,CB,1,0,0,1
6540215,6016431,1400,20100137,CB,1,0,0,0
6540216,6016451,3900,20070170,CB,1,0,0,0
6540217,6016458,1400,20020068,CB,1,77,1,0
6540218,6016504,3900,20100164,CB,1,40,0,0
6540219,6016531,1400,20100225,CB,1,48,1,0
6540220,6016559,4400,20070037,FS,1,23,0,0
6540221,6016564,1400,20010202,S,1,31,0,0
6540222,6016632,4400,20020005,CB,1,5,0,0
6540223,6016736,1400,19990007,CB,1,0,0,0
6540224,6016779,1400,19960061,S,1,-2,0,0
6540225,6016875,1400,20100137,CB,1,15,0,0
6540226,6017064,610,20030046,CB,1,40,1,0
6540227,6017134,1540,20090506,LB,1,39,0,0
6540228,6017214,1540,20080977,CB,1,102,1,0
6540229,6017563,1800,20060724,CB,1,0,0,0
6540230,6017582,1540,20100066,CB,1,26,0,0
6540231,6017597,1800,20060158,S,1,0,0,0
6540232,6017652,1540,20090076,LB,1,11,0,0
6540233,6017748,1540,20100066,CB,1,9,0,0
6540234,6017801,3000,20040126,DE,1,36,1,0
6540235,6017947,3200,20100027,CB,1,23,0,0
6540236,6018006,3200,20100027,CB,1,50,0,0
6540237,6018140,1540,20090037,CB,1,2,0,0
6540238,6018222,3700,20100037,S,1,0,0,0
6540239,6018333,3700,20050084,CB,1,0,0,0
6540240,6018549,1540,20100002,DT,1,20,0,0
6540241,6018557,1540,20090037,CB,1,42,1,0
6540242,6018596,5110,20040008,CB,1,0,0,0
6540243,6018732,1540,20090037,CB,1,4,0,0
6540244,6018843,1800,20040130,LB,1,9,0,0
6540245,6018870,1800,20100071,S,1,0,0,0
6540246,6018988,810,20030035,CB,1,42,0,0
6540247,6018992,1800,20060158,S,1,0,0,0
6540248,6019055,1800,20050051,S,1,24,0,0
6540249,6019133,1800,20090187,CB,1,35,0,0
6540250,6019138,1050,20070140,DB,1,25,0,0
6540251,6019169,1800,20060208,S,1,0,0,0
6540252,6019247,1800,20100592,CB,1,0,0,0
6540253,6019347,1800,20090026,LB,1,62,1,0
6540254,6019393,1800,20060005,LB,1,12,0,0
6540255,6019456,1800,19980004,CB,1,48,1,0
6540256,6019476,1540,20070041,CB,1,1,0,1
6540257,6019479,1540,20070041,CB,1,0,0,0
6540258,6019509,1540,20090037,CB,1,0,0,0
6540259,6019613,1800,20100071,S,1,11,0,0
6540260,6019715,1800,20100592,CB,1,0,0,0
6540261,6019752,1800,20060724,CB,1,0,0,0
6540262,6019820,2700,20060016,CB,1,0,0,0
6540263,6019906,3000,20040126,DE,1,4,0,0
6540264,6019969,3000,20040056,S,1,0,0,0
6540265,6019982,1800,20060005,LB,1,21,0,0
6540266,6019991,1800,20070192,LB,1,32,1,0
6540267,6020019,1800,20050051,S,1,3,0,0
6540268,6020068,1800,20060724,CB,1,9,0,0
6540269,6020178,1800,20100592,CB,1,0,0,0
6540270,6020187,1800,20050051,S,1,0,0,0
6540271,6020202,1800,20060005,LB,1,-2,0,0
6540272,6020239,1800,20050051,S,1,37,1,0
6540273,6020267,1800,20060572,CB,1,1,0,0
6540274,6020520,1800,20050051,S,1,7,0,0
6540275,6020598,325,20050435,CB,1,1,0,0
6540276,6020712,325,20070055,CB,1,12,1,0
6540277,6020812,2120,20100020,CB,1,64,0,0
6540278,6020953,1200,20080025,CB,1,-4,0,0
6540279,6021009,1200,20100576,S,1,0,0,0
6540280,6021068,2200,20070532,DB,1,19,0,0
6540281,6021331,2120,20090223,SS,1,1,0,0
6540282,6021521,3410,20050043,CB,1,0,0,0
6540283,6021589,2120,20100144,CB,1,1,0,0
6540284,6021601,2120,20100020,CB,1,23,0,0
6540285,6021771,2120,20100020,CB,1,0,0,0
6540286,6021805,4400,20070760,FS,1,15,0,0
6540287,6021849,4900,20080177,S,1,91,1,0
6540288,6021868,4900,20080177,S,1,28,0,0
6540289,6022002,2120,20090112,CB,1,10,0,0
6540290,6022090,2120,20090112,CB,1,2,0,0
6540291,6022116,2120,20090112,CB,1,0,0,0
6540292,6022319,2200,20050060,DB,1,31,1,0
6540293,6022413,2200,20050173,LB,1,35,0,0
6540294,6022425,2200,20050610,DB,1,11,0,0
6540295,6022466,1200,20070237,S,1,0,0,0
6540296,6022484,1200,20080143,CB,1,40,1,0
6540297,6022554,1200,20100055,LB,1,31,1,0
6540298,6022623,1200,20100055,LB,1,13,0,0
6540299,6022668,2200,20050060,DB,1,25,1,0
6540300,6022925,2200,20060207,DB,1,31,0,0
6540301,6023067,2310,20020057,S,1,4,0,0
6540302,6023186,2200,20090092,DB,1,0,0,0
6540303,6023363,2200,20080124,DB,1,23,0,0
6540304,6023474,4400,20050042,ILB,1,29,1,0
6540305,6023482,4400,20030563,ILB,1,2,0,0
6540306,6023538,4400,20070037,FS,1,41,1,0
6540307,6023595,4400,20080027,CB,1,0,0,0
6540308,6023639,2200,20090092,DB,1,53,0,0
6540309,6023643,4500,20080075,S,1,91,1,0
6540310,6023665,4500,20090610,LB,1,13,0,0
6540311,6023681,4500,20010078,DB,1,7,0,0
6540312,6023723,4500,20100539,LB,1,19,0,0
6540313,6024133,1050,20050743,DB,1,0,0,0
6540314,6024174,1050,20100038,DB,1,16,0,0
6540315,6024183,1050,20100007,DB,1,27,0,0
6540316,6024200,1050,20100038,DB,1,23,0,0
6540317,6024240,2250,20050102,S,1,-2,0,0
6540318,6024387,2250,20040039,LB,1,8,0,0
6540319,6024641,2250,20060083,S,1,47,0,0
6540320,6024823,2700,20100522,S,1,0,0,0
6540321,6024926,2520,20090047,S,1,0,0,0
6540322,6024997,2250,20090177,DB,1,7,0,0
6540323,6025126,3700,20030120,CB,1,5,0,0
6540324,6025225,2100,20070019,S,1,13,0,0
6540325,6025268,2100,20100104,CB,1,10,0,0
6540326,6025319,2100,20050108,S,1,0,0,0
6540327,6025347,5110,20050009,CB,1,38,0,0
6540328,6025407,2250,20090073,CB,1,0,0,0
6540329,6025503,5110,20090080,CB,1,8,0,0
6540330,6025743,325,20080206,S,1,3,0,0
6540331,6025770,325,20060146,S,1,9,0,0
6540332,6025805,325,20070055,CB,1,0,0,0
6540333,6025957,2310,20100005,S,1,13,0,0
6540334,6026182,1800,20060572,CB,1,9,0,0
6540335,6026435,2310,20050015,LB,1,15,1,0
6540336,6026477,2310,20100005,S,1,35,0,0
6540337,6026626,2520,20060007,S,1,17,0,0
6540338,6026635,2520,20050038,CB,1,22,1,0
6540339,6026681,3700,20100105,CB,1,8,0,0
6540340,6026777,2310,20100136,S,1,26,0,0
6540341,6027034,4500,20040058,CB,1,0,0,0
6540342,6027037,2310,20080035,CB,1,0,0,0
6540343,6027243,2310,20100005,S,1,54,1,0
6540344,6027277,2310,20100136,S,1,23,0,1
6540345,6027296,2100,20020073,LB,1,9,0,0
6540346,6027312,2310,20080140,CB,1,0,0,0
6540347,6027414,2700,20030213,S,1,1,0,0
6540348,6027421,200,20040143,S,1,0,0,0
6540349,6027526,610,20040498,FS,1,9,0,0
6540350,6027565,2700,20040510,CB,1,9,0,0
6540351,6027677,810,20030035,CB,1,5,0,0
6540352,6027710,2700,20040510,CB,1,0,0,0
6540353,6027831,1050,20100007,DB,1,0,0,0
6540354,6027851,1050,20050743,DB,1,18,0,0
6540355,6027943,1050,20040420,DB,1,25,0,0
6540356,6028100,1540,20040110,CB,1,0,0,0
6540357,6028108,1540,20090076,LB,1,30,1,0
6540358,6028155,3200,20060135,LB,1,1,0,0
6540359,6028182,3200,20060135,LB,1,0,0,0
6540360,6028263,3200,20090034,S,1,51,1,0
6540361,6028272,3200,20060228,S,1,0,0,0
6540362,6028449,3430,20060189,CB,1,0,0,0
6540363,6028596,3900,20020452,LB,1,2,0,0
6540364,6028639,2700,20090061,CB,1,6,0,0
6540365,6028824,2100,20060215,CB,1,0,0,0
6540366,6028903,2700,20100163,S,1,0,0,0
6540367,6028920,3800,20050123,FS,1,66,0,0
6540368,6029010,3800,20090095,S,1,7,0,0
6540369,6029084,610,20030046,CB,1,0,0,0
6540370,6029105,610,20030046,CB,1,40,1,0
6540371,6029136,3000,19990023,CB,1,41,0,0
6540372,6029165,610,20080011,CB,1,0,0,0
6540373,6029191,610,20060008,SS,1,37,0,0
6540374,6029244,810,20060062,CB,1,0,0,1
6540375,6029246,810,20020002,DE,1,1,0,0
6540376,6029298,3000,20090086,CB,1,27,0,0
6540377,6029360,810,20050181,S,1,25,0,0
6540378,6029375,810,20000009,LB,1,59,0,1
6540379,6029381,810,20030035,CB,1,56,0,0
6540380,6029420,3000,20030040,LB,1,10,0,0
6540381,6029513,3000,20030040,LB,1,0,0,0
6540382,6029577,3000,20080043,S,1,41,0,0
6540383,6029651,1400,20090037,CB,1,51,0,0
6540384,6029732,1540,20040179,DT,1,27,0,0
6540385,6029783,1540,20090037,CB,1,0,0,0
6540386,6029797,1540,20070041,CB,1,0,0,1
6540387,6029856,3000,20020071,LB,1,19,0,0
6540388,6029869,3000,19990023,CB,1,0,0,0
6540389,6029945,1800,20060724,CB,1,14,0,0
6540390,6030072,2700,20090025,CB,1,0,0,0
6540391,6030109,2700,20060016,CB,1,-2,0,1
6540392,6030115,2700,20060016,CB,1,0,0,0
6540393,6030147,2700,20060016,CB,1,17,0,0
6540394,6030181,3000,20030207,CB,1,10,0,0
6540395,6030208,3000,20090086,CB,1,0,0,0
6540396,6030262,3410,20000030,LB,1,1,0,0
6540397,6030376,4600,20100014,FS,1,86,1,0
6540398,6030419,4600,20030011,CB,1,0,0,0
6540399,6030479,3000,20100678,CB,1,35,0,0
6540400,6030593,325,20050435,CB,1,12,0,0
6540401,6030664,325,20030042,S,1,0,0,0
6540402,6030814,3200,20090034,S,1,26,0,0
6540403,6030847,3200,20070024,S,1,0,0,0
6540404,6030916,3200,20080400,LB,1,59,1,0
6540405,6031110,3200,20080598,CB,1,36,1,0
6540406,6031174,3200,20070024,S,1,13,0,1
6540407,6031193,3200,20070024,S,1,39,0,0
6540408,6031293,3200,20100027,CB,1,0,0,0
6540409,6031341,3200,20050133,S,1,0,0,0
6540410,6031349,3200,20100027,CB,1,0,0,0
6540411,6031500,3200,20090041,CB,1,0,0,1
6540412,6031607,3200,20100027,CB,1,37,0,0
6540413,6031827,3200,20040499,LB,1,1,0,0
6540414,6031925,3200,20100062,LB,1,5,0,0
6540415,6031937,3200,20100027,CB,1,0,0,0
6540416,6031952,3200,20050133,S,1,28,0,0
6540417,6031995,3430,20070047,LB,1,58,0,0
6540418,6032278,3200,20050720,S,1,38,0,0
6540419,6032336,200,20060758,CB,1,36,0,0
6540420,6032360,200,20080098,S,1,0,0,0
6540421,6032683,1050,20020143,LB,1,16,0,0
6540422,6032718,1050,19990158,LB,1,30,1,0
6540423,6032723,1050,20020059,DB,1,0,0,0
6540424,6032783,1050,19990158,LB,1,64,1,0
6540425,6032906,2120,20000245,LB,1,0,0,0
6540426,6033025,3300,20040012,LB,1,5,0,0
6540427,6033171,3900,20030125,CB,1,9,0,0
6540428,6033252,3300,20050585,CB,1,21,0,0
6540429,6033379,3300,20070066,S,1,0,0,0
6540430,6033409,4400,20040110,CB,1,5,0,0
6540431,6033438,3300,20050585,CB,1,87,1,0
6540432,6033557,4600,20080543,LB,1,5,0,0
6540433,6033606,4600,20100014,FS,1,0,0,0
6540434,6033671,2510,20090066,CB,1,8,0,0
6540435,6033681,3300,20090014,S,1,96,1,0
6540436,6033737,3300,20090014,S,1,9,0,0
6540437,6033740,2510,20070611,S,1,0,0,0
6540438,6033844,4900,20100160,S,1,4,0,0
6540439,6033925,750,20080067,S,1,9,0,0
6540440,6033928,3410,20000057,S,1,0,0,0
6540441,6033965,750,20060088,LB,1,1,0,0
6540442,6034062,3410,20080063,CB,1,0,0,0
6540443,6034065,750,20080067,S,1,23,0,0
6540444,6034067,3410,20080031,S,1,0,0,0
6540445,6034116,3410,20080063,CB,1,1,0,0
6540446,6034195,3410,20100015,DE,1,16,0,1
6540447,6034198,3410,20000057,S,1,0,0,0
6540448,6034290,1200,20100575,CB,1,101,1,0
6540449,6034378,3410,20000057,S,1,0,0,0
6540450,6034397,1200,20070237,S,1,27,0,0
6540451,6034572,3410,20050008,S,1,36,0,0
6540452,6034648,3410,20080063,CB,1,5,0,0
6540453,6034764,3410,20050008,S,1,28,0,0
6540454,6034820,3410,20080165,LB,1,2,0,0
6540455,6034865,3200,20090513,CB,1,16,0,0
6540456,6034899,3410,20050043,CB,1,13,0,0
6540457,6034930,3700,20030537,S,1,0,0,0
6540458,6035087,3410,20050043,CB,1,0,0,0
6540459,6035140,3900,20090168,CB,1,25,0,0
6540460,6035225,2100,20090062,DT,1,-6,0,0
6540461,6035240,2100,20090203,CB,1,0,0,0
