fumId,playId,teamId,playerId,fumPosition,fumType,fumOOB,fumTurnover,fumNull
1800715,1036311,2250,20040009,WR,forced,0,1.0,0
1800716,1036398,3430,19970231,FB,forced,0,0.0,0
1800717,1036405,3430,19950074,RB,unforced,0,0.0,0
1800718,1036444,3430,20000078,WR,forced,1,0.0,0
1800719,1036482,2700,19940197,QB,forced,0,0.0,0
1800720,1036494,2700,20040574,WR,unforced,0,0.0,0
1800721,1036507,2700,19940197,QB,forced,0,0.0,0
1800722,1036569,3000,20010027,RB,forced,0,1.0,0
1800723,1036590,3000,20020226,WR,unforced,0,1.0,0
1800724,1036640,3430,20030200,QB,unforced,0,0.0,0
1800725,1036659,3430,20050638,RB/KR,forced,1,0.0,0
1800726,1036755,3430,20000102,CB,unforced,0,1.0,0
1800727,1036818,3430,20030200,QB,forced,0,1.0,0
1800728,1036822,3200,19850285,QB,unforced,0,0.0,0
1800729,1036986,3430,20030200,QB,unforced,0,0.0,0
1800730,1037043,3430,19950023,CB,unforced,0,0.0,0
1800731,1037094,2520,20010059,QB,forced,0,1.0,0
1800732,1037103,2520,20010059,QB,forced,0,1.0,0
1800733,1037123,2520,20000047,WR,forced,0,0.0,0
1800734,1037298,4400,20010032,QB,forced,0,1.0,0
1800735,1037316,3430,20040108,WR,unforced,0,1.0,0
1800736,1037338,3430,20040108,WR,unforced,0,0.0,0
1800737,1037363,4900,20040206,WR,unforced,0,0.0,0
1800738,1037396,3430,20020088,TE,unforced,0,1.0,0
1800739,1037434,4900,19980095,RB,forced,0,0.0,0
1800740,1037497,3800,19940402,QB,unforced,0,0.0,0
1800741,1037501,2520,19950005,QB,forced,1,0.0,0
1800742,1037520,2520,19980192,WR,forced,0,0.0,0
1800743,1037532,2520,19950005,QB,forced,0,1.0,0
1800744,1037537,2520,19950005,QB,forced,0,0.0,0
1800745,1037648,2520,19950005,QB,forced,0,0.0,0
1800746,1037724,2520,20050435,DB,unforced,0,0.0,0
1800747,1037736,610,19950424,QB,unforced,0,1.0,0
1800748,1037738,2520,19950005,QB,unforced,0,1.0,0
1800749,1037895,2520,19950005,QB,unforced,0,0.0,0
1800750,1037903,1050,20050067,QB,unforced,0,1.0,0
1800751,1038056,2520,19980004,CB,forced,0,0.0,0
1800752,1038214,1400,19940432,WR,unforced,0,1.0,0
1800753,1038219,2520,19950005,QB,forced,0,0.0,0
1800754,1038232,1400,20040041,RB,forced,0,1.0,0
1800755,1038268,2520,20050435,DB,unforced,0,1.0,0
1800756,1038284,2520,20010049,RB,unforced,0,0.0,0
1800757,1038286,2520,19950005,QB,forced,0,1.0,0
1800758,1038407,2310,20040105,WR,forced,0,1.0,0
1800759,1038441,2700,20050002,RB,forced,0,1.0,0
1800760,1038444,2520,19950005,QB,forced,0,0.0,0
1800761,1038592,2700,20050002,RB,forced,0,1.0,0
1800762,1038595,2520,19950005,QB,forced,0,1.0,0
1800763,1038673,2520,20050069,QB,forced,0,1.0,0
1800764,1038736,2520,20050069,QB,unforced,0,1.0,0
1800765,1038892,3410,20040001,QB,forced,0,0.0,0
1800766,1038906,2520,19950005,QB,forced,0,0.0,0
1800767,1038953,4400,20020558,WR,forced,0,0.0,0
1800768,1039099,4400,20030149,P,unforced,0,0.0,0
1800769,1039215,920,20030001,QB,unforced,0,0.0,0
1800770,1039338,3700,20020084,RB,forced,0,0.0,0
1800771,1039350,3700,19990002,QB,unforced,0,0.0,0
1800772,1039449,3700,19990002,QB,forced,0,0.0,0
1800773,1039453,1200,20050109,P,forced,0,0.0,0
1800774,1039472,3700,20020084,RB,forced,0,1.0,0
1800775,1039486,1800,20030677,RB,forced,0,1.0,0
1800776,1039516,3700,20030535,RB,unforced,0,0.0,0
1800777,1039578,1800,20050497,RB,forced,0,1.0,0
1800778,1039600,1800,20020574,RB,forced,0,0.0,0
1800779,1039614,1800,20040742,WR,forced,0,1.0,0
1800780,1039824,3700,20010149,QB,forced,0,1.0,0
1800781,1039898,3700,20030122,OG,unforced,0,0.0,0
1800782,1039936,3700,20040242,RB,forced,1,0.0,0
1800783,1039948,3700,20010149,QB,unforced,0,0.0,0
1800784,1040028,2520,19950005,QB,forced,0,0.0,0
1800785,1040117,2520,20040245,TE,forced,1,0.0,0
1800786,1040142,3700,20030061,TE,forced,0,1.0,0
1800787,1040294,4400,20010032,QB,forced,0,0.0,0
1800788,1040359,4400,20020048,WR,forced,0,1.0,0
1800789,1040454,3700,20050077,RB,forced,0,1.0,0
1800790,1040484,3700,19970207,QB,forced,0,1.0,0
1800791,1040494,4600,20030110,QB,unforced,0,0.0,0
1800792,1040575,3700,20040192,CB,forced,0,0.0,0
1800793,1040602,3700,19990002,QB,forced,0,1.0,0
1800794,1040701,3700,20040192,CB,unforced,0,1.0,0
1800795,1040746,3700,20010149,QB,forced,0,0.0,0
1800796,1040770,3700,20030095,WR,forced,0,1.0,0
1800797,1040823,3700,20050077,RB,forced,0,0.0,0
1800798,1040827,3700,20010149,QB,unforced,0,1.0,0
1800799,1040849,3700,19970207,QB,forced,0,1.0,0
1800800,1040893,325,20000005,RB,forced,0,1.0,0
1800801,1040919,3900,20040038,CB,forced,0,1.0,0
1800802,1040997,3900,20050429,LS,unforced,0,0.0,0
1800803,1041053,3900,20010169,WR,forced,0,0.0,0
1800804,1041081,3900,20020062,WR,forced,0,0.0,0
1800805,1041103,810,20030139,WR,unforced,0,0.0,0
1800806,1041122,810,20030608,DL,unforced,0,0.0,0
1800807,1041128,3900,20040423,RB,forced,0,0.0,0
1800808,1041131,3900,20020166,RB,forced,0,0.0,0
1800809,1041245,3900,19980092,WR,forced,0,1.0,0
1800810,1041292,3900,20040423,RB,forced,0,0.0,0
1800811,1041300,3900,20040423,RB,unforced,0,0.0,0
1800812,1041303,3900,19970071,RB,unforced,0,0.0,0
1800813,1041462,1050,20020063,WR,forced,0,1.0,0
1800814,1041577,1540,20020444,WR,forced,0,1.0,0
1800815,1041586,1540,20000132,RB,forced,0,1.0,0
1800816,1041599,1540,20040030,RB,forced,0,0.0,0
1800817,1041721,2250,20030007,QB,forced,0,0.0,0
1800818,1041824,3900,20040423,RB,forced,0,0.0,0
1800819,1041826,3900,19920025,QB,unforced,0,1.0,0
1800820,1041845,2700,20020114,TE,forced,0,1.0,0
1800821,1041859,3900,20040038,CB,unforced,0,1.0,0
1800822,1041862,2700,19940197,QB,forced,0,1.0,0
1800823,1041899,2700,19940197,QB,unforced,0,1.0,0
1800824,1041902,3900,20020166,RB,forced,0,1.0,0
1800825,1041908,2700,20000156,RB,forced,0,1.0,0
1800826,1041913,2700,20040574,WR,unforced,0,1.0,0
1800827,1041927,2700,20020222,WR,forced,0,1.0,0
1800828,1041954,2700,20040149,WR,forced,0,1.0,0
1800829,1041989,2700,20000103,WR,forced,0,0.0,0
1800830,1042042,3200,19990046,RB,forced,0,1.0,0
1800831,1042044,3900,20020062,WR,unforced,0,,0
1800832,1042092,3200,19990046,RB,forced,0,1.0,0
1800833,1042122,3200,19980114,WR,unforced,0,0.0,0
1800834,1042286,3700,20040463,WR,forced,1,0.0,0
1800835,1042539,2100,20010058,RB,forced,0,1.0,0
1800836,1042583,2100,19950003,QB,unforced,0,0.0,0
1800837,1042621,2100,19950003,QB,forced,0,0.0,0
1800838,1042622,2100,19950003,QB,forced,0,1.0,0
1800839,1042675,610,20040022,QB,forced,1,0.0,0
1800840,1042685,4400,20050130,RB/KR,unforced,0,0.0,0
1800841,1042691,4400,20010032,QB,forced,0,0.0,0
1800842,1042696,610,20040022,QB,unforced,0,1.0,0
1800843,1042788,610,20040022,QB,forced,0,0.0,0
1800844,1042807,1200,19930001,QB,unforced,0,1.0,0
1800845,1042835,1200,20040216,WR,forced,0,0.0,0
1800846,1042927,1200,19930001,QB,forced,0,0.0,0
1800847,1042975,1400,19970042,QB,forced,0,0.0,0
1800848,1043028,4400,20010032,QB,forced,0,1.0,0
1800849,1043071,4400,20040004,QB,forced,0,0.0,0
1800850,1043104,4400,20040004,QB,forced,0,0.0,0
1800851,1043184,4400,20020048,WR,forced,0,1.0,0
1800852,1043237,2310,19930222,QB,forced,0,1.0,0
1800853,1043254,4400,20010005,RB,forced,0,0.0,0
1800854,1043330,2700,19990005,RB,forced,0,1.0,0
1800855,1043376,4400,20050130,RB/KR,forced,0,1.0,0
1800856,1043420,2700,20050002,RB,unforced,0,1.0,0
1800857,1043433,4400,20010032,QB,forced,0,1.0,0
1800858,1043522,4400,20010005,RB,forced,0,1.0,0
1800859,1043554,3410,20040001,QB,unforced,0,0.0,0
1800860,1043604,3410,20030211,WR,forced,0,1.0,0
1800861,1043661,2520,20010049,RB,forced,0,1.0,0
1800862,1043665,4400,20010032,QB,forced,0,0.0,0
1800863,1043802,3900,20040011,QB,forced,0,1.0,0
1800864,1043932,4400,20050130,RB/KR,forced,0,1.0,0
1800865,1044017,4500,20050001,QB,unforced,0,0.0,0
1800866,1044061,4400,20010605,QB,forced,0,1.0,0
1800867,1044206,4400,20020048,WR,forced,0,0.0,0
1800868,1044309,3800,20010491,RB,forced,0,0.0,0
1800869,1044361,3800,20020081,QB,forced,0,1.0,0
1800870,1044441,200,20010001,QB,unforced,0,0.0,0
1800871,1044571,4600,19960052,WR,forced,0,1.0,0
1800872,1044758,750,20010074,WR,forced,0,1.0,0
1800873,1044767,4600,19980187,QB,forced,0,1.0,0
1800874,1044827,4600,20030110,QB,forced,1,0.0,0
1800875,1044848,1200,20030192,QB,unforced,0,0.0,0
1800876,1044852,4600,20030110,QB,unforced,0,0.0,0
1800877,1044906,4600,20050085,QB,forced,0,0.0,0
1800878,1044921,1200,20050109,P,forced,0,1.0,0
1800879,1044960,1200,19930001,QB,unforced,0,0.0,0
1800880,1044983,4600,19980055,WR,forced,1,0.0,0
1800881,1044992,1200,20050109,P,forced,0,0.0,0
1800882,1045073,4600,20010196,CB,unforced,0,1.0,0
1800883,1045096,1200,20050109,P,unforced,0,0.0,0
1800884,1045103,1200,19930001,QB,forced,1,0.0,0
1800885,1045135,4600,20000019,RB,forced,0,0.0,0
1800886,1045177,2120,20020001,QB,unforced,0,0.0,0
1800887,1045215,4600,20020185,RB,forced,0,0.0,0
1800888,1045419,2200,20040193,QB,forced,0,1.0,0
1800889,1045479,3000,19970060,S,forced,0,0.0,0
1800890,1045495,4600,20030110,QB,forced,0,1.0,0
1800891,1045528,4600,20030110,QB,forced,1,0.0,0
1800892,1045531,3000,20030221,WR,unforced,0,0.0,0
1800893,1045555,3000,20020439,QB,unforced,0,0.0,0
1800894,1045571,4600,20030657,WR,forced,0,0.0,0
1800895,1045632,4600,20000019,RB,forced,0,0.0,0
1800896,1045653,4600,20010196,CB,unforced,0,0.0,0
1800897,1045670,4600,19960052,WR,forced,0,1.0,0
1800898,1045675,3410,20040001,QB,unforced,0,0.0,0
1800899,1045682,4600,19980187,QB,forced,0,0.0,0
1800900,1045864,4500,20050001,QB,unforced,0,1.0,0
1800901,1045870,4500,20050001,QB,unforced,0,0.0,0
1800902,1045879,4600,20000019,RB,forced,0,0.0,0
1800903,1045978,4500,20050001,QB,forced,0,0.0,0
1800904,1046031,2510,20030074,WR,forced,1,0.0,0
1800905,1046115,2510,20010129,TE,forced,0,1.0,0
1800906,1046157,4600,20000019,RB,unforced,0,1.0,0
1800907,1046169,4600,20010196,CB,forced,0,0.0,0
1800908,1046194,4600,20010196,CB,unforced,0,1.0,0
1800909,1046226,4600,20020054,RB,forced,0,0.0,0
1800910,1046265,5110,19930118,QB,forced,0,1.0,0
1800911,1046278,4600,20020185,RB,unforced,0,1.0,0
1800912,1046431,4500,20050001,QB,forced,0,0.0,0
1800913,1046436,4500,20050065,RB,forced,0,1.0,0
1800914,1046492,1200,20040043,RB,forced,0,1.0,0
1800915,1046543,4500,20000212,QB,unforced,0,0.0,0
1800916,1046573,1200,20040216,WR,unforced,0,0.0,0
1800917,1046581,4500,20030197,WR,forced,0,1.0,0
1800918,1046731,4500,20050001,QB,unforced,0,0.0,0
1800919,1046864,2200,19990004,RB,forced,0,1.0,0
1800920,1046893,4500,20050001,QB,forced,0,0.0,0
1800921,1046966,4500,20050001,QB,forced,0,1.0,0
1800922,1047071,3410,19990253,FB,forced,0,0.0,0
1800923,1047077,4500,20040217,QB,unforced,0,0.0,0
1800924,1047219,2520,20030596,WR,forced,0,1.0,0
1800925,1047409,4500,20050174,WR,forced,0,1.0,0
1800926,1047437,4500,20030241,QB,forced,0,0.0,0
1800927,1047477,4500,20000212,QB,forced,0,1.0,0
1800928,1047578,4500,20010080,RB,forced,0,1.0,0
1800929,1047693,4500,20050174,WR,unforced,0,0.0,0
1800930,1047781,4900,20030097,QB,forced,0,1.0,0
1800931,1047794,4500,20030197,WR,unforced,0,0.0,0
1800932,1047801,2100,19950003,QB,unforced,0,1.0,0
1800933,1047872,2100,20050006,CB,unforced,0,1.0,0
1800934,1047883,2100,20050006,CB,unforced,0,0.0,0
1800935,1047897,2100,20040428,RB,forced,0,1.0,0
1800936,1047904,4500,20000212,QB,unforced,0,1.0,0
1800937,1047914,4500,20050001,QB,forced,0,1.0,0
1800938,1047952,4500,20020498,RB,unforced,0,1.0,0
1800939,1048003,3800,19940402,QB,forced,0,1.0,0
1800940,1048060,2510,20040024,RB,forced,0,1.0,0
1800941,1048078,3800,19940402,QB,unforced,0,0.0,0
1800942,1048147,2510,19930419,QB,forced,0,1.0,0
1800943,1048205,810,20000007,RB,forced,0,1.0,0
1800944,1048245,810,20010603,QB,forced,0,0.0,0
1800945,1048310,810,20040244,WR,unforced,0,0.0,0
1800946,1048324,2510,20040238,OC,unforced,0,0.0,0
1800947,1048350,2250,20050127,RB,forced,0,1.0,0
1800948,1048553,2510,20050250,QB,forced,0,1.0,0
1800949,1048737,2510,20010129,TE,forced,0,1.0,0
1800950,1048782,3300,20020013,WR,forced,0,1.0,0
1800951,1048852,3700,20010149,QB,forced,0,0.0,0
1800952,1048884,3700,20050077,RB,unforced,1,0.0,0
1800953,1048916,3700,20020084,RB,forced,0,1.0,0
1800954,1048953,3700,20030535,RB,unforced,0,0.0,0
1800955,1049066,2510,20030245,CB,forced,0,0.0,0
1800956,1049171,2510,20030106,WR,forced,0,1.0,0
1800957,1049239,4500,20050001,QB,unforced,0,0.0,0
1800958,1049263,2510,20030245,CB,forced,0,0.0,0
1800959,1049371,2100,20030060,WR,forced,0,1.0,0
1800960,1049427,2510,19940002,RB,forced,0,1.0,0
1800961,1049437,2510,20000168,QB,forced,0,1.0,0
1800962,1049459,2510,20000168,QB,unforced,0,1.0,0
1800963,1049476,2510,20000168,QB,forced,0,0.0,0
1800964,1049616,5110,19930118,QB,unforced,1,0.0,0
1800965,1049619,2510,20050250,QB,unforced,0,1.0,0
1800966,1049630,2510,20010997,RB,forced,0,0.0,0
1800967,1049684,200,20010001,QB,forced,0,1.0,0
1800968,1049801,4900,20020496,WR,unforced,0,1.0,0
1800969,1050000,4900,20050005,RB,forced,0,1.0,0
1800970,1050073,4900,20030097,QB,forced,0,1.0,0
1800971,1050088,750,20020034,RB,forced,1,0.0,0
1800972,1050144,4900,20030097,QB,forced,0,1.0,0
1800973,1050186,810,20050106,QB,forced,0,0.0,0
1800974,1050195,810,20030139,WR,forced,0,0.0,0
1800975,1050201,810,20050106,QB,unforced,0,0.0,0
1800976,1050329,4900,19980091,QB,forced,0,1.0,0
1800977,1050365,1540,19940445,TE,forced,0,1.0,0
1800978,1050463,4900,19970066,CB,unforced,0,0.0,0
1800979,1050527,4900,20030446,RB,forced,0,0.0,0
1800980,1050541,2120,20030778,RB,forced,0,1.0,0
1800981,1050618,2250,20050185,WR/KR,unforced,1,1.0,0
1800982,1050629,4900,20030205,CB,unforced,0,1.0,0
1800983,1050672,2250,20050127,RB,forced,0,1.0,0
1800984,1050729,4900,20030739,RB,forced,1,0.0,0
1800985,1050883,2700,19940197,QB,forced,0,1.0,0
1800986,1050888,2700,20010052,WR,unforced,0,0.0,0
1800987,1050897,4900,20030446,RB,forced,0,1.0,0
1800988,1050909,2700,19940197,QB,forced,0,1.0,0
1800989,1051004,4900,20050005,RB,forced,0,0.0,0
1800990,1051005,4900,20030097,QB,unforced,0,0.0,0
1800991,1051084,3300,19970404,QB,forced,0,1.0,0
1800992,1051100,5110,20010016,WR,unforced,0,0.0,0
1800993,1051119,5110,19930118,QB,forced,0,0.0,0
1800994,1051142,5110,19930118,QB,forced,0,1.0,0
1800995,1051171,4900,20050005,RB,forced,0,1.0,0
1800996,1051277,4900,20050005,RB,forced,0,1.0,0
1800997,1051283,5110,20020675,WR,unforced,0,0.0,0
1800998,1051288,4900,19980095,RB,forced,1,0.0,0
1800999,1051341,5110,20040081,HB,forced,0,0.0,0
1801000,1051359,4900,20040206,WR,unforced,0,0.0,0
1801001,1051409,325,20000005,RB,forced,0,1.0,0
1801002,1051448,2100,20030093,RB,forced,0,1.0,0
1801003,1051656,2100,20050068,WR,unforced,0,0.0,0
1801004,1051696,2100,20040040,TE,forced,1,0.0,0
1801005,1051717,2100,20030093,RB,forced,0,1.0,0
1801006,1051734,1800,19910033,QB,forced,0,1.0,0
1801007,1051744,2100,20050006,CB,unforced,0,0.0,0
1801008,1051766,1800,20010041,WR,forced,0,0.0,0
1801009,1051784,2100,19990013,WR,unforced,0,0.0,0
1801010,1051793,1800,20050024,QB,unforced,0,0.0,0
1801011,1052050,2200,20040578,RB,forced,0,0.0,0
1801012,1052116,2100,20050006,CB,forced,0,0.0,0
1801013,1052290,2250,20030007,QB,forced,0,1.0,0
1801014,1052425,2100,19950003,QB,forced,0,1.0,0
1801015,1052463,2100,19950003,QB,unforced,0,0.0,0
1801016,1052465,2100,19950003,QB,forced,0,1.0,0
1801017,1052471,2520,19950005,QB,forced,0,0.0,0
1801018,1052771,4500,20050465,WR,unforced,0,1.0,0
1801019,1052801,2100,20010058,RB,unforced,0,0.0,0
1801020,1052859,4500,20030241,QB,forced,0,1.0,0
1801021,1052875,2100,20010471,WR,forced,0,1.0,0
1801022,1052879,4900,20030446,RB,forced,0,1.0,0
1801023,1052921,4900,20030205,CB,unforced,0,0.0,0
1801024,1053020,2100,20050142,RB,forced,0,0.0,0
1801025,1053054,5110,20020032,QB,forced,0,0.0,0
1801026,1053056,810,20040078,WR,forced,0,0.0,0
1801027,1053074,5110,20020032,QB,forced,0,1.0,0
1801028,1053094,810,20050106,QB,unforced,0,0.0,0
1801029,1053111,5110,20020675,WR,forced,0,1.0,0
1801030,1053128,5110,20020051,RB,forced,0,0.0,0
1801031,1053172,810,20050106,QB,forced,0,1.0,0
1801032,1053187,5110,20020675,WR,unforced,0,0.0,0
1801033,1053264,920,20020162,WR,forced,0,0.0,0
1801034,1053268,920,19960412,QB,unforced,0,0.0,0
1801035,1053338,5110,20050222,RB,forced,0,1.0,0
1801036,1053380,5110,20020675,WR,unforced,0,0.0,0
1801037,1053429,1200,19930001,QB,forced,0,1.0,0
1801038,1053458,1200,20040043,RB,forced,0,0.0,0
1801039,1053474,5110,20020056,RB,forced,0,1.0,0
1801040,1053690,5110,20020051,RB,forced,0,1.0,0
1801041,1053758,5110,20020051,RB,forced,0,1.0,0
1801042,1053810,2520,19950079,FB,forced,0,0.0,0
1801043,1053825,5110,19930118,QB,forced,0,1.0,0
1801044,1053904,5110,19930118,QB,forced,0,1.0,0
1801045,1053912,3700,19990002,QB,unforced,1,0.0,0
1801046,1053913,5110,19970408,WR,unforced,0,0.0,0
1801047,1053935,5110,20040081,HB,forced,0,0.0,0
1801048,1053962,3700,20050035,WR,forced,1,0.0,0
1801049,1054148,5110,20010016,WR,forced,1,0.0,0
1801050,1054161,4400,20010005,RB,unforced,0,0.0,0
1801051,1054283,5110,19930118,QB,unforced,1,0.0,0
1801052,1054385,4600,20000019,RB,forced,1,0.0,0
1801053,1054486,4500,20050001,QB,unforced,0,0.0,0
1801054,1054559,4500,20050001,QB,forced,0,1.0,0
1801055,1054624,4500,20050001,QB,unforced,0,0.0,0
2800001,2000061,810,20030022,QB,forced,0,1.0,0
2800002,2000075,810,20030022,QB,forced,0,1.0,0
2800003,2000122,3800,20060010,QB,forced,0,1.0,0
2800004,2000159,3800,19990004,RB,forced,0,1.0,0
2800005,2000200,3800,20060010,QB,forced,0,0.0,0
2800006,2000207,1200,20040216,WR,forced,0,0.0,0
2800007,2000271,1200,20030681,QB,unforced,0,0.0,0
2800008,2000323,3800,19990004,RB,forced,0,1.0,0
2800009,2000438,3800,20060691,WR,unforced,0,0.0,0
2800010,2000521,3800,20060010,QB,forced,0,0.0,0
2800011,2000555,1400,20040041,RB,forced,0,1.0,0
2800012,2000605,3800,20060010,QB,forced,0,0.0,0
2800013,2000637,1400,20060011,QB,forced,0,0.0,0
2800014,2000640,1400,20060542,RB,forced,0,0.0,0
2800015,2000787,3800,20060010,QB,unforced,1,0.0,0
2800016,2000827,2310,19960402,QB,unforced,0,1.0,0
2800017,2000885,2310,20030027,RB,forced,0,1.0,0
2800018,2000914,3800,19970403,FB,forced,0,0.0,0
2800019,2000972,2310,20010175,RB,forced,0,0.0,0
2800020,2001075,3900,20050541,QB,forced,0,0.0,0
2800021,2001127,3900,20060240,RB,forced,0,0.0,0
2800022,2001145,4600,19980187,QB,forced,0,1.0,0
2800023,2001159,4600,20000019,RB,forced,0,1.0,0
2800024,2001247,4600,19930424,FB,forced,0,1.0,0
2800025,2001258,4600,20000080,WR,forced,0,0.0,0
2800026,2001318,4500,20050065,RB,forced,0,1.0,0
2800027,2001326,4500,20060006,TE,forced,0,1.0,0
2800028,2001344,3800,19940402,QB,forced,0,0.0,0
2800029,2001403,3800,19940402,QB,forced,0,1.0,0
2800030,2001432,3800,19940402,QB,unforced,0,0.0,0
2800031,2001490,2510,20000168,QB,forced,0,0.0,0
2800032,2001540,2510,20050081,OG,unforced,0,0.0,0
2800033,2001568,2510,20030106,WR,forced,0,1.0,0
2800034,2001603,2510,20000168,QB,unforced,0,1.0,0
2800035,2001606,3800,19940402,QB,unforced,0,1.0,0
2800036,2001660,3800,19940402,QB,forced,0,0.0,0
2800037,2001736,3800,19940402,QB,forced,0,1.0,0
2800038,2001741,3800,20060010,QB,forced,0,1.0,0
2800039,2001836,750,20010106,QB,unforced,0,0.0,0
2800040,2001974,1050,20000081,RB,forced,0,1.0,0
2800041,2001987,1050,20050067,QB,forced,0,1.0,0
2800042,2002060,200,20010001,QB,unforced,0,1.0,0
2800043,2002069,1200,20030681,QB,unforced,0,0.0,0
2800044,2002112,1200,20060580,WR,forced,0,0.0,0
2800045,2002134,200,20030121,FB,forced,0,1.0,0
2800046,2002172,1200,20030681,QB,unforced,1,0.0,0
2800047,2002247,200,20050585,CB,unforced,0,1.0,0
2800048,2002279,200,20060223,QB,forced,0,1.0,0
2800049,2002350,200,20060223,QB,forced,0,0.0,0
2800050,2002400,3200,20050230,QB,forced,0,1.0,0
2800051,2002436,200,20020591,TE,forced,1,0.0,0
2800052,2002546,200,20010001,QB,forced,0,0.0,0
2800053,2002711,200,20010001,QB,forced,0,0.0,0
2800054,2002724,200,20010001,QB,unforced,0,1.0,0
2800055,2002758,200,20010001,QB,forced,0,0.0,0
2800056,2002774,3410,20040001,QB,forced,0,0.0,0
2800057,2002831,200,20010001,QB,forced,0,0.0,0
2800058,2002871,3900,20060025,WR,forced,0,1.0,0
2800059,2002908,3900,19980092,WR,forced,0,0.0,0
2800060,2002923,3900,20040011,QB,unforced,0,1.0,0
2800061,2002967,3900,20040423,RB,forced,0,1.0,0
2800062,2003056,200,20050027,WR,forced,0,1.0,0
2800063,2003081,200,19970012,RB,forced,0,0.0,0
2800064,2003140,200,20040008,CB,forced,0,0.0,0
2800065,2003286,325,19950003,QB,unforced,0,1.0,0
2800066,2003437,610,20030023,RB,forced,0,1.0,0
2800067,2003490,325,20060432,RB,forced,0,0.0,0
2800068,2003544,750,20020034,RB,forced,0,1.0,0
2800069,2003546,325,20030019,QB,unforced,0,0.0,0
2800070,2003547,325,20030077,RB,forced,0,,0
2800071,2003676,920,20040026,HB,unforced,0,1.0,0
2800072,2003732,920,20040026,HB,unforced,0,0.0,0
2800073,2003783,325,19950003,QB,unforced,0,0.0,0
2800074,2003889,325,20030019,QB,unforced,0,1.0,0
2800075,2003918,1050,20050213,QB,forced,0,0.0,0
2800076,2003943,325,20000005,RB,forced,0,1.0,0
2800077,2004008,325,20010031,TE,forced,0,1.0,0
2800078,2004010,2200,20060030,RB,forced,0,0.0,0
2800079,2004066,2200,19990480,WR,unforced,0,0.0,0
2800080,2004087,2200,19960019,WR,forced,1,0.0,0
2800081,2004138,325,19950003,QB,forced,0,1.0,0
2800082,2004251,325,20060132,RB,forced,0,1.0,0
2800083,2004254,3410,20040718,QB,forced,0,1.0,0
2800084,2004259,325,20030163,QB,unforced,0,0.0,0
2800085,2004260,325,20060132,RB,forced,0,0.0,0
2800086,2004312,2520,19990131,QB,unforced,0,1.0,0
2800087,2004319,2520,19990131,QB,unforced,0,1.0,0
2800088,2004354,2520,20050069,QB,unforced,0,0.0,0
2800089,2004410,2520,20050069,QB,unforced,0,0.0,0
2800090,2004414,2520,20050069,QB,forced,0,1.0,0
2800091,2004525,325,19950003,QB,forced,0,1.0,0
2800092,2004527,3700,20030535,RB,forced,0,1.0,0
2800093,2004541,3700,20050077,RB,forced,0,1.0,0
2800094,2004588,325,20060737,CB,unforced,0,0.0,0
2800095,2004732,3900,20040011,QB,forced,0,1.0,0
2800096,2004781,3900,20040011,QB,forced,0,0.0,0
2800097,2004827,325,19950003,QB,forced,0,0.0,0
2800098,2004862,4400,20040004,QB,unforced,0,0.0,0
2800099,2004886,325,20010533,TE,forced,0,1.0,0
2800100,2004887,4400,19930089,FB,forced,0,0.0,0
2800101,2004908,4400,19960098,LB,forced,0,0.0,0
2800102,2004913,4400,20030149,P,unforced,0,0.0,0
2800103,2004944,610,20030023,RB,forced,0,1.0,0
2800104,2004967,610,20050055,WR,unforced,0,0.0,0
2800105,2005015,610,20040022,QB,forced,0,1.0,0
2800106,2005023,610,20040022,QB,forced,0,1.0,0
2800107,2005087,920,20060193,WR,forced,1,1.0,0
2800108,2005096,920,20000432,QB,unforced,0,0.0,0
2800109,2005132,610,20040022,QB,unforced,0,0.0,0
2800110,2005218,610,20020164,QB,forced,0,0.0,0
2800111,2005262,1050,20030525,OL,unforced,0,0.0,0
2800112,2005266,1050,20050213,QB,unforced,0,0.0,0
2800113,2005296,610,20050666,FS,forced,0,0.0,0
2800114,2005312,1800,20040251,OC,unforced,0,1.0,0
2800115,2005343,1800,20040251,OC,unforced,0,1.0,0
2800116,2005437,2250,20020108,QB,forced,0,0.0,0
2800117,2005440,610,20040022,QB,unforced,0,0.0,0
2800118,2005447,610,20040022,QB,unforced,0,0.0,0
2800119,2005452,2250,20060236,CB,forced,0,1.0,0
2800120,2005463,610,20050666,FS,unforced,1,0.0,0
2800121,2005598,610,20030023,RB,forced,0,1.0,0
2800122,2005644,2700,20020003,QB,unforced,0,0.0,0
2800123,2005658,610,20040022,QB,forced,0,1.0,0
2800124,2005682,610,20030023,RB,forced,0,0.0,0
2800125,2005776,3000,19920227,QB,unforced,0,0.0,0
2800126,2005843,610,20030023,RB,unforced,0,0.0,0
2800127,2005883,3000,19970108,WR,forced,1,0.0,0
2800128,2005934,610,20040022,QB,unforced,0,0.0,0
2800129,2005955,610,20040022,QB,forced,0,1.0,0
2800130,2005976,610,20040013,WR,forced,0,1.0,0
2800131,2005990,3200,20000199,QB,forced,0,0.0,0
2800132,2006043,610,20040022,QB,unforced,0,1.0,0
2800133,2006075,610,20040022,QB,forced,0,1.0,0
2800134,2006142,610,20040022,QB,forced,0,1.0,0
2800135,2006273,610,20040022,QB,forced,0,1.0,0
2800136,2006274,4400,20040004,QB,unforced,0,0.0,0
2800137,2006279,4400,20040004,QB,forced,0,0.0,0
